t,X_O,X_O2_1,X_O2_2,X_O2_3,X_O2_4,Th,Tg_1,Tg_2,Tg_3,Tg_4,rho,p,n,E
4.727596920650e-13,5.000000147190e-02,5.420987621730e-08,9.499999429860e-01,1.088631008030e-09,2.437459737080e-10,1.000000000000e+04,6.253552151890e+03,5.000056448090e+02,5.907278059690e+03,5.553023445880e+03,7.504713517360e-03,2.000000001510e+04,1.448594104300e+23,4.526096822130e+06
4.898510874460e-13,5.000000152510e-02,5.616969341150e-08,9.499999409250e-01,1.127987622490e-09,2.525579717670e-10,1.000000000000e+04,6.253552207100e+03,5.000058488820e+02,5.907278025470e+03,5.553023713620e+03,7.504713517360e-03,2.000000001560e+04,1.448594104340e+23,4.526096900250e+06
5.071988537580e-13,5.000000157910e-02,5.815890788700e-08,9.499999388330e-01,1.167934585830e-09,2.615021495840e-10,1.000000000000e+04,6.253552263150e+03,5.000060560150e+02,5.907277990730e+03,5.553023985370e+03,7.504713517360e-03,2.000000001620e+04,1.448594104380e+23,4.526096979530e+06
5.248068365640e-13,5.000000163400e-02,6.017796060390e-08,9.499999367090e-01,1.208480753270e-09,2.705804898480e-10,1.000000000000e+04,6.253552320030e+03,5.000062662560e+02,5.907277955470e+03,5.553024261190e+03,7.504713517360e-03,2.000000001680e+04,1.448594104420e+23,4.526097060010e+06
5.426789391130e-13,5.000000168960e-02,6.222729913640e-08,9.499999345540e-01,1.249635112880e-09,2.797950049910e-10,1.000000000000e+04,6.253552377770e+03,5.000064796500e+02,5.907277919680e+03,5.553024541150e+03,7.504713517360e-03,2.000000001730e+04,1.448594104460e+23,4.526097141690e+06
5.608191231990e-13,5.000000174610e-02,6.430737777260e-08,9.499999323660e-01,1.291406787520e-09,2.891477376270e-10,1.000000000000e+04,6.253552436370e+03,5.000066962460e+02,5.907277883360e+03,5.553024825310e+03,7.504713517360e-03,2.000000001790e+04,1.448594104510e+23,4.526097224600e+06
5.792314100470e-13,5.000000180340e-02,6.641865761480e-08,9.499999301450e-01,1.333805036910e-09,2.986407610120e-10,1.000000000000e+04,6.253552495840e+03,5.000069160900e+02,5.907277846480e+03,5.553025113720e+03,7.504713517360e-03,2.000000001850e+04,1.448594104550e+23,4.526097308760e+06
5.979198811980e-13,5.000000186160e-02,6.856160668180e-08,9.499999278920e-01,1.376839259650e-09,3.082761795010e-10,1.000000000000e+04,6.253552556210e+03,5.000071392310e+02,5.907277809050e+03,5.553025406460e+03,7.504713517360e-03,2.000000001910e+04,1.448594104590e+23,4.526097394170e+06
6.168886794160e-13,5.000000192070e-02,7.073670001300e-08,9.499999256040e-01,1.420518995330e-09,3.180561290120e-10,1.000000000000e+04,6.253552617480e+03,5.000073657200e+02,5.907277771060e+03,5.553025703590e+03,7.504713517360e-03,2.000000001970e+04,1.448594104630e+23,4.526097480870e+06
6.361420096070e-13,5.000000198060e-02,7.294441977300e-08,9.499999232820e-01,1.464853926650e-09,3.279827775030e-10,1.000000000000e+04,6.253552679670e+03,5.000075956060e+02,5.907277732500e+03,5.553026005170e+03,7.504713517360e-03,2.000000002030e+04,1.448594104680e+23,4.526097568860e+06
6.556841397510e-13,5.000000204140e-02,7.518525535910e-08,9.499999209250e-01,1.509853881510e-09,3.380583254510e-10,1.000000000000e+04,6.253552742790e+03,5.000078289400e+02,5.907277693360e+03,5.553026311270e+03,7.504713517360e-03,2.000000002090e+04,1.448594104720e+23,4.526097658180e+06
6.755194018480e-13,5.000000210320e-02,7.745970350980e-08,9.499999185330e-01,1.555528835260e-09,3.482850063390e-10,1.000000000000e+04,6.253552806860e+03,5.000080657740e+02,5.907277653630e+03,5.553026621960e+03,7.504713517360e-03,2.000000002160e+04,1.448594104770e+23,4.526097748840e+06
6.956521928750e-13,5.000000216590e-02,7.976826841430e-08,9.499999161050e-01,1.601888912870e-09,3.586650871530e-10,1.000000000000e+04,6.253552871890e+03,5.000083061610e+02,5.907277613300e+03,5.553026937300e+03,7.504713517360e-03,2.000000002220e+04,1.448594104820e+23,4.526097840850e+06
7.160869757680e-13,5.000000222950e-02,8.211146182500e-08,9.499999136410e-01,1.648944391190e-09,3.692008688840e-10,1.000000000000e+04,6.253552937890e+03,5.000085501530e+02,5.907277572360e+03,5.553027257370e+03,7.504713517360e-03,2.000000002290e+04,1.448594104860e+23,4.526097934250e+06
7.368282804050e-13,5.000000229410e-02,8.448980317040e-08,9.499999111400e-01,1.696705701210e-09,3.798946870360e-10,1.000000000000e+04,6.253553004870e+03,5.000087978050e+02,5.907277530810e+03,5.553027582240e+03,7.504713517360e-03,2.000000002350e+04,1.448594104910e+23,4.526098029050e+06
7.578807046110e-13,5.000000235960e-02,8.690381967060e-08,9.499999086010e-01,1.745183430390e-09,3.907489121460e-10,1.000000000000e+04,6.253553072860e+03,5.000090491720e+02,5.907277488630e+03,5.553027911980e+03,7.504713517360e-03,2.000000002420e+04,1.448594104960e+23,4.526098125260e+06
7.792489151800e-13,5.000000242620e-02,8.935404645380e-08,9.499999060240e-01,1.794388325000e-09,4.017659503090e-10,1.000000000000e+04,6.253553141870e+03,5.000093043090e+02,5.907277445820e+03,5.553028246660e+03,7.504713517360e-03,2.000000002490e+04,1.448594105010e+23,4.526098222930e+06
8.009376489080e-13,5.000000249370e-02,9.184102667550e-08,9.499999034080e-01,1.844331292520e-09,4.129482437110e-10,1.000000000000e+04,6.253553211920e+03,5.000095632730e+02,5.907277402360e+03,5.553028586360e+03,7.504713517360e-03,2.000000002560e+04,1.448594105060e+23,4.526098322050e+06
8.229517136420e-13,5.000000256220e-02,9.436531163830e-08,9.499999007530e-01,1.895023404010e-09,4.242982711710e-10,1.000000000000e+04,6.253553283010e+03,5.000098261220e+02,5.907277358250e+03,5.553028931150e+03,7.504713517360e-03,2.000000002630e+04,1.448594105110e+23,4.526098422670e+06
8.452959893460e-13,5.000000263180e-02,9.692746091450e-08,9.499998980580e-01,1.946475896630e-09,4.358185486890e-10,1.000000000000e+04,6.253553355160e+03,5.000100929130e+02,5.907277313480e+03,5.553029281110e+03,7.504713517360e-03,2.000000002700e+04,1.448594105160e+23,4.526098524790e+06
8.679754291860e-13,5.000000270240e-02,9.952804247000e-08,9.499998953230e-01,1.998700176070e-09,4.475116300050e-10,1.000000000000e+04,6.253553428400e+03,5.000103637060e+02,5.907277268030e+03,5.553029636310e+03,7.504713517360e-03,2.000000002770e+04,1.448594105220e+23,4.526098628450e+06
8.909950606240e-13,5.000000277410e-02,1.021676327900e-07,9.499998925470e-01,2.051707819120e-09,4.593801071660e-10,1.000000000000e+04,6.253553502730e+03,5.000106385610e+02,5.907277221900e+03,5.553029996830e+03,7.504713517360e-03,2.000000002850e+04,1.448594105270e+23,4.526098733660e+06
9.143599865340e-13,5.000000284680e-02,1.048468170080e-07,9.499998897290e-01,2.105510576210e-09,4.714266110970e-10,1.000000000000e+04,6.253553578170e+03,5.000109175390e+02,5.907277175070e+03,5.553030362760e+03,7.504713517360e-03,2.000000002920e+04,1.448594105320e+23,4.526098840450e+06
9.380753863320e-13,5.000000292070e-02,1.075661890320e-07,9.499998868690e-01,2.160120374040e-09,4.836538121880e-10,1.000000000000e+04,6.253553654750e+03,5.000112007010e+02,5.907277127540e+03,5.553030734170e+03,7.504713517360e-03,2.000000003000e+04,1.448594105380e+23,4.526098948840e+06
9.621465171260e-13,5.000000299560e-02,1.103263516820e-07,9.499998839660e-01,2.215549318190e-09,4.960644208850e-10,1.000000000000e+04,6.253553732470e+03,5.000114881100e+02,5.907277079300e+03,5.553031111150e+03,7.504713517360e-03,2.000000003070e+04,1.448594105430e+23,4.526099058850e+06
9.865787148830e-13,5.000000307170e-02,1.131279168190e-07,9.499998810200e-01,2.271809695860e-09,5.086611882900e-10,1.000000000000e+04,6.253553811350e+03,5.000117798310e+02,5.907277030320e+03,5.553031493780e+03,7.504713517360e-03,2.000000003150e+04,1.448594105490e+23,4.526099170520e+06
1.011377395610e-12,5.000000314890e-02,1.159715054800e-07,9.499998780290e-01,2.328913978510e-09,5.214469067700e-10,1.000000000000e+04,6.253553891420e+03,5.000120759270e+02,5.907276980610e+03,5.553031882140e+03,7.504713517360e-03,2.000000003230e+04,1.448594105550e+23,4.526099283860e+06
1.036548056540e-12,5.000000322730e-02,1.188577480210e-07,9.499998749940e-01,2.386874824700e-09,5.344244105780e-10,1.000000000000e+04,6.253553972680e+03,5.000123764650e+02,5.907276930160e+03,5.553032276330e+03,7.504713517360e-03,2.000000003310e+04,1.448594105610e+23,4.526099398900e+06
1.062096277390e-12,5.000000330680e-02,1.217872842510e-07,9.499998719130e-01,2.445705082870e-09,5.475965764810e-10,1.000000000000e+04,6.253554055160e+03,5.000126815100e+02,5.907276878940e+03,5.553032676420e+03,7.504713517360e-03,2.000000003390e+04,1.448594105660e+23,4.526099515670e+06
1.088027721550e-12,5.000000338750e-02,1.247607635770e-07,9.499998687850e-01,2.505417794170e-09,5.609663243960e-10,1.000000000000e+04,6.253554138900e+03,5.000129911310e+02,5.907276826980e+03,5.553033082570e+03,7.504713517360e-03,2.000000003470e+04,1.448594105720e+23,4.526099634190e+06
1.114348137370e-12,5.000000346950e-02,1.277788451470e-07,9.499998656110e-01,2.566026195370e-09,5.745366180390e-10,1.000000000000e+04,6.253554223900e+03,5.000133053970e+02,5.907276774240e+03,5.553033494800e+03,7.504713517360e-03,2.000000003560e+04,1.448594105790e+23,4.526099754480e+06
1.141063359430e-12,5.000000355270e-02,1.308421979960e-07,9.499998623890e-01,2.627543721810e-09,5.883104655810e-10,1.000000000000e+04,6.253554310170e+03,5.000136243760e+02,5.907276720710e+03,5.553033913220e+03,7.504713517360e-03,2.000000003640e+04,1.448594105850e+23,4.526099876580e+06
1.168179309830e-12,5.000000363710e-02,1.339515011950e-07,9.499998591190e-01,2.689984010330e-09,6.022909203150e-10,1.000000000000e+04,6.253554397740e+03,5.000139481390e+02,5.907276666380e+03,5.553034337910e+03,7.504713517360e-03,2.000000003730e+04,1.448594105910e+23,4.526100000520e+06
1.195701999470e-12,5.000000372280e-02,1.371074440010e-07,9.499998558000e-01,2.753360902350e-09,6.164810813330e-10,1.000000000000e+04,6.253554486610e+03,5.000142767600e+02,5.907276611230e+03,5.553034768970e+03,7.504713517360e-03,2.000000003820e+04,1.448594105970e+23,4.526100126310e+06
1.223637529460e-12,5.000000380980e-02,1.403107260100e-07,9.499998524310e-01,2.817688446890e-09,6.308840942140e-10,1.000000000000e+04,6.253554576820e+03,5.000146103090e+02,5.907276555250e+03,5.553035206490e+03,7.504713517360e-03,2.000000003910e+04,1.448594106040e+23,4.526100253990e+06
1.251992092410e-12,5.000000389800e-02,1.435620573110e-07,9.499998490110e-01,2.882980903710e-09,6.455031517180e-10,1.000000000000e+04,6.253554668380e+03,5.000149488610e+02,5.907276498420e+03,5.553035650570e+03,7.504713517360e-03,2.000000004000e+04,1.448594106100e+23,4.526100383580e+06
1.280771973790e-12,5.000000398770e-02,1.468621586470e-07,9.499998455410e-01,2.949252746470e-09,6.603414944970e-10,1.000000000000e+04,6.253554761310e+03,5.000152924920e+02,5.907276440750e+03,5.553036101310e+03,7.504713517360e-03,2.000000004090e+04,1.448594106170e+23,4.526100515120e+06
1.309983553400e-12,5.000000407860e-02,1.502117615700e-07,9.499998420180e-01,3.016518665940e-09,6.754024118140e-10,1.000000000000e+04,6.253554855640e+03,5.000156412760e+02,5.907276382210e+03,5.553036558810e+03,7.504713517360e-03,2.000000004180e+04,1.448594106240e+23,4.526100648630e+06
1.339633306700e-12,5.000000417090e-02,1.536116086050e-07,9.499998384420e-01,3.084793573220e-09,6.906892422680e-10,1.000000000000e+04,6.253554951380e+03,5.000159952930e+02,5.907276322790e+03,5.553037023170e+03,7.504713517360e-03,2.000000004280e+04,1.448594106310e+23,4.526100784140e+06
1.369727806300e-12,5.000000426460e-02,1.570624534160e-07,9.499998348130e-01,3.154092603120e-09,7.062053745360e-10,1.000000000000e+04,6.253555048550e+03,5.000163546190e+02,5.907276262470e+03,5.553037494490e+03,7.504713517360e-03,2.000000004370e+04,1.448594106380e+23,4.526100921690e+06
1.400273723400e-12,5.000000435970e-02,1.605650609720e-07,9.499998311290e-01,3.224431117440e-09,7.219542481280e-10,1.000000000000e+04,6.253555147180e+03,5.000167193360e+02,5.907276201250e+03,5.553037972880e+03,7.504713517360e-03,2.000000004470e+04,1.448594106450e+23,4.526101061290e+06
1.431277829250e-12,5.000000445630e-02,1.641202077170e-07,9.499998273900e-01,3.295824708420e-09,7.379393541420e-10,1.000000000000e+04,6.253555247290e+03,5.000170895220e+02,5.907276139110e+03,5.553038458440e+03,7.504713517360e-03,2.000000004570e+04,1.448594106520e+23,4.526101203000e+06
1.462746996690e-12,5.000000455420e-02,1.677286817400e-07,9.499998235950e-01,3.368289202170e-09,7.541642360450e-10,1.000000000000e+04,6.253555348890e+03,5.000174652620e+02,5.907276076040e+03,5.553038951280e+03,7.504713517360e-03,2.000000004670e+04,1.448594106590e+23,4.526101346830e+06
1.494688201640e-12,5.000000465370e-02,1.713912829520e-07,9.499998197430e-01,3.441840662200e-09,7.706324904530e-10,1.000000000000e+04,6.253555452020e+03,5.000178466370e+02,5.907276012020e+03,5.553039451510e+03,7.504713517360e-03,2.000000004770e+04,1.448594106670e+23,4.526101492810e+06
1.527108524660e-12,5.000000475460e-02,1.751088232650e-07,9.499998158330e-01,3.516495392980e-09,7.873477679330e-10,1.000000000000e+04,6.253555556700e+03,5.000182337330e+02,5.907275947040e+03,5.553039959240e+03,7.504713517360e-03,2.000000004880e+04,1.448594106740e+23,4.526101640990e+06
1.560015152530e-12,5.000000485710e-02,1.788821267670e-07,9.499998118640e-01,3.592269943520e-09,8.043137738070e-10,1.000000000000e+04,6.253555662940e+03,5.000186266350e+02,5.907275881070e+03,5.553040474580e+03,7.504713517360e-03,2.000000004980e+04,1.448594106820e+23,4.526101791390e+06
1.593415379820e-12,5.000000496110e-02,1.827120299090e-07,9.499998078360e-01,3.669181111090e-09,8.215342689790e-10,1.000000000000e+04,6.253555770780e+03,5.000190254310e+02,5.907275814120e+03,5.553040997650e+03,7.504713517360e-03,2.000000005090e+04,1.448594106890e+23,4.526101944040e+06
1.627316610510e-12,5.000000506660e-02,1.865993816870e-07,9.499998037480e-01,3.747245944920e-09,8.390130707650e-10,1.000000000000e+04,6.253555880230e+03,5.000194302080e+02,5.907275746170e+03,5.553041528560e+03,7.504713517360e-03,2.000000005200e+04,1.448594106970e+23,4.526102098980e+06
1.661726359670e-12,5.000000517380e-02,1.905450438350e-07,9.499997995980e-01,3.826481749940e-09,8.567540537380e-10,1.000000000000e+04,6.253555991320e+03,5.000198410570e+02,5.907275677190e+03,5.553042067430e+03,7.504713517360e-03,2.000000005310e+04,1.448594107050e+23,4.526102256250e+06
1.696652255070e-12,5.000000528250e-02,1.945498910090e-07,9.499997953860e-01,3.906906090700e-09,8.747611505910e-10,1.000000000000e+04,6.253556104080e+03,5.000202580680e+02,5.907275607170e+03,5.553042614380e+03,7.504713517360e-03,2.000000005420e+04,1.448594107130e+23,4.526102415880e+06
1.732102038890e-12,5.000000539290e-02,1.986148109900e-07,9.499997911110e-01,3.988536795180e-09,8.930383530070e-10,1.000000000000e+04,6.253556218520e+03,5.000206813340e+02,5.907275536100e+03,5.553043169530e+03,7.504713517360e-03,2.000000005530e+04,1.448594107210e+23,4.526102577900e+06
1.768083569480e-12,5.000000550490e-02,2.027407048710e-07,9.499997867710e-01,4.071391958810e-09,9.115897125410e-10,1.000000000000e+04,6.253556334680e+03,5.000211109490e+02,5.907275463970e+03,5.553043733000e+03,7.504713517360e-03,2.000000005650e+04,1.448594107300e+23,4.526102742350e+06
1.804604823020e-12,5.000000561860e-02,2.069284872640e-07,9.499997823670e-01,4.155489948420e-09,9.304193415240e-10,1.000000000000e+04,6.253556452580e+03,5.000215470080e+02,5.907275390750e+03,5.553044304920e+03,7.504713517360e-03,2.000000005760e+04,1.448594107380e+23,4.526102909270e+06
1.841673895360e-12,5.000000573400e-02,2.111790865000e-07,9.499997778970e-01,4.240849406360e-09,9.495314139670e-10,1.000000000000e+04,6.253556572250e+03,5.000219896080e+02,5.907275316420e+03,5.553044885420e+03,7.504713517360e-03,2.000000005880e+04,1.448594107470e+23,4.526103078690e+06
1.879299003800e-12,5.000000585120e-02,2.154934448360e-07,9.499997733590e-01,4.327489254610e-09,9.689301664940e-10,1.000000000000e+04,6.253556693710e+03,5.000224388460e+02,5.907275240990e+03,5.553045474610e+03,7.504713517360e-03,2.000000006000e+04,1.448594107550e+23,4.526103250660e+06
