t,X_O,X_O2_1,X_O2_2,X_O2_3,X_O2_4,Th,Tg_1,Tg_2,Tg_3,Tg_4,rho,p,n,E
6.468042420910e-10,5.000092139770e-02,2.013645852760e-03,9.479080266860e-01,2.922519142040e-06,7.448354423120e-05,1.000000000000e+04,4.003714539340e+03,4.000359082030e+03,4.064442419210e+03,4.007283218580e+03,9.380891896690e-04,2.500001181280e+03,1.810743484610e+22,6.228330838780e+06
6.565163057220e-10,5.000093523760e-02,2.013685062610e-03,9.479079673760e-01,2.923975348300e-06,7.448834835920e-05,1.000000000000e+04,4.003770256070e+03,4.000364473670e+03,4.065383866760e+03,4.007392150520e+03,9.380891896690e-04,2.500001199020e+03,1.810743497460e+22,6.228334150980e+06
6.663740503080e-10,5.000094928530e-02,2.013724860620e-03,9.479079071760e-01,2.925453393910e-06,7.449322452950e-05,1.000000000000e+04,4.003826806780e+03,4.000369946180e+03,4.066338656880e+03,4.007502703510e+03,9.380891896690e-04,2.500001217030e+03,1.810743510500e+22,6.228337512860e+06
6.763796610630e-10,5.000096354390e-02,2.013765255610e-03,9.479078460730e-01,2.926953606360e-06,7.449817382230e-05,1.000000000000e+04,4.003884203910e+03,4.000375500780e+03,4.067306975880e+03,4.007614901470e+03,9.380891896690e-04,2.500001235310e+03,1.810743523740e+22,6.228340925170e+06
6.865353559790e-10,5.000097801650e-02,2.013806256530e-03,9.479077840530e-01,2.928476318030e-06,7.450319733370e-05,1.000000000000e+04,4.003942460120e+03,4.000381138690e+03,4.068289003850e+03,4.007728768680e+03,9.380891896690e-04,2.500001253870e+03,1.810743537180e+22,6.228344388660e+06
6.968433863180e-10,5.000099270630e-02,2.013847872480e-03,9.479077211030e-01,2.930021866300e-06,7.450829617630e-05,1.000000000000e+04,4.004001588220e+03,4.000386861160e+03,4.069284922960e+03,4.007844329770e+03,9.380891896690e-04,2.500001272700e+03,1.810743550820e+22,6.228347904100e+06
7.073060371130e-10,5.000100761660e-02,2.013890112680e-03,9.479076572090e-01,2.931590593570e-06,7.451347147950e-05,1.000000000000e+04,4.004061601250e+03,4.000392669460e+03,4.070294917440e+03,4.007961609730e+03,9.380891896690e-04,2.500001291820e+03,1.810743564670e+22,6.228351472270e+06
7.179256276700e-10,5.000102275080e-02,2.013932986500e-03,9.479075923550e-01,2.933182847430e-06,7.451872438960e-05,1.000000000000e+04,4.004122512410e+03,4.000398564890e+03,4.071319173620e+03,4.008080633900e+03,9.380891896690e-04,2.500001311220e+03,1.810743578720e+22,6.228355093960e+06
7.287045120850e-10,5.000103811220e-02,2.013976503440e-03,9.479075265290e-01,2.934798980620e-06,7.452405606990e-05,1.000000000000e+04,4.004184335120e+03,4.000404548740e+03,4.072357879930e+03,4.008201427990e+03,9.380891896690e-04,2.500001330910e+03,1.810743592990e+22,6.228358769970e+06
7.396450797660e-10,5.000105370410e-02,2.014020673140e-03,9.479074597160e-01,2.936439351210e-06,7.452946770140e-05,1.000000000000e+04,4.004247082980e+03,4.000410622340e+03,4.073411226940e+03,4.008324018090e+03,9.380891896690e-04,2.500001350900e+03,1.810743607470e+22,6.228362501120e+06
7.507497559630e-10,5.000106953010e-02,2.014065505400e-03,9.479073919000e-01,2.938104322620e-06,7.453496048250e-05,1.000000000000e+04,4.004310769810e+03,4.000416787040e+03,4.074479407330e+03,4.008448430660e+03,9.380891896690e-04,2.500001371190e+03,1.810743622160e+22,6.228366288240e+06
7.620210023020e-10,5.000108559370e-02,2.014111010170e-03,9.479073230660e-01,2.939794263720e-06,7.454053562970e-05,1.000000000000e+04,4.004375409610e+03,4.000423044210e+03,4.075562615910e+03,4.008574692550e+03,9.380891896690e-04,2.500001391790e+03,1.810743637080e+22,6.228370132160e+06
