t,X_O,X_O2_1,X_O2_2,X_O2_3,X_O2_4,Th,Tg_1,Tg_2,Tg_3,Tg_4,rho,p,n,E
6.755194018480e-13,5.000000186030e-02,6.104419435340e-08,9.499999361720e-01,8.320793767850e-10,9.127837088780e-11,1.000000000000e+04,5.906588313620e+03,5.000076733770e+02,4.824700821440e+03,3.892107542600e+03,7.504713517360e-03,2.000000001910e+04,1.448594104590e+23,4.526097493050e+06
6.956521928750e-13,5.000000191570e-02,6.286352153670e-08,9.499999342700e-01,8.568782517810e-10,9.399880317940e-11,1.000000000000e+04,5.906588409310e+03,5.000079020690e+02,4.824700997290e+03,3.892108420750e+03,7.504713517360e-03,2.000000001960e+04,1.448594104630e+23,4.526097577440e+06
7.160869757680e-13,5.000000197200e-02,6.471013869800e-08,9.499999323390e-01,8.820491134940e-10,9.676004339520e-11,1.000000000000e+04,5.906588506440e+03,5.000081341910e+02,4.824701175790e+03,3.892109312080e+03,7.504713517360e-03,2.000000002020e+04,1.448594104670e+23,4.526097663100e+06
7.368282804050e-13,5.000000202910e-02,6.658445518920e-08,9.499999303790e-01,9.075975418340e-10,9.956270369760e-11,1.000000000000e+04,5.906588605020e+03,5.000083697950e+02,4.824701356960e+03,3.892110216790e+03,7.504713517360e-03,2.000000002080e+04,1.448594104720e+23,4.526097750040e+06
7.578807046110e-13,5.000000208710e-02,6.848688650240e-08,9.499999283900e-01,9.335292004120e-10,1.024074054330e-10,1.000000000000e+04,5.906588705080e+03,5.000086089330e+02,4.824701540850e+03,3.892111135070e+03,7.504713517360e-03,2.000000002140e+04,1.448594104760e+23,4.526097838290e+06
7.792489151800e-13,5.000000214600e-02,7.041785436210e-08,9.499999263710e-01,9.598498377980e-10,1.052947792680e-10,1.000000000000e+04,5.906588806650e+03,5.000088516580e+02,4.824701727510e+03,3.892112067140e+03,7.504713517360e-03,2.000000002200e+04,1.448594104800e+23,4.526097927860e+06
8.009376489080e-13,5.000000220570e-02,7.237778681900e-08,9.499999243220e-01,9.865652887920e-10,1.082254653330e-10,1.000000000000e+04,5.906588909740e+03,5.000090980240e+02,4.824701916960e+03,3.892113013190e+03,7.504713517360e-03,2.000000002260e+04,1.448594104850e+23,4.526098018780e+06
8.229517136420e-13,5.000000226630e-02,7.436711834430e-08,9.499999222420e-01,1.013681475720e-09,1.112001133600e-10,1.000000000000e+04,5.906589014380e+03,5.000093480850e+02,4.824702109260e+03,3.892113973440e+03,7.504713517360e-03,2.000000002320e+04,1.448594104890e+23,4.526098111060e+06
8.452959893460e-13,5.000000232780e-02,7.638628992650e-08,9.499999201300e-01,1.041204409750e-09,1.142193828290e-10,1.000000000000e+04,5.906589120590e+03,5.000096018970e+02,4.824702304440e+03,3.892114948100e+03,7.504713517360e-03,2.000000002390e+04,1.448594104940e+23,4.526098204720e+06
8.679754291860e-13,5.000000239030e-02,7.843574916910e-08,9.499999179880e-01,1.069140192210e-09,1.172839431140e-10,1.000000000000e+04,5.906589228390e+03,5.000098595170e+02,4.824702502560e+03,3.892115937380e+03,7.504713517360e-03,2.000000002450e+04,1.448594104980e+23,4.526098299790e+06
8.909950606240e-13,5.000000245370e-02,8.051595038960e-08,9.499999158120e-01,1.097495015970e-09,1.203944736290e-10,1.000000000000e+04,5.906589337820e+03,5.000101210000e+02,4.824702703650e+03,3.892116941520e+03,7.504713517360e-03,2.000000002520e+04,1.448594105030e+23,4.526098396280e+06
9.143599865340e-13,5.000000251800e-02,8.262735472020e-08,9.499999136050e-01,1.126275166780e-09,1.235516639850e-10,1.000000000000e+04,5.906589448880e+03,5.000103864050e+02,4.824702907750e+03,3.892117960720e+03,7.504713517360e-03,2.000000002580e+04,1.448594105080e+23,4.526098494220e+06
9.380753863320e-13,5.000000258340e-02,8.477043021060e-08,9.499999113640e-01,1.155487024700e-09,1.267562141360e-10,1.000000000000e+04,5.906589561620e+03,5.000106557920e+02,4.824703114920e+03,3.892118995220e+03,7.504713517360e-03,2.000000002650e+04,1.448594105130e+23,4.526098593630e+06
9.621465171260e-13,5.000000264960e-02,8.694565193080e-08,9.499999090900e-01,1.185137065470e-09,1.300088345370e-10,1.000000000000e+04,5.906589676050e+03,5.000109292190e+02,4.824703325200e+03,3.892120045250e+03,7.504713517360e-03,2.000000002720e+04,1.448594105180e+23,4.526098694530e+06
9.865787148830e-13,5.000000271690e-02,8.915350207740e-08,9.499999067810e-01,1.215231861980e-09,1.333102463010e-10,1.000000000000e+04,5.906589792200e+03,5.000112067480e+02,4.824703538640e+03,3.892121111030e+03,7.504713517360e-03,2.000000002790e+04,1.448594105230e+23,4.526098796950e+06
1.011377395610e-12,5.000000278520e-02,9.139447007970e-08,9.499999044380e-01,1.245778085730e-09,1.366611813630e-10,1.000000000000e+04,5.906589910090e+03,5.000114884390e+02,4.824703755280e+03,3.892122192810e+03,7.504713517360e-03,2.000000002860e+04,1.448594105280e+23,4.526098900900e+06
1.036548056540e-12,5.000000285450e-02,9.366905270870e-08,9.499999020600e-01,1.276782508300e-09,1.400623826350e-10,1.000000000000e+04,5.906590029740e+03,5.000117743560e+02,4.824703975160e+03,3.892123290790e+03,7.504713517360e-03,2.000000002930e+04,1.448594105330e+23,4.526099006410e+06
1.062096277390e-12,5.000000292490e-02,9.597775418710e-08,9.499998996460e-01,1.308252002810e-09,1.435146041770e-10,1.000000000000e+04,5.906590151180e+03,5.000120645610e+02,4.824704198330e+03,3.892124405180e+03,7.504713517360e-03,2.000000003000e+04,1.448594105380e+23,4.526099113500e+06
