t,X_O,X_O2_1,X_O2_2,X_O2_3,X_O2_4,X_O2_5,X_O2_6,X_O2_7,X_O2_8,Th,Tg_1,Tg_2,Tg_3,Tg_4,Tg_5,Tg_6,Tg_7,Tg_8,rho,p,n,E
1.000183807510e-10,5.000031163300e-02,9.499581529560e-01,3.184566227860e-05,6.874391726190e-06,1.925519279060e-06,6.300889087900e-07,2.081828836480e-07,5.109832906990e-08,4.679484985650e-10,1.000000000000e+04,5.008752064880e+02,3.863254271170e+03,5.227891946620e+03,6.320150158740e+03,7.172375643790e+03,6.224900225540e+03,5.758674430390e+03,4.658186318600e+03,7.504713517360e-03,2.000000319620e+04,1.448594334710e+23,4.526551752070e+06
1.015286564630e-10,5.000031634220e-02,9.499575212280e-01,3.232634773060e-05,6.978207002620e-06,1.954598887010e-06,6.396046034750e-07,2.113267070750e-07,5.186987885280e-08,4.750282363240e-10,1.000000000000e+04,5.008884146480e+02,3.863298588520e+03,5.227894982260e+03,6.320151357550e+03,7.172368740790e+03,6.224885139780e+03,5.758698537630e+03,4.658282779900e+03,7.504713517360e-03,2.000000324450e+04,1.448594338210e+23,4.526558653630e+06
1.030615863100e-10,5.000032112220e-02,9.499568800240e-01,3.281424342760e-05,7.083579875940e-06,1.984114819970e-06,6.492630750730e-07,2.145176959400e-07,5.265300084850e-08,4.822145875360e-10,1.000000000000e+04,5.009018207030e+02,3.863342423510e+03,5.227898063420e+03,6.320152574360e+03,7.172361734420e+03,6.224869827950e+03,5.758723006400e+03,4.658380682680e+03,7.504713517360e-03,2.000000329360e+04,1.448594341760e+23,4.526565658700e+06
1.046175101040e-10,5.000032597390e-02,9.499562292010e-01,3.330945752210e-05,7.190533721210e-06,2.014073626740e-06,6.590664664930e-07,2.177565579670e-07,5.344786860890e-08,4.895091640120e-10,1.000000000000e+04,5.009154276170e+02,3.863385864550e+03,5.227901190760e+03,6.320153809440e+03,7.172354623140e+03,6.224854286670e+03,5.758747842140e+03,4.658480048380e+03,7.504713517360e-03,2.000000334330e+04,1.448594345360e+23,4.526572768830e+06
1.061967727560e-10,5.000033089860e-02,9.499555686150e-01,3.381209978900e-05,7.299092264470e-06,2.044481954530e-06,6.690169528240e-07,2.210440115070e-07,5.425465828840e-08,4.969136021200e-10,1.000000000000e+04,5.009292383940e+02,3.863428863750e+03,5.227904364980e+03,6.320155063060e+03,7.172347405360e+03,6.224838512510e+03,5.758773050350e+03,4.658580898790e+03,7.504713517360e-03,2.000000339380e+04,1.448594349020e+23,4.526579985590e+06
1.077997243470e-10,5.000033589720e-02,9.499548981190e-01,3.432228164970e-05,7.409279587980e-06,2.075346550330e-06,6.791167418200e-07,2.243807856900e-07,5.507354868280e-08,5.044295631670e-10,1.000000000000e+04,5.009432560850e+02,3.863471429140e+03,5.227907586780e+03,6.320156335500e+03,7.172340079520e+03,6.224822501980e+03,5.758798636600e+03,4.658683255990e+03,7.504713517360e-03,2.000000344510e+04,1.448594352740e+23,4.526587310590e+06
1.094267202120e-10,5.000034097090e-02,9.499542175660e-01,3.484011619680e-05,7.521120135590e-06,2.106674262500e-06,6.893680743940e-07,2.277676205950e-07,5.590472126860e-08,5.120587337830e-10,1.000000000000e+04,5.009574837870e+02,3.863513566890e+03,5.227910856890e+03,6.320157627060e+03,7.172332643970e+03,6.224806251540e+03,5.758824606580e+03,4.658787142410e+03,7.504713517360e-03,2.000000349710e+04,1.448594356500e+23,4.526594745450e+06
1.110781210160e-10,5.000034612090e-02,9.499535268030e-01,3.536571821940e-05,7.634638718200e-06,2.138472042230e-06,6.997732251110e-07,2.312052674060e-07,5.674836024370e-08,5.198028263130e-10,1.000000000000e+04,5.009719246420e+02,3.863555305040e+03,5.227914176010e+03,6.320158938000e+03,7.172325097100e+03,6.224789757600e+03,5.758850966030e+03,4.658892580810e+03,7.504713517360e-03,2.000000355000e+04,1.448594360330e+23,4.526602291810e+06
1.127542928310e-10,5.000035134830e-02,9.499528256790e-01,3.589920422840e-05,7.749860519210e-06,2.170746945130e-06,7.103345027010e-07,2.346944885880e-07,5.760465256770e-08,5.276635792180e-10,1.000000000000e+04,5.009865818390e+02,3.863596730870e+03,5.227917544890e+03,6.320160268630e+03,7.172317437230e+03,6.224773016510e+03,5.758877720790e+03,4.658999594260e+03,7.504713517360e-03,2.000000360360e+04,1.448594364210e+23,4.526609951350e+06
1.144556072230e-10,5.000035665410e-02,9.499521140360e-01,3.644069248220e-05,7.866811100200e-06,2.203506132770e-06,7.210542505640e-07,2.382360580470e-07,5.847378800370e-08,5.356427574770e-10,1.000000000000e+04,5.010014586160e+02,3.863637790430e+03,5.227920964270e+03,6.320161619250e+03,7.172309662680e+03,6.224756024580e+03,5.758904876790e+03,4.659108206210e+03,7.504713517360e-03,2.000000365800e+04,1.448594368160e+23,4.526617725770e+06
