t,X_O,X_O2_1,X_O2_2,X_O2_3,X_O2_4,X_O2_5,X_O2_6,X_O2_7,X_O2_8,Th,Tg_1,Tg_2,Tg_3,Tg_4,Tg_5,Tg_6,Tg_7,Tg_8,rho,p,n,E
2.174952723580e-05,9.999868957830e-01,2.073755337000e-06,1.199389754840e-07,8.928204874830e-08,1.411676386710e-06,6.712162668060e-09,2.928471006740e-06,4.687970538340e-07,6.005583611020e-06,1.000000000000e+04,9.999997820130e+03,9.999998574400e+03,9.999999073430e+03,9.999998713250e+03,9.999997092130e+03,9.999999154120e+03,9.999997925750e+03,9.999999494960e+03,7.504713517360e-03,3.899948894230e+04,2.824721485490e+23,2.322000081140e+07
2.207577015430e-05,9.999868957830e-01,2.073755429390e-06,1.199389762230e-07,8.928204953990e-08,1.411676454840e-06,6.712162673080e-09,2.928471181510e-06,4.687970658470e-07,6.005584010710e-06,1.000000000000e+04,9.999997688780e+03,9.999998488500e+03,9.999999017600e+03,9.999998635710e+03,9.999996917020e+03,9.999999103150e+03,9.999997800770e+03,9.999999464530e+03,7.504713517360e-03,3.899948894220e+04,2.824721485490e+23,2.322000081140e+07
2.240690671670e-05,9.999868957820e-01,2.073755497030e-06,1.199389767630e-07,8.928205011940e-08,1.411676504720e-06,6.712162676760e-09,2.928471309450e-06,4.687970746400e-07,6.005584303290e-06,1.000000000000e+04,9.999997592630e+03,9.999998425620e+03,9.999998976730e+03,9.999998578960e+03,9.999996788880e+03,9.999999065840e+03,9.999997709270e+03,9.999999442250e+03,7.504713517360e-03,3.899948894220e+04,2.824721485490e+23,2.322000081130e+07
2.274301032740e-05,9.999868957820e-01,2.073755535270e-06,1.199389770690e-07,8.928205044710e-08,1.411676532920e-06,6.712162678840e-09,2.928471381780e-06,4.687970796120e-07,6.005584468710e-06,1.000000000000e+04,9.999997538260e+03,9.999998390060e+03,9.999998953620e+03,9.999998546870e+03,9.999996716500e+03,9.999999044750e+03,9.999997657540e+03,9.999999429660e+03,7.504713517360e-03,3.899948894220e+04,2.824721485490e+23,2.322000081130e+07
2.308415549230e-05,9.999868957820e-01,2.073755539120e-06,1.199389771000e-07,8.928205048010e-08,1.411676535760e-06,6.712162679040e-09,2.928471389060e-06,4.687970801130e-07,6.005584485360e-06,1.000000000000e+04,9.999997532790e+03,9.999998386490e+03,9.999998951300e+03,9.999998543640e+03,9.999996709350e+03,9.999999042620e+03,9.999997652330e+03,9.999999428390e+03,7.504713517360e-03,3.899948894220e+04,2.824721485490e+23,2.322000081130e+07
2.343041783470e-05,9.999868957820e-01,2.073755503210e-06,1.199389768130e-07,8.928205017240e-08,1.411676509280e-06,6.712162677090e-09,2.928471321130e-06,4.687970754430e-07,6.005584330010e-06,1.000000000000e+04,9.999997583840e+03,9.999998419870e+03,9.999998973000e+03,9.999998573770e+03,9.999996777610e+03,9.999999062430e+03,9.999997700910e+03,9.999999440220e+03,7.504713517360e-03,3.899948894220e+04,2.824721485490e+23,2.322000081130e+07
2.378187411220e-05,9.999868957830e-01,2.073755421760e-06,1.199389761620e-07,8.928204947450e-08,1.411676449210e-06,6.712162672670e-09,2.928471167060e-06,4.687970648540e-07,6.005583977670e-06,1.000000000000e+04,9.999997699620e+03,9.999998495600e+03,9.999999022210e+03,9.999998642120e+03,9.999996932230e+03,9.999999107360e+03,9.999997811090e+03,9.999999467040e+03,7.504713517360e-03,3.899948894220e+04,2.824721485490e+23,2.322000081140e+07
2.413860223390e-05,9.999868957840e-01,2.073755288570e-06,1.199389750970e-07,8.928204833340e-08,1.411676351000e-06,6.712162665430e-09,2.928470915140e-06,4.687970475380e-07,6.005583401550e-06,1.000000000000e+04,9.999997888950e+03,9.999998619410e+03,9.999999102690e+03,9.999998753880e+03,9.999997184980e+03,9.999999180830e+03,9.999997991240e+03,9.999999510900e+03,7.504713517360e-03,3.899948894230e+04,2.824721485490e+23,2.322000081140e+07
2.450068127740e-05,9.999868957850e-01,2.073755097000e-06,1.199389735650e-07,8.928204669200e-08,1.411676209730e-06,6.712162655020e-09,2.928470552790e-06,4.687970226320e-07,6.005582572880e-06,1.000000000000e+04,9.999998161270e+03,9.999998797510e+03,9.999999218440e+03,9.999998914620e+03,9.999997548440e+03,9.999999286500e+03,9.999998250370e+03,9.999999574000e+03,7.504713517360e-03,3.899948894230e+04,2.824721485500e+23,2.322000081140e+07
2.486819150660e-05,9.999868957870e-01,2.073754900150e-06,1.199389719920e-07,8.928204500540e-08,1.411676064570e-06,6.712162644320e-09,2.928470180440e-06,4.687969970380e-07,6.005581721340e-06,1.000000000000e+04,9.999998441110e+03,9.999998980520e+03,9.999999337390e+03,9.999999079810e+03,9.999997921900e+03,9.999999395090e+03,9.999998516650e+03,9.999999638830e+03,7.504713517360e-03,3.899948894240e+04,2.824721485500e+23,2.322000081150e+07
