t,X_O,X_O2_1,X_O2_2,X_O2_3,X_O2_4,X_O2_5,X_O2_6,X_O2_7,X_O2_8,X_O2_9,X_O2_10,X_O2_11,X_O2_12,X_O2_13,X_O2_14,X_O2_15,Th,Tg_1,Tg_2,Tg_3,Tg_4,Tg_5,Tg_6,Tg_7,Tg_8,Tg_9,Tg_10,Tg_11,Tg_12,Tg_13,Tg_14,Tg_15,rho,p,n,E
3.494661227320e-12,5.000001088070e-02,9.499912203720e-01,7.961938703920e-06,4.846786859210e-07,1.852927363680e-07,7.427135126920e-08,3.390191130400e-08,1.607388702570e-08,7.647236083550e-09,3.557860403670e-09,1.033296657970e-09,2.770599425810e-10,6.089247473200e-11,1.172216887450e-11,1.821671486290e-12,1.853407066950e-13,1.000000000000e+04,5.000218480800e+02,9.467368316300e+02,4.356608560380e+03,5.173675336670e+03,6.284378820260e+03,6.279530078990e+03,6.997882219550e+03,5.902544558840e+03,5.510299191080e+03,6.357707571140e+03,5.498018827010e+03,3.707817202180e+03,1.243724727610e+04,4.384230844170e+03,3.463177141330e+03,7.504713517360e-03,2.000000011160e+04,1.448594111290e+23,4.526110539810e+06
3.557081145730e-12,5.000001107510e-02,9.499911699410e-01,7.997765062520e-06,4.933355640260e-07,1.886023587050e-07,7.559795677720e-08,3.450745403380e-08,1.636099241620e-08,7.783827867580e-09,3.621409136230e-09,1.051752873820e-09,2.820086857910e-10,6.198013206450e-11,1.193155722760e-11,1.854214162040e-12,1.886525948940e-13,1.000000000000e+04,5.000222383130e+02,9.526067157930e+02,4.356614767000e+03,5.173675445420e+03,6.284378846560e+03,6.279530173480e+03,6.997882142000e+03,5.902544799900e+03,5.510297984800e+03,6.357708375310e+03,5.498019655580e+03,3.707818969090e+03,1.243722818890e+04,4.384236806510e+03,3.463195503610e+03,7.504713517360e-03,2.000000011360e+04,1.448594111440e+23,4.526110825090e+06
3.620437362920e-12,5.000001127230e-02,9.499911187530e-01,8.034128814560e-06,5.021222962690e-07,1.919616259090e-07,7.694446162710e-08,3.512208003000e-08,1.665240444280e-08,7.922468550640e-09,3.685911099160e-09,1.070485932190e-09,2.870316614070e-10,6.308410518940e-11,1.214408686380e-11,1.887245153230e-12,1.920142125430e-13,1.000000000000e+04,5.000226344000e+02,9.585155482170e+02,4.356620882370e+03,5.173675555680e+03,6.284378873210e+03,6.279530269420e+03,6.997882063320e+03,5.902545044580e+03,5.510296760430e+03,6.357709191590e+03,5.498020496710e+03,3.707820762550e+03,1.243720881460e+04,4.384242858020e+03,3.463214139090e+03,7.504713517360e-03,2.000000011560e+04,1.448594111580e+23,4.526111114650e+06
3.684743923360e-12,5.000001147260e-02,9.499910667970e-01,8.071038020880e-06,5.110408304950e-07,1.953712826710e-07,7.831116431710e-08,3.574592554530e-08,1.694818770660e-08,8.063188866890e-09,3.751380590920e-09,1.089499985700e-09,2.921299829550e-10,6.420463887180e-11,1.235980491640e-11,1.920771789870e-12,1.954263071300e-13,1.000000000000e+04,5.000230364280e+02,9.644632039600e+02,4.356626886540e+03,5.173675667480e+03,6.284378900210e+03,6.279530366840e+03,6.997881983500e+03,5.902545292950e+03,5.510295517710e+03,6.357710020170e+03,5.498021350570e+03,3.707822582960e+03,1.243718914900e+04,4.384249000040e+03,3.463233051830e+03,7.504713517360e-03,2.000000011770e+04,1.448594111730e+23,4.526111408550e+06
3.750015082210e-12,5.000001167580e-02,9.499910140620e-01,8.108500863200e-06,5.200931437660e-07,1.988320848490e-07,7.969836782280e-08,3.637912887640e-08,1.724840777810e-08,8.206020011530e-09,3.817832124420e-09,1.108799249260e-09,2.973047806620e-10,6.534198154910e-11,1.257875922570e-11,1.954801512130e-12,1.988896374030e-13,1.000000000000e+04,5.000234444860e+02,9.704496216880e+02,4.356632773730e+03,5.173675780840e+03,6.284378927560e+03,6.279530465780e+03,6.997881902520e+03,5.902545545060e+03,5.510294256360e+03,6.357710861210e+03,5.498022217350e+03,3.707824430710e+03,1.243716918770e+04,4.384255233910e+03,3.463252245990e+03,7.504713517360e-03,2.000000011980e+04,1.448594111880e+23,4.526111706870e+06
3.816265308440e-12,5.000001188210e-02,9.499909605360e-01,8.146525645990e-06,5.292812428030e-07,2.023447996430e-07,8.110637966480e-08,3.702183039470e-08,1.755313121100e-08,8.350993647680e-09,3.885280430270e-09,1.128388000990e-09,3.025572017120e-10,6.649638538640e-11,1.280099835030e-11,1.989341871910e-12,2.024049735360e-13,1.000000000000e+04,5.000238586650e+02,9.764747243780e+02,4.356638535330e+03,5.173675895780e+03,6.284378955260e+03,6.279530566230e+03,6.997881820360e+03,5.902545800970e+03,5.510292976100e+03,6.357711714920e+03,5.498023097260e+03,3.707826306210e+03,1.243714892620e+04,4.384261561020e+03,3.463271725760e+03,7.504713517360e-03,2.000000012190e+04,1.448594112030e+23,4.526112009650e+06
3.883509288070e-12,5.000001209140e-02,9.499909062070e-01,8.185120798270e-06,5.386071644280e-07,2.059102057600e-07,8.253551197670e-08,3.767417257710e-08,1.786242555770e-08,8.498141913480e-09,3.953740460030e-09,1.148270583200e-09,3.078884104960e-10,6.766810633200e-11,1.302657157770e-11,2.024400534590e-12,2.059730973100e-13,1.000000000000e+04,5.000242790560e+02,9.825385305400e+02,4.356644187930e+03,5.173676012320e+03,6.284378983330e+03,6.279530668240e+03,6.997881737010e+03,5.902546060740e+03,5.510291676640e+03,6.357712581480e+03,5.498023990490e+03,3.707828209890e+03,1.243712836010e+04,4.384267982750e+03,3.463291495410e+03,7.504713517360e-03,2.000000012400e+04,1.448594112190e+23,4.526112316980e+06
3.951761927390e-12,5.000001230400e-02,9.499908510640e-01,8.224294875500e-06,5.480729760150e-07,2.095290935880e-07,8.398608157470e-08,3.833630003790e-08,1.817635938370e-08,8.647497429130e-09,4.023227389550e-09,1.168451403310e-09,3.132995888740e-10,6.885740417420e-11,1.325552893500e-11,2.059985280700e-12,2.095948022810e-13,1.000000000000e+04,5.000247057520e+02,9.886410956110e+02,4.356649758900e+03,5.173676130490e+03,6.284379011760e+03,6.279530771820e+03,6.997881652440e+03,5.902546324420e+03,5.510290357710e+03,6.357713461090e+03,5.498024897240e+03,3.707830142170e+03,1.243710748470e+04,4.384274500540e+03,3.463311559290e+03,7.504713517360e-03,2.000000012620e+04,1.448594112350e+23,4.526112628920e+06
4.021038356300e-12,5.000001251970e-02,9.499907950930e-01,8.264056561460e-06,5.576807759520e-07,2.132022653720e-07,8.545841002700e-08,3.900835956070e-08,1.849500228310e-08,8.799093304150e-09,4.093756622300e-09,1.188934934880e-09,3.187919364340e-10,7.006454259940e-11,1.348792120020e-11,2.096104007640e-12,2.132708939620e-13,1.000000000000e+04,5.000251388490e+02,9.947822587310e+02,4.356655223500e+03,5.173676250310e+03,6.284379040570e+03,6.279530877000e+03,6.997881566640e+03,5.902546592070e+03,5.510289019000e+03,6.357714353950e+03,5.498025817720e+03,3.707832103470e+03,1.243708629560e+04,4.384281115820e+03,3.463331921780e+03,7.504713517360e-03,2.000000012840e+04,1.448594112510e+23,4.526112945530e+06
4.091353931650e-12,5.000001273860e-02,9.499907382820e-01,8.304414670200e-06,5.674326941040e-07,2.169305353890e-07,8.695282372590e-08,3.969050013080e-08,1.881842489420e-08,8.952963144750e-09,4.165343792820e-09,1.209725718550e-09,3.243666707600e-10,7.128978925010e-11,1.372379991360e-11,2.132764731470e-12,2.170021900010e-13,1.000000000000e+04,5.000255784420e+02,1.000961938610e+03,4.356660579130e+03,5.173676371800e+03,6.284379069750e+03,6.279530983800e+03,6.997881479590e+03,5.902546863760e+03,5.510287660220e+03,6.357715260240e+03,5.498026752130e+03,3.707834094230e+03,1.243706478780e+04,4.384287830050e+03,3.463352587340e+03,7.504713517360e-03,2.000000013070e+04,1.448594112670e+23,4.526113266900e+06
4.162724240620e-12,5.000001296080e-02,9.499906806190e-01,8.345378147950e-06,5.773308922840e-07,2.207147301350e-07,8.846965395980e-08,4.038287296890e-08,1.914669891450e-08,9.109141061240e-09,4.238004770140e-09,1.230828363070e-09,3.300250276990e-10,7.253341578450e-11,1.396321738890e-11,2.169975588690e-12,2.207895203700e-13,1.000000000000e+04,5.000260246290e+02,1.007180037890e+03,4.356665821900e+03,5.173676494990e+03,6.284379099310e+03,6.279531092240e+03,6.997881391280e+03,5.902547139540e+03,5.510286281080e+03,6.357716180190e+03,5.498027700670e+03,3.707836114890e+03,1.243704295680e+04,4.384294644700e+03,3.463373560500e+03,7.504713517360e-03,2.000000013290e+04,1.448594112840e+23,4.526113593080e+06
4.235165104230e-12,5.000001318640e-02,9.499906220920e-01,8.386956075160e-06,5.873775647340e-07,2.245556885010e-07,9.000923698690e-08,4.108563156360e-08,1.947989711750e-08,9.267661675630e-09,4.311755661360e-09,1.252247546330e-09,3.357682616410e-10,7.379569793680e-11,1.420622672510e-11,2.207744838040e-12,2.246337275450e-13,1.000000000000e+04,5.000264775080e+02,1.013436608660e+03,4.356670971780e+03,5.173676619890e+03,6.284379129260e+03,6.279531202350e+03,6.997881301680e+03,5.902547419480e+03,5.510284881260e+03,6.357717113980e+03,5.498028663580e+03,3.707838165900e+03,1.243702079760e+04,4.384301561290e+03,3.463394845870e+03,7.504713517360e-03,2.000000013520e+04,1.448594113000e+23,4.526113924160e+06
4.308692580790e-12,5.000001341530e-02,9.499905626860e-01,8.429157668470e-06,5.975749386110e-07,2.284542619620e-07,9.157191410920e-08,4.179893170640e-08,1.981809336790e-08,9.428560129270e-09,4.386612815150e-09,1.273988016380e-09,3.415976457900e-10,7.507691557820e-11,1.445288181840e-11,2.246080862340e-12,2.285356667010e-13,1.000000000000e+04,5.000269371810e+02,1.019731600260e+03,4.356676034800e+03,5.173676746540e+03,6.284379159600e+03,6.279531314150e+03,6.997881210770e+03,5.902547703630e+03,5.510283460460e+03,6.357718061830e+03,5.498029641050e+03,3.707840247720e+03,1.243699830530e+04,4.384308581340e+03,3.463416448110e+03,7.504713517360e-03,2.000000013760e+04,1.448594113170e+23,4.526114260210e+06
4.383322969500e-12,5.000001364770e-02,9.499905023890e-01,8.471992282760e-06,6.079252744800e-07,2.324113147670e-07,9.315803174890e-08,4.252293152560e-08,2.016136263890e-08,9.591872090650e-09,4.462592825450e-09,1.296054592510e-09,3.475144724500e-10,7.637735277920e-11,1.470323737370e-11,2.284992170360e-12,2.324962059000e-13,1.000000000000e+04,5.000274037470e+02,1.026064857510e+03,4.356681003140e+03,5.173676874960e+03,6.284379190340e+03,6.279531427670e+03,6.997881118540e+03,5.902547992070e+03,5.510282018370e+03,6.357719023950e+03,5.498030633310e+03,3.707842360800e+03,1.243697547490e+04,4.384315706410e+03,3.463438371950e+03,7.504713517360e-03,2.000000014000e+04,1.448594113350e+23,4.526114601290e+06
4.459072814050e-12,5.000001388350e-02,9.499904411880e-01,8.515469413230e-06,6.184308668180e-07,2.364277241280e-07,9.476794152470e-08,4.325779152160e-08,2.050978102790e-08,9.757633763330e-09,4.539712535060e-09,1.318452166260e-09,3.535200533120e-10,7.769729787240e-11,1.495734891720e-11,2.324487398730e-12,2.365162262880e-13,1.000000000000e+04,5.000278773130e+02,1.032436282650e+03,4.356685879790e+03,5.173677005170e+03,6.284379221480e+03,6.279531542940e+03,6.997881024970e+03,5.902548284850e+03,5.510280554660e+03,6.357720000560e+03,5.498031640580e+03,3.707844505620e+03,1.243695230140e+04,4.384322938060e+03,3.463460622210e+03,7.504713517360e-03,2.000000014240e+04,1.448594113520e+23,4.526114947490e+06
4.535958906260e-12,5.000001412290e-02,9.499903790690e-01,8.559598697530e-06,6.290940445190e-07,2.405043804180e-07,9.640200032990e-08,4.400367460250e-08,2.086342577430e-08,9.925881893950e-09,4.617989039460e-09,1.341185702580e-09,3.596157197450e-10,7.903704351660e-11,1.521527280860e-11,2.364575313850e-12,2.405966222940e-13,1.000000000000e+04,5.000283579810e+02,1.038845819780e+03,4.356690667830e+03,5.173677137200e+03,6.284379253020e+03,6.279531659970e+03,6.997880930040e+03,5.902548582050e+03,5.510279069010e+03,6.357720991870e+03,5.498032663090e+03,3.707846682660e+03,1.243692877960e+04,4.384330277890e+03,3.463483203760e+03,7.504713517360e-03,2.000000014490e+04,1.448594113700e+23,4.526115298890e+06
4.613998289850e-12,5.000001436590e-02,9.499903160180e-01,8.604389917840e-06,6.399171714110e-07,2.446421873650e-07,9.806057041160e-08,4.476074612030e-08,2.122237527580e-08,1.009665378040e-08,4.697439690550e-09,1.364260240880e-09,3.658028230880e-10,8.039688676170e-11,1.547706625350e-11,2.405264813840e-12,2.447383018310e-13,1.000000000000e+04,5.000288458590e+02,1.045293482590e+03,4.356695370920e+03,5.173677271070e+03,6.284379284980e+03,6.279531778800e+03,6.997880833710e+03,5.902548883730e+03,5.510277561100e+03,6.357721998110e+03,5.498033701070e+03,3.707848892380e+03,1.243690490420e+04,4.384337727530e+03,3.463506121570e+03,7.504713517360e-03,2.000000014730e+04,1.448594113880e+23,4.526115655550e+06
4.693208264200e-12,5.000001461260e-02,9.499902520220e-01,8.649853003080e-06,6.509026467850e-07,2.488420622520e-07,9.974401945090e-08,4.552917390720e-08,2.158670910630e-08,1.026998728000e-08,4.778082100510e-09,1.387680896140e-09,3.720827349540e-10,8.177712911480e-11,1.574278731630e-11,2.446564930520e-12,2.489421864960e-13,1.000000000000e+04,5.000293410540e+02,1.051779092440e+03,4.356699991250e+03,5.173677406810e+03,6.284379317360e+03,6.279531899450e+03,6.997880735990e+03,5.902549189950e+03,5.510276030590e+03,6.357723019490e+03,5.498034754750e+03,3.707851135300e+03,1.243688067010e+04,4.384345288610e+03,3.463529380650e+03,7.504713517360e-03,2.000000014990e+04,1.448594114060e+23,4.526116017570e+06
4.773606388160e-12,5.000001486290e-02,9.499901870650e-01,8.695998031100e-06,6.620529059170e-07,2.531049361250e-07,1.014527206450e-07,4.630912831330e-08,2.195650803330e-08,1.044592081800e-08,4.859934145690e-09,1.411452860100e-09,3.784568475280e-10,8.317807660650e-11,1.601249493280e-11,2.488484831450e-12,2.532092117850e-13,1.000000000000e+04,5.000298436780e+02,1.058302541560e+03,4.356704532300e+03,5.173677544450e+03,6.284379350160e+03,6.279532021960e+03,6.997880636840e+03,5.902549500790e+03,5.510274477140e+03,6.357724056260e+03,5.498035824360e+03,3.707853411900e+03,1.243685607180e+04,4.384352962810e+03,3.463552986100e+03,7.504713517360e-03,2.000000015240e+04,1.448594114250e+23,4.526116385020e+06
4.855210483990e-12,5.000001511700e-02,9.499901211340e-01,8.742835230910e-06,6.733704206200e-07,2.574317539960e-07,1.031870527880e-07,4.710078224390e-08,2.233185403600e-08,1.062449339610e-08,4.943013970590e-09,1.435581402350e-09,3.849265738850e-10,8.460003985960e-11,1.628624892380e-11,2.531033821950e-12,2.575403272970e-13,1.000000000000e+04,5.000303538400e+02,1.064863717330e+03,4.356708998580e+03,5.173677684020e+03,6.284379383380e+03,6.279532146340e+03,6.997880536250e+03,5.902549816310e+03,5.510272900410e+03,6.357725108630e+03,5.498036910150e+03,3.707855722680e+03,1.243683110380e+04,4.384360751830e+03,3.463576943120e+03,7.504713517360e-03,2.000000015500e+04,1.448594114440e+23,4.526116757970e+06
4.938038641250e-12,5.000001537490e-02,9.499900542140e-01,8.790374984970e-06,6.848576997810e-07,2.618234750500e-07,1.049474003570e-07,4.790431119830e-08,2.271283032340e-08,1.080574460110e-08,5.027339991890e-09,1.460071871530e-09,3.914933482950e-10,8.604333415750e-11,1.656411000790e-11,2.574221347170e-12,2.619364969510e-13,1.000000000000e+04,5.000308716550e+02,1.071462505020e+03,4.356713396280e+03,5.173677825530e+03,6.284379417050e+03,6.279532272620e+03,6.997880434180e+03,5.902550136590e+03,5.510271300050e+03,6.357726176840e+03,5.498038012350e+03,3.707858068170e+03,1.243680576060e+04,4.384368657380e+03,3.463601256950e+03,7.504713517360e-03,2.000000015770e+04,1.448594114630e+23,4.526117136520e+06
5.022109220860e-12,5.000001563660e-02,9.499899862910e-01,8.838627831440e-06,6.965172899260e-07,2.662810728640e-07,1.067341535990e-07,4.871989330840e-08,2.309952135250e-08,1.098971461340e-08,5.112930902510e-09,1.484929696510e-09,3.981586265420e-10,8.750827951410e-11,1.684613981520e-11,2.618056994210e-12,2.663986992030e-13,1.000000000000e+04,5.000313972360e+02,1.078098774750e+03,4.356717704680e+03,5.173677969020e+03,6.284379451150e+03,6.279532400840e+03,6.997880330630e+03,5.902550461690e+03,5.510269675710e+03,6.357727261140e+03,5.498039131220e+03,3.707860448880e+03,1.243678003660e+04,4.384376681210e+03,3.463625932930e+03,7.504713517360e-03,2.000000016040e+04,1.448594114820e+23,4.526117520750e+06
