t,X_O,X_O2_1,X_O2_2,X_O2_3,X_O2_4,X_O2_5,X_O2_6,X_O2_7,X_O2_8,X_O2_9,X_O2_10,X_O2_11,X_O2_12,X_O2_13,X_O2_14,X_O2_15,Th,Tg_1,Tg_2,Tg_3,Tg_4,Tg_5,Tg_6,Tg_7,Tg_8,Tg_9,Tg_10,Tg_11,Tg_12,Tg_13,Tg_14,Tg_15,rho,p,n,E
2.073741429380e-11,5.000002952590e-02,5.274203760670e-01,2.949261731330e-01,9.251857102590e-02,2.636543523030e-02,6.619127819070e-03,1.638320462350e-03,3.909737644430e-04,9.270871421260e-05,2.334381159530e-05,4.091770451420e-06,7.046248035130e-07,1.198013540430e-07,2.088112806200e-08,2.984877586430e-09,3.835601392770e-10,1.000000000000e+04,4.000008617310e+03,4.000009685330e+03,4.000013441630e+03,4.000020201170e+03,4.000037284850e+03,4.000075254340e+03,4.000155340740e+03,4.000311344290e+03,4.000423958040e+03,4.001492666690e+03,4.002898108240e+03,4.004629247630e+03,4.007493179990e+03,4.012650385930e+03,4.014390540880e+03,9.380891896690e-04,2.500000037850e+03,1.810742656430e+22,6.227861779610e+06
2.105847550820e-11,5.000002998300e-02,5.274203551150e-01,2.949261766550e-01,9.251857853220e-02,2.636544014530e-02,6.619130214000e-03,1.638321615410e-03,3.909743136430e-04,9.270897613470e-05,2.334393791160e-05,4.091813879770e-06,7.046402992220e-07,1.198064681040e-07,2.088270440970e-08,2.985268861970e-09,3.836374262430e-10,1.000000000000e+04,4.000008750730e+03,4.000009835280e+03,4.000013649730e+03,4.000020513930e+03,4.000037862090e+03,4.000076419420e+03,4.000157745630e+03,4.000316164040e+03,4.000430519990e+03,4.001515768000e+03,4.002942941480e+03,4.004700791990e+03,4.007608807740e+03,4.012845102360e+03,4.014611085480e+03,9.380891896690e-04,2.500000038440e+03,1.810742656850e+22,6.227861889120e+06
2.138435264090e-11,5.000003044700e-02,5.274203338490e-01,2.949261802290e-01,9.251858615110e-02,2.636544513400e-02,6.619132644850e-03,1.638322785780e-03,3.909748710810e-04,9.270924198550e-05,2.334406612260e-05,4.091857959530e-06,7.046560273640e-07,1.198116588760e-07,2.088430440250e-08,2.985666006630e-09,3.837158725190e-10,1.000000000000e+04,4.000008886140e+03,4.000009987480e+03,4.000013860960e+03,4.000020831380e+03,4.000038447990e+03,4.000077601960e+03,4.000160186580e+03,4.000321056060e+03,4.000437180300e+03,4.001539215570e+03,4.002988446100e+03,4.004773405570e+03,4.007726157960e+03,4.013042704010e+03,4.014834868040e+03,9.380891896690e-04,2.500000039030e+03,1.810742657280e+22,6.227862000270e+06
2.171511793050e-11,5.000003091800e-02,5.274203122650e-01,2.949261838570e-01,9.251859388430e-02,2.636545019750e-02,6.619135112170e-03,1.638323973690e-03,3.909754368800e-04,9.270951182420e-05,2.334419625680e-05,4.091902700480e-06,7.046719914250e-07,1.198169275080e-07,2.088592839510e-08,2.986069108450e-09,3.837954954930e-10,1.000000000000e+04,4.000009023590e+03,4.000010141970e+03,4.000014075360e+03,4.000021153590e+03,4.000039042680e+03,4.000078802250e+03,4.000162664150e+03,4.000326021450e+03,4.000443940470e+03,4.001563014580e+03,4.003034632140e+03,4.004847104280e+03,4.007845256130e+03,4.013243233100e+03,4.015061935030e+03,9.380891896690e-04,2.500000039640e+03,1.810742657720e+22,6.227862113080e+06
2.205084469940e-11,5.000003139600e-02,5.274202903560e-01,2.949261875400e-01,9.251860173350e-02,2.636545533700e-02,6.619137616500e-03,1.638325179430e-03,3.909760111670e-04,9.270978571040e-05,2.334432834300e-05,4.091948112540e-06,7.046881949450e-07,1.198222751700e-07,2.088757674730e-08,2.986478256780e-09,3.838763128170e-10,1.000000000000e+04,4.000009163100e+03,4.000010298770e+03,4.000014292970e+03,4.000021480630e+03,4.000039646300e+03,4.000080020540e+03,4.000165178870e+03,4.000331061290e+03,4.000450801970e+03,4.001587170300e+03,4.003081509780e+03,4.004921904280e+03,4.007966128080e+03,4.013446732420e+03,4.015292333520e+03,9.380891896690e-04,2.500000040250e+03,1.810742658160e+22,6.227862227590e+06
2.239160736990e-11,5.000003188120e-02,5.274202681190e-01,2.949261912780e-01,9.251860970040e-02,2.636546055360e-02,6.619140158390e-03,1.638326403250e-03,3.909765940670e-04,9.271006370490e-05,2.334446241040e-05,4.091994205770e-06,7.047046415140e-07,1.198277030450e-07,2.088924982470e-08,2.986893542320e-09,3.839583424050e-10,1.000000000000e+04,4.000009304700e+03,4.000010457920e+03,4.000014513840e+03,4.000021812580e+03,4.000040258960e+03,4.000081257100e+03,4.000167731310e+03,4.000336176720e+03,4.000457766330e+03,4.001611688060e+03,4.003129089360e+03,4.004997821970e+03,4.008088800050e+03,4.013653245390e+03,4.015526111240e+03,9.380891896690e-04,2.500000040870e+03,1.810742658610e+22,6.227862343820e+06
2.273748148050e-11,5.000003237360e-02,5.274202455480e-01,2.949261950710e-01,9.251861778680e-02,2.636546584840e-02,6.619142738410e-03,1.638327645430e-03,3.909771857120e-04,9.271034586940e-05,2.334459848880e-05,4.092040990380e-06,7.047213347790e-07,1.198332123370e-07,2.089094799810e-08,2.987315057140e-09,3.840416024410e-10,1.000000000000e+04,4.000009448430e+03,4.000010619460e+03,4.000014738030e+03,4.000022149510e+03,4.000040880820e+03,4.000082512210e+03,4.000170322030e+03,4.000341368860e+03,4.000464835100e+03,4.001636573290e+03,4.003177381370e+03,4.005074873960e+03,4.008213298630e+03,4.013862816050e+03,4.015763316550e+03,9.380891896690e-04,2.500000041500e+03,1.810742659070e+22,6.227862461790e+06
2.308854370270e-11,5.000003287350e-02,5.274202226390e-01,2.949261989220e-01,9.251862599450e-02,2.636547122270e-02,6.619145357130e-03,1.638328906240e-03,3.909777862310e-04,9.271063226630e-05,2.334473660840e-05,4.092088476760e-06,7.047382784400e-07,1.198388042680e-07,2.089267164380e-08,2.987742894660e-09,3.841261113840e-10,1.000000000000e+04,4.000009594310e+03,4.000010783420e+03,4.000014965580e+03,4.000022491490e+03,4.000041512000e+03,4.000083786140e+03,4.000172951610e+03,4.000346638860e+03,4.000472009820e+03,4.001661831500e+03,4.003226396470e+03,4.005153077160e+03,4.008339650830e+03,4.014075489040e+03,4.016003998470e+03,9.380891896690e-04,2.500000042150e+03,1.810742659540e+22,6.227862581530e+06
2.344487185820e-11,5.000003338080e-02,5.274201993860e-01,2.949262028310e-01,9.251863432530e-02,2.636547667750e-02,6.619148015140e-03,1.638330185970e-03,3.909783957580e-04,9.271092295920e-05,2.334487679980e-05,4.092136675420e-06,7.047554762520e-07,1.198444800770e-07,2.089442114410e-08,2.988177149730e-09,3.842118879650e-10,1.000000000000e+04,4.000009742380e+03,4.000010949840e+03,4.000015196550e+03,4.000022838600e+03,4.000042152650e+03,4.000085079180e+03,4.000175620620e+03,4.000351987890e+03,4.000479292100e+03,4.001687468240e+03,4.003276145280e+03,4.005232447410e+03,4.008467876880e+03,4.014291272400e+03,4.016248079770e+03,9.380891896690e-04,2.500000042800e+03,1.810742660010e+22,6.227862703070e+06
2.380654493610e-11,5.000003389580e-02,5.274201757840e-01,2.949262067980e-01,9.251864278110e-02,2.636548221420e-02,6.619150713010e-03,1.638331484890e-03,3.909790144270e-04,9.271121801250e-05,2.334501909410e-05,4.092185597050e-06,7.047729320290e-07,1.198502410220e-07,2.089619688670e-08,2.988617918610e-09,3.842989512010e-10,1.000000000000e+04,4.000009892670e+03,4.000011118760e+03,4.000015430980e+03,4.000023190920e+03,4.000042802910e+03,4.000086391620e+03,4.000178329670e+03,4.000357417130e+03,4.000486683540e+03,4.001713489230e+03,4.003326639160e+03,4.005313004960e+03,4.008598020670e+03,4.014510296060e+03,4.016495896980e+03,9.380891896690e-04,2.500000043460e+03,1.810742660490e+22,6.227862826420e+06
2.417364311010e-11,5.000003441850e-02,5.274201518280e-01,2.949262108240e-01,9.251865136380e-02,2.636548783400e-02,6.619153451350e-03,1.638332803290e-03,3.909796423770e-04,9.271151749160e-05,2.334516352270e-05,4.092235252500e-06,7.047906496380e-07,1.198560883810e-07,2.089799926520e-08,2.989065299010e-09,3.843873203910e-10,1.000000000000e+04,4.000010045220e+03,4.000011290210e+03,4.000015668920e+03,4.000023548520e+03,4.000043462920e+03,4.000087723740e+03,4.000181079350e+03,4.000362927790e+03,4.000494185780e+03,4.001739900200e+03,4.003377889030e+03,4.005394765870e+03,4.008730101460e+03,4.014732560020e+03,4.016747342440e+03,9.380891896690e-04,2.500000044130e+03,1.810742660970e+22,6.227862951630e+06
2.454624775680e-11,5.000003494900e-02,5.274201275130e-01,2.949262149110e-01,9.251866007510e-02,2.636549353800e-02,6.619156230760e-03,1.638334141470e-03,3.909802797460e-04,9.271182146290e-05,2.334531011770e-05,4.092285652760e-06,7.048086330090e-07,1.198620234480e-07,2.089982867910e-08,2.989519390100e-09,3.844770151240e-10,1.000000000000e+04,4.000010200050e+03,4.000011464230e+03,4.000015910440e+03,4.000023911490e+03,4.000044132830e+03,4.000089075840e+03,4.000183870260e+03,4.000368521090e+03,4.000501800480e+03,4.001766706990e+03,4.003429906180e+03,4.005477748020e+03,4.008864147840e+03,4.014958111550e+03,4.017002467930e+03,9.380891896690e-04,2.500000044810e+03,1.810742661460e+22,6.227863078720e+06
2.492444147310e-11,5.000003548750e-02,5.274201028330e-01,2.949262190590e-01,9.251866891720e-02,2.636549932760e-02,6.619159051870e-03,1.638335499720e-03,3.909809266760e-04,9.271212999380e-05,2.334545891170e-05,4.092336809020e-06,7.048268861260e-07,1.198680475410e-07,2.090168553410e-08,2.989980292540e-09,3.845680552840e-10,1.000000000000e+04,4.000010357210e+03,4.000011640870e+03,4.000016155580e+03,4.000024279900e+03,4.000044812790e+03,4.000090448220e+03,4.000186703040e+03,4.000374198260e+03,4.000509529320e+03,4.001793915520e+03,4.003482702080e+03,4.005561969590e+03,4.009000188840e+03,4.015186998550e+03,4.017261325940e+03,9.380891896690e-04,2.500000045500e+03,1.810742661960e+22,6.227863207720e+06
2.530830809520e-11,5.000003603410e-02,5.274200777830e-01,2.949262232700e-01,9.251867789180e-02,2.636550520400e-02,6.619161915290e-03,1.638336878350e-03,3.909815833100e-04,9.271244315260e-05,2.334560993750e-05,4.092388732610e-06,7.048454130370e-07,1.198741619940e-07,2.090357024170e-08,2.990448108510e-09,3.846604610530e-10,1.000000000000e+04,4.000010516720e+03,4.000011820150e+03,4.000016404390e+03,4.000024653830e+03,4.000045502950e+03,4.000091841190e+03,4.000189578300e+03,4.000379960570e+03,4.000517374010e+03,4.001821531820e+03,4.003536288370e+03,4.005647449010e+03,4.009138253880e+03,4.015419269640e+03,4.017523969640e+03,9.380891896690e-04,2.500000046200e+03,1.810742662470e+22,6.227863338640e+06
2.569793271670e-11,5.000003658880e-02,5.274200523570e-01,2.949262275440e-01,9.251868700110e-02,2.636551116860e-02,6.619164821670e-03,1.638338277650e-03,3.909822497930e-04,9.271276100890e-05,2.334576322870e-05,4.092441435040e-06,7.048642178470e-07,1.198803681620e-07,2.090548321960e-08,2.990922941690e-09,3.847542529140e-10,1.000000000000e+04,4.000010678630e+03,4.000012002120e+03,4.000016656940e+03,4.000025033380e+03,4.000046203460e+03,4.000093255050e+03,4.000192496680e+03,4.000385809280e+03,4.000525336290e+03,4.001849561980e+03,4.003590676850e+03,4.005734204970e+03,4.009278372830e+03,4.015654974100e+03,4.017790452940e+03,9.380891896690e-04,2.500000046910e+03,1.810742662990e+22,6.227863471540e+06
2.609340170740e-11,5.000003715190e-02,5.274200265500e-01,2.949262318810e-01,9.251869624700e-02,2.636551722260e-02,6.619167771640e-03,1.638339697950e-03,3.909829262730e-04,9.271308363300e-05,2.334591881930e-05,4.092494927990e-06,7.048833047260e-07,1.198866674220e-07,2.090742489200e-08,2.991404897350e-09,3.848494516600e-10,1.000000000000e+04,4.000010842960e+03,4.000012186830e+03,4.000016913270e+03,4.000025418620e+03,4.000046914480e+03,4.000094690110e+03,4.000195458830e+03,4.000391745710e+03,4.000533417910e+03,4.001878012200e+03,4.003645879510e+03,4.005822256460e+03,4.009420575990e+03,4.015894161920e+03,4.018060830460e+03,9.380891896690e-04,2.500000047630e+03,1.810742663510e+22,6.227863606420e+06
2.649480273300e-11,5.000003772340e-02,5.274200003560e-01,2.949262362840e-01,9.251870563170e-02,2.636552336750e-02,6.619170765860e-03,1.638341139550e-03,3.909836129010e-04,9.271341109640e-05,2.334607674370e-05,4.092549223330e-06,7.049026779040e-07,1.198930611700e-07,2.090939568930e-08,2.991894082330e-09,3.849460783930e-10,1.000000000000e+04,4.000011009760e+03,4.000012374300e+03,4.000017173450e+03,4.000025809640e+03,4.000047636170e+03,4.000096146700e+03,4.000198465410e+03,4.000397771150e+03,4.000541620680e+03,4.001906888780e+03,4.003701908510e+03,4.005911622740e+03,4.009564894090e+03,4.016136883790e+03,4.018335157550e+03,9.380891896690e-04,2.500000048360e+03,1.810742664040e+22,6.227863743330e+06
2.690222477400e-11,5.000003830350e-02,5.274199737690e-01,2.949262407530e-01,9.251871515700e-02,2.636552960450e-02,6.619173804990e-03,1.638342602770e-03,3.909843098280e-04,9.271374347190e-05,2.334623703690e-05,4.092604333080e-06,7.049223416750e-07,1.198995508230e-07,2.091139604820e-08,2.992390605070e-09,3.850441545350e-10,1.000000000000e+04,4.000011179060e+03,4.000012564580e+03,4.000017437540e+03,4.000026206520e+03,4.000048368680e+03,4.000097625140e+03,4.000201517080e+03,4.000403886940e+03,4.000549946390e+03,4.001936198090e+03,4.003758776190e+03,4.006002323340e+03,4.009711358300e+03,4.016383191110e+03,4.018613490310e+03,9.380891896690e-04,2.500000049110e+03,1.810742664580e+22,6.227863882300e+06
2.731575814560e-11,5.000003889230e-02,5.274199467830e-01,2.949262452890e-01,9.251872482530e-02,2.636553593510e-02,6.619176889710e-03,1.638344087950e-03,3.909850172090e-04,9.271408083290e-05,2.334639973460e-05,4.092660269470e-06,7.049423003990e-07,1.199061378190e-07,2.091342641230e-08,2.992894575620e-09,3.851437018250e-10,1.000000000000e+04,4.000011350910e+03,4.000012757720e+03,4.000017705580e+03,4.000026609360e+03,4.000049112170e+03,4.000099125750e+03,4.000204614520e+03,4.000410094450e+03,4.000558396900e+03,4.001965946620e+03,4.003816495090e+03,4.006094378090e+03,4.009860000270e+03,4.016633136000e+03,4.018895885590e+03,9.380891896690e-04,2.500000049860e+03,1.810742665120e+22,6.227864023340e+06
2.773549451780e-11,5.000003948990e-02,5.274199193920e-01,2.949262498930e-01,9.251873463860e-02,2.636554236070e-02,6.619180020700e-03,1.638345595400e-03,3.909857352010e-04,9.271442325440e-05,2.334656487260e-05,4.092717044890e-06,7.049625584990e-07,1.199128236190e-07,2.091548723150e-08,2.993406105720e-09,3.852447423320e-10,1.000000000000e+04,4.000011525330e+03,4.000012953760e+03,4.000017977640e+03,4.000027018230e+03,4.000049866820e+03,4.000100648870e+03,4.000207758410e+03,4.000416395040e+03,4.000566974060e+03,4.001996140940e+03,4.003875077920e+03,4.006187807130e+03,4.010010852090e+03,4.016886771330e+03,4.019182401000e+03,9.380891896690e-04,2.500000050630e+03,1.810742665680e+22,6.227864166510e+06
2.816152693560e-11,5.000004009650e-02,5.274198915900e-01,2.949262545660e-01,9.251874459910e-02,2.636554888260e-02,6.619183198660e-03,1.638347125460e-03,3.909864639630e-04,9.271477081220e-05,2.334673248780e-05,4.092774671920e-06,7.049831204660e-07,1.199196097040e-07,2.091757896280e-08,2.993925308750e-09,3.853472984540e-10,1.000000000000e+04,4.000011702360e+03,4.000013152740e+03,4.000018253790e+03,4.000027433250e+03,4.000050632790e+03,4.000102194840e+03,4.000210949460e+03,4.000422790100e+03,4.000575679790e+03,4.002026787720e+03,4.003934537570e+03,4.006282630850e+03,4.010163946290e+03,4.017144150690e+03,4.019473094880e+03,9.380891896690e-04,2.500000051410e+03,1.810742666240e+22,6.227864311820e+06
2.859394983960e-11,5.000004071220e-02,5.274198633710e-01,2.949262593090e-01,9.251875470890e-02,2.636555550240e-02,6.619186424280e-03,1.638348678470e-03,3.909872036560e-04,9.271512358340e-05,2.334690261710e-05,4.092833163350e-06,7.050039908580e-07,1.199264975800e-07,2.091970206980e-08,2.994452299800e-09,3.854513929250e-10,1.000000000000e+04,4.000011882050e+03,4.000013354700e+03,4.000018534080e+03,4.000027854480e+03,4.000051410250e+03,4.000103763990e+03,4.000214188360e+03,4.000429281070e+03,4.000584516000e+03,4.002057893730e+03,4.003994887150e+03,4.006378869980e+03,4.010319315920e+03,4.017405328440e+03,4.019768026410e+03,9.380891896690e-04,2.500000052200e+03,1.810742666810e+22,6.227864459310e+06
2.903285908720e-11,5.000004133720e-02,5.274198347290e-01,2.949262641230e-01,9.251876497050e-02,2.636556222140e-02,6.619189698290e-03,1.638350254780e-03,3.909879544440e-04,9.271548164620e-05,2.334707529830e-05,4.092892532130e-06,7.050251743020e-07,1.199334887720e-07,2.092185702310e-08,2.994987195690e-09,3.855570488210e-10,1.000000000000e+04,4.000012064440e+03,4.000013559690e+03,4.000018818570e+03,4.000028282040e+03,4.000052199360e+03,4.000105356680e+03,4.000217475840e+03,4.000435869360e+03,4.000593484640e+03,4.002089465860e+03,4.004056139950e+03,4.006476545550e+03,4.010476994470e+03,4.017670359690e+03,4.020067255490e+03,9.380891896690e-04,2.500000053000e+03,1.810742667400e+22,6.227864609010e+06
2.947835197350e-11,5.000004197150e-02,5.274198056580e-01,2.949262690100e-01,9.251877538590e-02,2.636556904130e-02,6.619193021410e-03,1.638351854730e-03,3.909887164950e-04,9.271584508000e-05,2.334725056970e-05,4.092952791420e-06,7.050466754910e-07,1.199405848300e-07,2.092404430040e-08,2.995530115000e-09,3.856642895640e-10,1.000000000000e+04,4.000012249560e+03,4.000013767750e+03,4.000019107330e+03,4.000028716000e+03,4.000053000320e+03,4.000106973250e+03,4.000220812620e+03,4.000442556450e+03,4.000602587710e+03,4.002121511070e+03,4.004118309440e+03,4.006575678880e+03,4.010637015920e+03,4.017939300340e+03,4.020370842850e+03,9.380891896690e-04,2.500000053810e+03,1.810742667980e+22,6.227864760960e+06
2.993052725310e-11,5.000004261530e-02,5.274197761500e-01,2.949262739700e-01,9.251878595760e-02,2.636557596340e-02,6.619196394380e-03,1.638353478690e-03,3.909894899760e-04,9.271621396520e-05,2.334742847020e-05,4.093013954590e-06,7.050684991940e-07,1.199477873280e-07,2.092626438650e-08,2.996081178080e-09,3.857731389270e-10,1.000000000000e+04,4.000012437460e+03,4.000013978940e+03,4.000019400420e+03,4.000029156480e+03,4.000053813290e+03,4.000108614080e+03,4.000224199450e+03,4.000449343810e+03,4.000611827210e+03,4.002154036450e+03,4.004181409320e+03,4.006676291610e+03,4.010799414740e+03,4.018212207030e+03,4.020678850010e+03,9.380891896690e-04,2.500000054640e+03,1.810742668580e+22,6.227864915190e+06
3.038948516190e-11,5.000004326880e-02,5.274197462000e-01,2.949262790040e-01,9.251879668790e-02,2.636558298940e-02,6.619199817940e-03,1.638355127000e-03,3.909902750590e-04,9.271658838380e-05,2.334760903920e-05,4.093076035190e-06,7.050906502470e-07,1.199550978620e-07,2.092851777360e-08,2.996640507080e-09,3.858836210380e-10,1.000000000000e+04,4.000012628180e+03,4.000014193290e+03,4.000019697910e+03,4.000029603570e+03,4.000054638450e+03,4.000110279510e+03,4.000227637070e+03,4.000456232950e+03,4.000621205190e+03,4.002187049190e+03,4.004245453490e+03,4.006778405720e+03,4.010964225920e+03,4.018489137240e+03,4.020991339300e+03,9.380891896690e-04,2.500000055470e+03,1.810742669190e+22,6.227865071730e+06
3.085532743930e-11,5.000004393210e-02,5.274197158000e-01,2.949262841130e-01,9.251880757910e-02,2.636559012070e-02,6.619203292850e-03,1.638356800030e-03,3.909910719190e-04,9.271696841860e-05,2.334779231660e-05,4.093139046990e-06,7.051131335600e-07,1.199625180520e-07,2.093080496120e-08,2.997208225990e-09,3.859957603900e-10,1.000000000000e+04,4.000012821750e+03,4.000014410860e+03,4.000019999860e+03,4.000030057360e+03,4.000055475990e+03,4.000111969920e+03,4.000231126250e+03,4.000463225390e+03,4.000630723720e+03,4.002220556580e+03,4.004310456020e+03,4.006882043480e+03,4.011131484930e+03,4.018770149230e+03,4.021308373880e+03,9.380891896690e-04,2.500000056320e+03,1.810742669800e+22,6.227865230620e+06
3.132815735090e-11,5.000004460530e-02,5.274196849450e-01,2.949262893000e-01,9.251881863370e-02,2.636559735910e-02,6.619206819890e-03,1.638358498170e-03,3.909918807320e-04,9.271735415400e-05,2.334797834320e-05,4.093203003940e-06,7.051359541180e-07,1.199700495440e-07,2.093312645630e-08,2.997784460660e-09,3.861095818420e-10,1.000000000000e+04,4.000013018240e+03,4.000014631700e+03,4.000020306330e+03,4.000030517950e+03,4.000056326090e+03,4.000113685690e+03,4.000234667750e+03,4.000470322680e+03,4.000640384900e+03,4.002254566030e+03,4.004376431240e+03,4.006987227510e+03,4.011301227750e+03,4.019055302060e+03,4.021630017710e+03,9.380891896690e-04,2.500000057190e+03,1.810742670430e+22,6.227865391890e+06
3.180807971120e-11,5.000004528860e-02,5.274196536270e-01,2.949262945640e-01,9.251882985410e-02,2.636560470600e-02,6.619210399840e-03,1.638360221770e-03,3.909927016770e-04,9.271774567540e-05,2.334816716020e-05,4.093267920220e-06,7.051591169780e-07,1.199776940060e-07,2.093548277350e-08,2.998369338820e-09,3.862251106250e-10,1.000000000000e+04,4.000013217670e+03,4.000014855840e+03,4.000020617410e+03,4.000030985460e+03,4.000057188940e+03,4.000115427190e+03,4.000238262370e+03,4.000477526390e+03,4.000650190880e+03,4.002289085040e+03,4.004443393670e+03,4.007093980750e+03,4.011473490890e+03,4.019344655630e+03,4.021956335620e+03,9.380891896690e-04,2.500000058060e+03,1.810742671060e+22,6.227865555580e+06
3.229520090690e-11,5.000004598220e-02,5.274196218380e-01,2.949262999070e-01,9.251884124280e-02,2.636561216310e-02,6.619214033480e-03,1.638361971230e-03,3.909935349360e-04,9.271814306960e-05,2.334835880940e-05,4.093333810240e-06,7.051826272750e-07,1.199854531330e-07,2.093787443500e-08,2.998962990130e-09,3.863423723490e-10,1.000000000000e+04,4.000013420090e+03,4.000015083350e+03,4.000020933150e+03,4.000031459980e+03,4.000058064740e+03,4.000117194810e+03,4.000241910900e+03,4.000484838120e+03,4.000660143820e+03,4.002324121250e+03,4.004511358030e+03,4.007202326480e+03,4.011648311380e+03,4.019638270670e+03,4.022287393260e+03,9.380891896690e-04,2.500000058950e+03,1.810742671710e+22,6.227865721730e+06
3.278962892050e-11,5.000004668620e-02,5.274195895740e-01,2.949263053300e-01,9.251885280230e-02,2.636561973200e-02,6.619217721630e-03,1.638363746930e-03,3.909943806940e-04,9.271854642480e-05,2.334855333330e-05,4.093400688580e-06,7.052064902210e-07,1.199933286450e-07,2.094030197110e-08,2.999565546180e-09,3.864613930090e-10,1.000000000000e+04,4.000013625540e+03,4.000015314270e+03,4.000021253630e+03,4.000031941610e+03,4.000058953670e+03,4.000118988950e+03,4.000245614150e+03,4.000492259480e+03,4.000670245920e+03,4.002359682390e+03,4.004580339280e+03,4.007312288320e+03,4.011825726780e+03,4.019936208750e+03,4.022623257150e+03,9.380891896690e-04,2.500000059850e+03,1.810742672360e+22,6.227865890370e+06
3.329147335430e-11,5.000004740080e-02,5.274195568250e-01,2.949263108350e-01,9.251886453530e-02,2.636562741450e-02,6.619221465100e-03,1.638365549260e-03,3.909952391390e-04,9.271895583030e-05,2.334875077510e-05,4.093468570080e-06,7.052307111040e-07,1.200013222880e-07,2.094276591990e-08,3.000177140540e-09,3.865821989890e-10,1.000000000000e+04,4.000013834080e+03,4.000015548660e+03,4.000021578910e+03,4.000032430470e+03,4.000059855930e+03,4.000120809990e+03,4.000249372930e+03,4.000499792120e+03,4.000680499410e+03,4.002395776330e+03,4.004650352610e+03,4.007423890310e+03,4.012005775550e+03,4.020238534100e+03,4.022964000590e+03,9.380891896690e-04,2.500000060770e+03,1.810742673030e+22,6.227866061530e+06
3.380084545460e-11,5.000004812600e-02,5.274195235840e-01,2.949263164220e-01,9.251887644420e-02,2.636563521230e-02,6.619225264720e-03,1.638367378630e-03,3.909961104600e-04,9.271937137700e-05,2.334895117840e-05,4.093537469780e-06,7.052552952940e-07,1.200094358340e-07,2.094526682750e-08,3.000797908790e-09,3.867048170690e-10,1.000000000000e+04,4.000014045750e+03,4.000015786560e+03,4.000021909080e+03,4.000032926670e+03,4.000060771730e+03,4.000122658350e+03,4.000253188090e+03,4.000507437710e+03,4.000690906560e+03,4.002432411030e+03,4.004721413440e+03,4.007537157010e+03,4.012188497640e+03,4.020545316700e+03,4.023309713750e+03,9.380891896690e-04,2.500000061700e+03,1.810742673700e+22,6.227866235270e+06
3.431785813640e-11,5.000004886220e-02,5.274194898460e-01,2.949263220930e-01,9.251888853170e-02,2.636564312700e-02,6.619229121330e-03,1.638369235450e-03,3.909969948510e-04,9.271979315680e-05,2.334915458770e-05,4.093607402950e-06,7.052802482410e-07,1.200176710820e-07,2.094780524830e-08,3.001427988540e-09,3.868292744320e-10,1.000000000000e+04,4.000014260590e+03,4.000016028020e+03,4.000022244190e+03,4.000033430300e+03,4.000061701270e+03,4.000124534430e+03,4.000257060460e+03,4.000515197940e+03,4.000701469670e+03,4.002469594590e+03,4.004793537370e+03,4.007652112800e+03,4.012373930720e+03,4.020856612810e+03,4.023660439840e+03,9.380891896690e-04,2.500000062640e+03,1.810742674380e+22,6.227866411610e+06
3.484262600850e-11,5.000004960940e-02,5.274194556010e-01,2.949263278490e-01,9.251890080060e-02,2.636565116040e-02,6.619233035800e-03,1.638371120110e-03,3.909978925080e-04,9.272022126330e-05,2.334936104820e-05,4.093678385100e-06,7.053055754740e-07,1.200260298550e-07,2.095038174510e-08,3.002067519440e-09,3.869555986660e-10,1.000000000000e+04,4.000014478650e+03,4.000016273110e+03,4.000022584340e+03,4.000033941490e+03,4.000062644740e+03,4.000126438650e+03,4.000260990910e+03,4.000523074530e+03,4.000712191080e+03,4.002507335210e+03,4.004866740260e+03,4.007768782730e+03,4.012562114550e+03,4.021172487480e+03,4.024016248960e+03,9.380891896690e-04,2.500000063600e+03,1.810742675080e+22,6.227866590600e+06
3.537526539860e-11,5.000005036770e-02,5.274194208420e-01,2.949263336910e-01,9.251891325350e-02,2.636565931430e-02,6.619237008980e-03,1.638373033040e-03,3.909988036300e-04,9.272065579150e-05,2.334957060550e-05,4.093750431960e-06,7.053312826100e-07,1.200345140090e-07,2.095299688880e-08,3.002716643280e-09,3.870838177760e-10,1.000000000000e+04,4.000014699990e+03,4.000016521880e+03,4.000022929580e+03,4.000034460350e+03,4.000063602370e+03,4.000128371420e+03,4.000264980310e+03,4.000531069220e+03,4.000723073150e+03,4.002545641240e+03,4.004941038210e+03,4.007887192210e+03,4.012753089460e+03,4.021493006710e+03,4.024377212150e+03,9.380891896690e-04,2.500000064570e+03,1.810742675780e+22,6.227866772270e+06
3.591589437960e-11,5.000005113750e-02,5.274193855630e-01,2.949263396210e-01,9.251892589320e-02,2.636566759060e-02,6.619241041760e-03,1.638374974670e-03,3.909997284190e-04,9.272109683760e-05,2.334978330620e-05,4.093823559500e-06,7.053573753450e-07,1.200431254220e-07,2.095565125930e-08,3.003375503940e-09,3.872139601840e-10,1.000000000000e+04,4.000014924650e+03,4.000016774380e+03,4.000023280010e+03,4.000034986990e+03,4.000064574360e+03,4.000130333190e+03,4.000269029530e+03,4.000539183790e+03,4.000734118300e+03,4.002584521130e+03,4.005016447560e+03,4.008007367010e+03,4.012946896390e+03,4.021818237380e+03,4.024743401340e+03,9.380891896690e-04,2.500000065560e+03,1.810742676500e+22,6.227866956670e+06
