t,X_O,X_O2,Th,Tv,rho,p,n,E
2.117202345930e-12,5.000003541350e-02,9.499999645870e-01,1.000000000000e+04,4.000006889420e+03,9.380891896690e-04,2.500000045400e+03,1.810742661890e+22,7.676759340890e+06
2.158960381120e-12,5.000003611200e-02,9.499999638880e-01,1.000000000000e+04,4.000007025310e+03,9.380891896690e-04,2.500000046300e+03,1.810742662540e+22,7.676759380230e+06
2.201344786830e-12,5.000003682090e-02,9.499999631790e-01,1.000000000000e+04,4.000007163230e+03,9.380891896690e-04,2.500000047210e+03,1.810742663200e+22,7.676759420150e+06
2.244364958640e-12,5.000003754050e-02,9.499999624600e-01,1.000000000000e+04,4.000007303210e+03,9.380891896690e-04,2.500000048130e+03,1.810742663870e+22,7.676759460670e+06
2.288030433020e-12,5.000003827080e-02,9.499999617290e-01,1.000000000000e+04,4.000007445300e+03,9.380891896690e-04,2.500000049070e+03,1.810742664550e+22,7.676759501800e+06
2.332350889510e-12,5.000003901220e-02,9.499999609880e-01,1.000000000000e+04,4.000007589520e+03,9.380891896690e-04,2.500000050020e+03,1.810742665240e+22,7.676759543550e+06
2.377336152850e-12,5.000003976460e-02,9.499999602350e-01,1.000000000000e+04,4.000007735900e+03,9.380891896690e-04,2.500000050980e+03,1.810742665930e+22,7.676759585920e+06
2.422996195150e-12,5.000004052840e-02,9.499999594720e-01,1.000000000000e+04,4.000007884480e+03,9.380891896690e-04,2.500000051960e+03,1.810742666640e+22,7.676759628930e+06
2.469341138070e-12,5.000004130360e-02,9.499999586960e-01,1.000000000000e+04,4.000008035290e+03,9.380891896690e-04,2.500000052950e+03,1.810742667360e+22,7.676759672590e+06
2.516381255150e-12,5.000004209040e-02,9.499999579100e-01,1.000000000000e+04,4.000008188360e+03,9.380891896690e-04,2.500000053960e+03,1.810742668090e+22,7.676759716890e+06
2.564126973970e-12,5.000004288900e-02,9.499999571110e-01,1.000000000000e+04,4.000008343730e+03,9.380891896690e-04,2.500000054990e+03,1.810742668840e+22,7.676759761870e+06
2.612588878580e-12,5.000004369960e-02,9.499999563000e-01,1.000000000000e+04,4.000008501420e+03,9.380891896690e-04,2.500000056030e+03,1.810742669590e+22,7.676759807520e+06
2.661777711760e-12,5.000004452240e-02,9.499999554780e-01,1.000000000000e+04,4.000008661480e+03,9.380891896690e-04,2.500000057080e+03,1.810742670350e+22,7.676759853850e+06
2.711704377440e-12,5.000004535750e-02,9.499999546430e-01,1.000000000000e+04,4.000008823950e+03,9.380891896690e-04,2.500000058150e+03,1.810742671130e+22,7.676759900880e+06
2.762379943100e-12,5.000004620510e-02,9.499999537950e-01,1.000000000000e+04,4.000008988850e+03,9.380891896690e-04,2.500000059240e+03,1.810742671920e+22,7.676759948610e+06
2.813815642250e-12,5.000004706540e-02,9.499999529350e-01,1.000000000000e+04,4.000009156220e+03,9.380891896690e-04,2.500000060340e+03,1.810742672710e+22,7.676759997060e+06
2.866022876880e-12,5.000004793870e-02,9.499999520610e-01,1.000000000000e+04,4.000009326100e+03,9.380891896690e-04,2.500000061460e+03,1.810742673530e+22,7.676760046230e+06
2.919013220030e-12,5.000004882500e-02,9.499999511750e-01,1.000000000000e+04,4.000009498530e+03,9.380891896690e-04,2.500000062600e+03,1.810742674350e+22,7.676760096150e+06
2.972798418330e-12,5.000004972470e-02,9.499999502750e-01,1.000000000000e+04,4.000009673550e+03,9.380891896690e-04,2.500000063750e+03,1.810742675180e+22,7.676760146810e+06
3.027390394610e-12,5.000005063780e-02,9.499999493620e-01,1.000000000000e+04,4.000009851190e+03,9.380891896690e-04,2.500000064920e+03,1.810742676030e+22,7.676760198230e+06
3.082801250530e-12,5.000005156460e-02,9.499999484350e-01,1.000000000000e+04,4.000010031500e+03,9.380891896690e-04,2.500000066110e+03,1.810742676890e+22,7.676760250420e+06
3.139043269290e-12,5.000005250540e-02,9.499999474950e-01,1.000000000000e+04,4.000010214520e+03,9.380891896690e-04,2.500000067310e+03,1.810742677770e+22,7.676760303400e+06
3.196128918320e-12,5.000005346020e-02,9.499999465400e-01,1.000000000000e+04,4.000010400270e+03,9.380891896690e-04,2.500000068540e+03,1.810742678650e+22,7.676760357170e+06
3.254070852100e-12,5.000005442940e-02,9.499999455710e-01,1.000000000000e+04,4.000010588820e+03,9.380891896690e-04,2.500000069780e+03,1.810742679550e+22,7.676760411750e+06
3.312881914880e-12,5.000005541310e-02,9.499999445870e-01,1.000000000000e+04,4.000010780190e+03,9.380891896690e-04,2.500000071040e+03,1.810742680470e+22,7.676760467150e+06
3.372575143600e-12,5.000005641150e-02,9.499999435880e-01,1.000000000000e+04,4.000010974430e+03,9.380891896690e-04,2.500000072320e+03,1.810742681390e+22,7.676760523370e+06
3.433163770760e-12,5.000005742500e-02,9.499999425750e-01,1.000000000000e+04,4.000011171590e+03,9.380891896690e-04,2.500000073620e+03,1.810742682330e+22,7.676760580440e+06
3.494661227320e-12,5.000005845360e-02,9.499999415460e-01,1.000000000000e+04,4.000011371700e+03,9.380891896690e-04,2.500000074940e+03,1.810742683290e+22,7.676760638370e+06
3.557081145730e-12,5.000005949770e-02,9.499999405020e-01,1.000000000000e+04,4.000011574820e+03,9.380891896690e-04,2.500000076280e+03,1.810742684260e+22,7.676760697160e+06
3.620437362920e-12,5.000006055740e-02,9.499999394430e-01,1.000000000000e+04,4.000011780980e+03,9.380891896690e-04,2.500000077640e+03,1.810742685240e+22,7.676760756840e+06
3.684743923360e-12,5.000006163310e-02,9.499999383670e-01,1.000000000000e+04,4.000011990240e+03,9.380891896690e-04,2.500000079020e+03,1.810742686240e+22,7.676760817410e+06
3.750015082210e-12,5.000006272480e-02,9.499999372750e-01,1.000000000000e+04,4.000012202630e+03,9.380891896690e-04,2.500000080420e+03,1.810742687260e+22,7.676760878900e+06
3.816265308440e-12,5.000006383300e-02,9.499999361670e-01,1.000000000000e+04,4.000012418210e+03,9.380891896690e-04,2.500000081840e+03,1.810742688280e+22,7.676760941300e+06
3.883509288070e-12,5.000006495770e-02,9.499999350420e-01,1.000000000000e+04,4.000012637020e+03,9.380891896690e-04,2.500000083280e+03,1.810742689330e+22,7.676761004640e+06
3.951761927390e-12,5.000006609930e-02,9.499999339010e-01,1.000000000000e+04,4.000012859120e+03,9.380891896690e-04,2.500000084740e+03,1.810742690390e+22,7.676761068930e+06
4.021038356300e-12,5.000006725810e-02,9.499999327420e-01,1.000000000000e+04,4.000013084540e+03,9.380891896690e-04,2.500000086230e+03,1.810742691460e+22,7.676761134180e+06
4.091353931650e-12,5.000006843420e-02,9.499999315660e-01,1.000000000000e+04,4.000013313350e+03,9.380891896690e-04,2.500000087740e+03,1.810742692560e+22,7.676761200410e+06
4.162724240620e-12,5.000006962800e-02,9.499999303720e-01,1.000000000000e+04,4.000013545590e+03,9.380891896690e-04,2.500000089270e+03,1.810742693670e+22,7.676761267640e+06
4.235165104230e-12,5.000007083970e-02,9.499999291600e-01,1.000000000000e+04,4.000013781320e+03,9.380891896690e-04,2.500000090820e+03,1.810742694790e+22,7.676761335870e+06
4.308692580790e-12,5.000007206960e-02,9.499999279300e-01,1.000000000000e+04,4.000014020580e+03,9.380891896690e-04,2.500000092400e+03,1.810742695930e+22,7.676761405130e+06
4.383322969500e-12,5.000007331790e-02,9.499999266820e-01,1.000000000000e+04,4.000014263430e+03,9.380891896690e-04,2.500000094000e+03,1.810742697090e+22,7.676761475430e+06
4.459072814050e-12,5.000007458490e-02,9.499999254150e-01,1.000000000000e+04,4.000014509920e+03,9.380891896690e-04,2.500000095620e+03,1.810742698270e+22,7.676761546780e+06
4.535958906260e-12,5.000007587090e-02,9.499999241290e-01,1.000000000000e+04,4.000014760110e+03,9.380891896690e-04,2.500000097270e+03,1.810742699460e+22,7.676761619200e+06
4.613998289850e-12,5.000007717630e-02,9.499999228240e-01,1.000000000000e+04,4.000015014050e+03,9.380891896690e-04,2.500000098940e+03,1.810742700670e+22,7.676761692710e+06
4.693208264200e-12,5.000007850120e-02,9.499999214990e-01,1.000000000000e+04,4.000015271800e+03,9.380891896690e-04,2.500000100640e+03,1.810742701910e+22,7.676761767320e+06
4.773606388160e-12,5.000007984600e-02,9.499999201540e-01,1.000000000000e+04,4.000015533410e+03,9.380891896690e-04,2.500000102370e+03,1.810742703150e+22,7.676761843050e+06
4.855210483990e-12,5.000008121090e-02,9.499999187890e-01,1.000000000000e+04,4.000015798960e+03,9.380891896690e-04,2.500000104120e+03,1.810742704420e+22,7.676761919920e+06
4.938038641250e-12,5.000008259640e-02,9.499999174040e-01,1.000000000000e+04,4.000016068480e+03,9.380891896690e-04,2.500000105890e+03,1.810742705710e+22,7.676761997930e+06
5.022109220860e-12,5.000008400260e-02,9.499999159970e-01,1.000000000000e+04,4.000016342050e+03,9.380891896690e-04,2.500000107700e+03,1.810742707010e+22,7.676762077120e+06
5.107440859180e-12,5.000008542990e-02,9.499999145700e-01,1.000000000000e+04,4.000016619720e+03,9.380891896690e-04,2.500000109530e+03,1.810742708340e+22,7.676762157500e+06
5.194052472060e-12,5.000008687860e-02,9.499999131210e-01,1.000000000000e+04,4.000016901550e+03,9.380891896690e-04,2.500000111380e+03,1.810742709680e+22,7.676762239080e+06
5.281963259150e-12,5.000008834900e-02,9.499999116510e-01,1.000000000000e+04,4.000017187620e+03,9.380891896690e-04,2.500000113270e+03,1.810742711050e+22,7.676762321890e+06
5.371192708030e-12,5.000008984150e-02,9.499999101580e-01,1.000000000000e+04,4.000017477970e+03,9.380891896690e-04,2.500000115180e+03,1.810742712440e+22,7.676762405940e+06
5.461760598650e-12,5.000009135640e-02,9.499999086440e-01,1.000000000000e+04,4.000017772680e+03,9.380891896690e-04,2.500000117120e+03,1.810742713840e+22,7.676762491250e+06
5.553687007630e-12,5.000009289400e-02,9.499999071060e-01,1.000000000000e+04,4.000018071810e+03,9.380891896690e-04,2.500000119090e+03,1.810742715270e+22,7.676762577830e+06
5.646992312750e-12,5.000009445470e-02,9.499999055450e-01,1.000000000000e+04,4.000018375430e+03,9.380891896690e-04,2.500000121100e+03,1.810742716720e+22,7.676762665720e+06
5.741697197440e-12,5.000009603880e-02,9.499999039610e-01,1.000000000000e+04,4.000018683600e+03,9.380891896690e-04,2.500000123130e+03,1.810742718190e+22,7.676762754930e+06
5.837822655400e-12,5.000009764670e-02,9.499999023530e-01,1.000000000000e+04,4.000018996390e+03,9.380891896690e-04,2.500000125190e+03,1.810742719680e+22,7.676762845470e+06
