t,X_O,X_O2_1,X_O2_2,X_O2_3,X_O2_4,X_O2_5,X_O2_6,X_O2_7,X_O2_8,X_O2_9,X_O2_10,X_O2_11,X_O2_12,Th,Tg_1,Tg_2,Tg_3,Tg_4,Tg_5,Tg_6,Tg_7,Tg_8,Tg_9,Tg_10,Tg_11,Tg_12,rho,p,n,E
4.068828801030e-13,5.000000112050e-02,3.447390168350e-08,3.822784937800e-11,6.889380278910e-12,5.442238768460e-13,5.454356967410e-09,4.284823569640e-10,1.669461589850e-09,5.016534731900e-08,9.393783040810e-01,1.049363323560e-02,1.263174007010e-04,1.651925204340e-06,1.000000000000e+04,4.563162870150e+03,3.325870130530e+03,4.463529524860e+03,-2.843971679710e+11,5.460074369730e+03,5.148044874550e+03,5.922452729410e+03,2.324315004780e+03,5.000042165980e+02,5.000349119350e+02,5.007611590420e+02,5.266760261040e+02,7.504713517360e-03,2.000000001150e+04,1.448594104040e+23,4.526077129170e+06
4.229861233050e-13,5.000000116480e-02,3.583827773120e-08,3.974079736570e-11,7.162046612640e-12,5.657626994620e-13,5.670224686070e-09,4.454404579270e-10,1.735534067010e-09,5.123585497580e-08,9.393782951550e-01,1.049363740700e-02,1.263187247390e-04,1.652575223580e-06,1.000000000000e+04,4.563162986980e+03,3.325870094850e+03,4.463530551400e+03,-2.843971679660e+11,5.460074420640e+03,5.148044947410e+03,5.922452786090e+03,2.359820511770e+03,5.000043834790e+02,5.000362936340e+02,5.007912751600e+02,5.277207757650e+02,7.504713517360e-03,2.000000001190e+04,1.448594104070e+23,4.526077196670e+06
4.393309151550e-13,5.000000120990e-02,3.722311946680e-08,4.127643962660e-11,7.438803305140e-12,5.876246060950e-13,5.889330428940e-09,4.626529314310e-10,1.802597633970e-09,5.232242028490e-08,9.393782860960e-01,1.049364164100e-02,1.263200686390e-04,1.653234993130e-06,1.000000000000e+04,4.563163829130e+03,3.325870058600e+03,4.463531593460e+03,-2.843971679610e+11,5.460074485260e+03,5.148045021360e+03,5.922452843630e+03,2.394708465540e+03,5.000045528630e+02,5.000376960570e+02,5.008218423690e+02,5.287803486870e+02,7.504713517360e-03,2.000000001240e+04,1.448594104110e+23,4.526077265180e+06
4.559208788820e-13,5.000000125550e-02,3.862873387700e-08,4.283511657630e-11,7.719711722840e-12,6.098144430550e-13,6.111722766660e-09,4.801235930960e-10,1.870667157180e-09,5.342528411230e-08,9.393782769010e-01,1.049364593840e-02,1.263214326970e-04,1.653904659240e-06,1.000000000000e+04,4.563164985670e+03,3.325870021780e+03,4.463532651390e+03,-2.843971679550e+11,5.460074556250e+03,5.148045096410e+03,5.922452902040e+03,2.428997214240e+03,5.000047247870e+02,5.000391195160e+02,5.008528674160e+02,5.298549426450e+02,7.504713517360e-03,2.000000001290e+04,1.448594104140e+23,4.526077334720e+06
4.727596920650e-13,5.000000130190e-02,4.005543255350e-08,4.441717373690e-11,8.004834153020e-12,6.323371293500e-13,6.337450998420e-09,4.978563157750e-10,1.939757726040e-09,5.454469093670e-08,9.393782675680e-01,1.049365030040e-02,1.263228172160e-04,1.654584370360e-06,1.000000000000e+04,4.563166431190e+03,3.325869984400e+03,4.463533725430e+03,-2.843971679510e+11,5.460074633160e+03,5.148045172580e+03,5.922452961340e+03,2.462703979240e+03,5.000048992910e+02,5.000405643250e+02,5.008843571500e+02,5.309447576820e+02,7.504713517360e-03,2.000000001340e+04,1.448594104180e+23,4.526077405300e+06
4.898510874460e-13,5.000000134900e-02,4.150353176170e-08,4.602296181330e-11,8.294233817580e-12,6.551976577750e-13,6.566565162920e-09,5.158550304180e-10,2.009884656340e-09,5.568088890440e-08,9.393782580950e-01,1.049365472770e-02,1.263242225020e-04,1.655274277160e-06,1.000000000000e+04,4.563167480700e+03,3.325869946480e+03,4.463534816030e+03,-2.843971679460e+11,5.460074703710e+03,5.148045249890e+03,5.922453021550e+03,2.495844787210e+03,5.000050764120e+02,5.000420308050e+02,5.009163185200e+02,5.320499961280e+02,7.504713517360e-03,2.000000001380e+04,1.448594104210e+23,4.526077476940e+06
5.071988537580e-13,5.000000139680e-02,4.297335251130e-08,4.765283677100e-11,8.587974887130e-12,6.784010960190e-13,6.799116049440e-09,5.341237269370e-10,2.081063493590e-09,5.683412988370e-08,9.393782484800e-01,1.049365922150e-02,1.263256488680e-04,1.655974532590e-06,1.000000000000e+04,4.563167885650e+03,3.325869908050e+03,4.463535923510e+03,-2.843971679410e+11,5.460074763450e+03,5.148045328360e+03,5.922453082670e+03,2.528434827720e+03,5.000052561900e+02,5.000435192810e+02,5.009487585770e+02,5.331708626140e+02,7.504713517360e-03,2.000000001430e+04,1.448594104250e+23,4.526077549650e+06
5.248068365640e-13,5.000000144530e-02,4.446522062690e-08,4.930715991500e-11,8.886122495190e-12,7.019525877850e-13,7.035155209120e-09,5.526664550960e-10,2.153310016470e-09,5.800466952090e-08,9.393782387200e-01,1.049366378270e-02,1.263270966300e-04,1.656685291870e-06,1.000000000000e+04,4.563167498810e+03,3.325869869100e+03,4.463537048160e+03,-2.843971679360e+11,5.460074809760e+03,5.148045408020e+03,5.922453144730e+03,2.560488198300e+03,5.000054386640e+02,5.000450300830e+02,5.009816844820e+02,5.343075640830e+02,7.504713517360e-03,2.000000001480e+04,1.448594104280e+23,4.526077623460e+06
5.426789391130e-13,5.000000149450e-02,4.597946682080e-08,5.098629797000e-11,9.188742752670e-12,7.258573539360e-13,7.274734966350e-09,5.714873254050e-10,2.226640240370e-09,5.919276729730e-08,9.393782288140e-01,1.049366841230e-02,1.263285661080e-04,1.657406712560e-06,1.000000000000e+04,4.563166544860e+03,3.325869829600e+03,4.463538190150e+03,-2.843971679320e+11,5.460074846680e+03,5.148045488860e+03,5.922453207740e+03,2.592018168020e+03,5.000056238760e+02,5.000465635460e+02,5.010151034990e+02,5.354603098080e+02,7.504713517360e-03,2.000000001530e+04,1.448594104320e+23,4.526077698370e+06
5.608191231990e-13,5.000000154440e-02,4.751642676580e-08,5.269062316160e-11,9.495902762520e-12,7.501206936500e-13,7.517908430430e-09,5.905905100350e-10,2.301070420900e-09,6.039868658620e-08,9.393782187600e-01,1.049367311130e-02,1.263300576280e-04,1.658138954580e-06,1.000000000000e+04,4.563165767110e+03,3.325869789500e+03,4.463539349530e+03,-2.843971679270e+11,5.460074887570e+03,5.148045570920e+03,5.922453271710e+03,2.623037397200e+03,5.000058118650e+02,5.000481200090e+02,5.010490230010e+02,5.366293114060e+02,7.504713517360e-03,2.000000001580e+04,1.448594104360e+23,4.526077774410e+06
