t,X_O,X_O2_1,X_O2_2,X_O2_3,X_O2_4,X_O2_5,X_O2_6,X_O2_7,X_O2_8,Th,Tg_1,Tg_2,Tg_3,Tg_4,Tg_5,Tg_6,Tg_7,Tg_8,rho,p,n,E
5.426789391130e-13,5.000000077270e-02,4.241381929950e-03,3.520260443840e-04,7.158391378670e-06,7.799424710910e-01,1.588305199720e-01,6.619283567020e-03,1.444758068780e-06,5.713473704610e-06,1.000000000000e+04,4.000002004850e+03,4.000005804140e+03,4.000007393520e+03,4.000000273770e+03,4.000000470030e+03,4.000001225000e+03,4.000070586490e+03,4.000040535080e+03,9.380891896690e-04,2.500000000990e+03,1.810742629730e+22,6.227931784850e+06
5.608191231990e-13,5.000000079850e-02,4.241382072360e-03,3.520260753600e-04,7.158393261610e-06,7.799424701490e-01,1.588305205950e-01,6.619283679490e-03,1.444759663350e-06,5.713476691750e-06,1.000000000000e+04,4.000002071870e+03,4.000005998160e+03,4.000007640660e+03,4.000000282920e+03,4.000000485740e+03,4.000001265940e+03,4.000072945920e+03,4.000041890040e+03,9.380891896690e-04,2.500000001020e+03,1.810742629750e+22,6.227931791040e+06
5.792314100470e-13,5.000000082470e-02,4.241382216890e-03,3.520261068010e-04,7.158395172800e-06,7.799424691940e-01,1.588305212280e-01,6.619283793640e-03,1.444761281840e-06,5.713479723690e-06,1.000000000000e+04,4.000002139890e+03,4.000006195080e+03,4.000007891510e+03,4.000000292210e+03,4.000000501690e+03,4.000001307510e+03,4.000075340750e+03,4.000043265310e+03,9.380891896690e-04,2.500000001060e+03,1.810742629780e+22,6.227931797320e+06
5.979198811980e-13,5.000000085140e-02,4.241382363600e-03,3.520261387130e-04,7.158397112650e-06,7.799424682230e-01,1.588305218710e-01,6.619283909510e-03,1.444762924620e-06,5.713482801110e-06,1.000000000000e+04,4.000002208930e+03,4.000006394960e+03,4.000008146130e+03,4.000000301640e+03,4.000000517880e+03,4.000001349690e+03,4.000077771490e+03,4.000044661220e+03,9.380891896690e-04,2.500000001090e+03,1.810742629800e+22,6.227931803690e+06
6.168886794160e-13,5.000000087840e-02,4.241382512500e-03,3.520261711040e-04,7.158399081590e-06,7.799424672390e-01,1.588305225230e-01,6.619284027120e-03,1.444764592030e-06,5.713485924700e-06,1.000000000000e+04,4.000002279010e+03,4.000006597840e+03,4.000008404560e+03,4.000000311210e+03,4.000000534300e+03,4.000001392510e+03,4.000080238680e+03,4.000046078060e+03,9.380891896690e-04,2.500000001130e+03,1.810742629830e+22,6.227931810160e+06
6.361420096070e-13,5.000000090580e-02,4.241382663640e-03,3.520262039810e-04,7.158401080080e-06,7.799424662390e-01,1.588305231850e-01,6.619284146490e-03,1.444766284450e-06,5.713489095130e-06,1.000000000000e+04,4.000002350140e+03,4.000006803760e+03,4.000008666860e+03,4.000000320920e+03,4.000000550980e+03,4.000001435970e+03,4.000082742880e+03,4.000047516160e+03,9.380891896690e-04,2.500000001160e+03,1.810742629850e+22,6.227931816730e+06
6.556841397510e-13,5.000000093360e-02,4.241382817050e-03,3.520262373510e-04,7.158403108540e-06,7.799424652250e-01,1.588305238560e-01,6.619284267650e-03,1.444768002260e-06,5.713492313130e-06,1.000000000000e+04,4.000002422340e+03,4.000007012770e+03,4.000008933110e+03,4.000000330780e+03,4.000000567910e+03,4.000001480080e+03,4.000085284640e+03,4.000048975830e+03,9.380891896690e-04,2.500000001200e+03,1.810742629880e+22,6.227931823390e+06
6.755194018480e-13,5.000000096180e-02,4.241382972750e-03,3.520262712210e-04,7.158405167420e-06,7.799424641950e-01,1.588305245380e-01,6.619284390630e-03,1.444769745840e-06,5.713495579390e-06,1.000000000000e+04,4.000002495610e+03,4.000007224910e+03,4.000009203340e+03,4.000000340780e+03,4.000000585090e+03,4.000001524860e+03,4.000087864520e+03,4.000050457380e+03,9.380891896690e-04,2.500000001230e+03,1.810742629900e+22,6.227931830160e+06
6.956521928750e-13,5.000000099050e-02,4.241383130800e-03,3.520263056000e-04,7.158407257190e-06,7.799424631500e-01,1.588305252300e-01,6.619284515450e-03,1.444771515570e-06,5.713498894650e-06,1.000000000000e+04,4.000002569990e+03,4.000007440240e+03,4.000009477630e+03,4.000000350940e+03,4.000000602520e+03,4.000001570300e+03,4.000090483090e+03,4.000051961170e+03,9.380891896690e-04,2.500000001270e+03,1.810742629930e+22,6.227931837030e+06
7.160869757680e-13,5.000000101960e-02,4.241383291210e-03,3.520263404940e-04,7.158409378310e-06,7.799424620890e-01,1.588305259330e-01,6.619284642150e-03,1.444773311850e-06,5.713502259630e-06,1.000000000000e+04,4.000002645490e+03,4.000007658800e+03,4.000009756030e+03,4.000000361250e+03,4.000000620220e+03,4.000001616430e+03,4.000093140940e+03,4.000053487500e+03,9.380891896690e-04,2.500000001310e+03,1.810742629960e+22,6.227931844000e+06
7.368282804050e-13,5.000000104910e-02,4.241383454030e-03,3.520263759120e-04,7.158411531240e-06,7.799424610120e-01,1.588305266460e-01,6.619284770740e-03,1.444775135070e-06,5.713505675090e-06,1.000000000000e+04,4.000002722110e+03,4.000007880630e+03,4.000010038610e+03,4.000000371710e+03,4.000000638190e+03,4.000001663250e+03,4.000095838640e+03,4.000055036730e+03,9.380891896690e-04,2.500000001350e+03,1.810742629980e+22,6.227931851070e+06
7.578807046110e-13,5.000000107910e-02,4.241383619290e-03,3.520264118610e-04,7.158413716470e-06,7.799424599190e-01,1.588305273690e-01,6.619284901270e-03,1.444776985640e-06,5.713509141790e-06,1.000000000000e+04,4.000002799890e+03,4.000008105790e+03,4.000010325430e+03,4.000000382330e+03,4.000000656420e+03,4.000001710770e+03,4.000098576810e+03,4.000056609200e+03,9.380891896690e-04,2.500000001380e+03,1.810742630010e+22,6.227931858250e+06
7.792489151800e-13,5.000000110950e-02,4.241383787030e-03,3.520264483490e-04,7.158415934480e-06,7.799424588100e-01,1.588305281040e-01,6.619285033750e-03,1.444778863970e-06,5.713512660480e-06,1.000000000000e+04,4.000002878830e+03,4.000008334330e+03,4.000010616550e+03,4.000000393110e+03,4.000000674930e+03,4.000001759010e+03,4.000101356040e+03,4.000058205260e+03,9.380891896690e-04,2.500000001420e+03,1.810742630040e+22,6.227931865540e+06
8.009376489080e-13,5.000000114040e-02,4.241383957290e-03,3.520264853840e-04,7.158418185750e-06,7.799424576840e-01,1.588305288490e-01,6.619285168220e-03,1.444780770470e-06,5.713516231950e-06,1.000000000000e+04,4.000002958950e+03,4.000008566300e+03,4.000010912040e+03,4.000000404060e+03,4.000000693710e+03,4.000001807970e+03,4.000104176950e+03,4.000059825250e+03,9.380891896690e-04,2.500000001460e+03,1.810742630070e+22,6.227931872930e+06
8.229517136420e-13,5.000000117180e-02,4.241384130100e-03,3.520265229750e-04,7.158420470800e-06,7.799424565410e-01,1.588305296060e-01,6.619285304700e-03,1.444782705570e-06,5.713519857000e-06,1.000000000000e+04,4.000003040280e+03,4.000008801750e+03,4.000011211950e+03,4.000000415160e+03,4.000000712780e+03,4.000001857660e+03,4.000107040180e+03,4.000061469540e+03,9.380891896690e-04,2.500000001500e+03,1.810742630100e+22,6.227931880440e+06
8.452959893460e-13,5.000000120360e-02,4.241384305500e-03,3.520265611300e-04,7.158422790120e-06,7.799424553810e-01,1.588305303740e-01,6.619285443240e-03,1.444784669700e-06,5.713523536420e-06,1.000000000000e+04,4.000003122830e+03,4.000009040730e+03,4.000011516370e+03,4.000000426430e+03,4.000000732130e+03,4.000001908100e+03,4.000109946340e+03,4.000063138490e+03,9.380891896690e-04,2.500000001540e+03,1.810742630130e+22,6.227931888060e+06
8.679754291860e-13,5.000000123590e-02,4.241384483530e-03,3.520265998570e-04,7.158425144230e-06,7.799424542040e-01,1.588305311540e-01,6.619285583850e-03,1.444786663290e-06,5.713527271030e-06,1.000000000000e+04,4.000003206620e+03,4.000009283290e+03,4.000011825350e+03,4.000000437870e+03,4.000000751780e+03,4.000001959290e+03,4.000112896090e+03,4.000064832480e+03,9.380891896690e-04,2.500000001580e+03,1.810742630160e+22,6.227931895800e+06
8.909950606240e-13,5.000000126860e-02,4.241384664240e-03,3.520266391650e-04,7.158427533650e-06,7.799424530090e-01,1.588305319450e-01,6.619285726570e-03,1.444788686780e-06,5.713531061660e-06,1.000000000000e+04,4.000003291660e+03,4.000009529490e+03,4.000012138970e+03,4.000000449490e+03,4.000000771720e+03,4.000002011250e+03,4.000115890070e+03,4.000066551870e+03,9.380891896690e-04,2.500000001630e+03,1.810742630190e+22,6.227931903650e+06
