t,X_O,X_O2_1,X_O2_2,X_O2_3,X_O2_4,X_O2_5,X_O2_6,X_O2_7,X_O2_8,X_O2_9,X_O2_10,X_O2_11,X_O2_12,Th,Tg_1,Tg_2,Tg_3,Tg_4,Tg_5,Tg_6,Tg_7,Tg_8,Tg_9,Tg_10,Tg_11,Tg_12,rho,p,n,E
3.910176158650e-13,4.999999787890e-02,3.312968669550e-08,3.673725765850e-11,6.620742454410e-12,5.230020880020e-13,5.241679073780e-09,4.117748409230e-10,1.604365447330e-09,4.911065841630e-08,9.393783160360e-01,1.049362916120e-02,1.263160966520e-04,1.651284795810e-06,1.000000000000e+04,4.522826999320e+03,3.326010159870e+03,4.464076203070e+03,4.054559447280e+02,5.459388347710e+03,5.148051760050e+03,5.922473717580e+03,2.288669950850e+03,5.000040521840e+02,5.000335506520e+02,5.007314873220e+02,5.256459093170e+02,7.504713504400e-03,1.999999994370e+04,1.448594099130e+23,4.526077029770e+06
4.068828801030e-13,4.999999792260e-02,3.447389941530e-08,3.822784664390e-11,6.889378806760e-12,5.442224994790e-13,5.454356606690e-09,4.284823273690e-10,1.669461476850e-09,5.016534565920e-08,9.393783072430e-01,1.049363327090e-02,1.263174011240e-04,1.651925208800e-06,1.000000000000e+04,4.524281343370e+03,3.326005081220e+03,4.464057471300e+03,4.057373824280e+02,5.459413100180e+03,5.148051580300e+03,5.922473014410e+03,2.324611989200e+03,5.000042165980e+02,5.000349119330e+02,5.007611589930e+02,5.266760312060e+02,7.504713504400e-03,1.999999994420e+04,1.448594099160e+23,4.526077096270e+06
4.229861233050e-13,4.999999796690e-02,3.583827537180e-08,3.974079451560e-11,7.162045057260e-12,5.657612147840e-13,5.670224310760e-09,4.454404271070e-10,1.735533949390e-09,5.123585324710e-08,9.393782983180e-01,1.049363744230e-02,1.263187251620e-04,1.652575228000e-06,1.000000000000e+04,4.525656520910e+03,3.326000276830e+03,4.464039830640e+03,4.060413419240e+02,5.459436507440e+03,5.148051415320e+03,5.922472353460e+03,2.359932694810e+03,5.000043834790e+02,5.000362936320e+02,5.007912751080e+02,5.277207808060e+02,7.504713504400e-03,1.999999994460e+04,1.448594099200e+23,4.526077163760e+06
4.393309151550e-13,4.999999801190e-02,3.722311701470e-08,4.127643665850e-11,7.438801665130e-12,5.876230084030e-13,5.889330038820e-09,4.626528993680e-10,1.802597511670e-09,5.232241848640e-08,9.393782892580e-01,1.049364167630e-02,1.263200690620e-04,1.653234997510e-06,1.000000000000e+04,4.526990796610e+03,3.325995614740e+03,4.464022764680e+03,4.061144629150e+02,5.459459215540e+03,5.148051258530e+03,5.922471714880e+03,2.394699782680e+03,5.000045528620e+02,5.000376960550e+02,5.008218423150e+02,5.287803536540e+02,7.504713504400e-03,1.999999994510e+04,1.448594099230e+23,4.526077232270e+06
4.559208788820e-13,4.999999805760e-02,3.862873133090e-08,4.283511348840e-11,7.719709996720e-12,6.098127264380e-13,6.111722361510e-09,4.801235597700e-10,1.870667030110e-09,5.342528224280e-08,9.393782800630e-01,1.049364597380e-02,1.263214331200e-04,1.653904663580e-06,1.000000000000e+04,4.528245629920e+03,3.325991227560e+03,4.464006792920e+03,4.060782519570e+02,5.459480575270e+03,5.148051116580e+03,5.922471118630e+03,2.428853700650e+03,5.000047247870e+02,5.000391195130e+02,5.008528673610e+02,5.298549475090e+02,7.504713504400e-03,1.999999994560e+04,1.448594099260e+23,4.526077301800e+06
4.727596920650e-13,4.999999810400e-02,4.005542991190e-08,4.441717052720e-11,8.004832339230e-12,6.323352876810e-13,6.337450577990e-09,4.978562811670e-10,1.939757594140e-09,5.454468899540e-08,9.393782707300e-01,1.049365033570e-02,1.263228176380e-04,1.654584374660e-06,1.000000000000e+04,4.529369586880e+03,3.325987292330e+03,4.463992608720e+03,4.060048225070e+02,5.459499720040e+03,5.148050998310e+03,5.922470591350e+03,2.462315557590e+03,5.000048992900e+02,5.000405643220e+02,5.008843570920e+02,5.309447624010e+02,7.504713504400e-03,1.999999994600e+04,1.448594099300e+23,4.526077372370e+06
4.898510874460e-13,4.999999815100e-02,4.150352902320e-08,4.602295847970e-11,8.294231914590e-12,6.551956847040e-13,6.566564726970e-09,5.158549945080e-10,2.009884519530e-09,5.568088689010e-08,9.393782612570e-01,1.049365476300e-02,1.263242229250e-04,1.655274281420e-06,1.000000000000e+04,4.530448305540e+03,3.325983513790e+03,4.463979056480e+03,4.059533598330e+02,5.459518095200e+03,5.148050889020e+03,5.922470088650e+03,2.495240135180e+03,5.000050764110e+02,5.000420308020e+02,5.009163184600e+02,5.320500007000e+02,7.504713504400e-03,1.999999994650e+04,1.448594099330e+23,4.526077444010e+06
5.071988537580e-13,4.999999819880e-02,4.297334967440e-08,4.765283331140e-11,8.587972893410e-12,6.783989849630e-13,6.799115597750e-09,5.341236897050e-10,2.081063351790e-09,5.683412779520e-08,9.393782516420e-01,1.049365925680e-02,1.263256492910e-04,1.655974536800e-06,1.000000000000e+04,4.531505368090e+03,3.325979810500e+03,4.463965817540e+03,4.059353696540e+02,5.459536099610e+03,5.148050784650e+03,5.922469598280e+03,2.527680396240e+03,5.000052561890e+02,5.000435192780e+02,5.009487585160e+02,5.331708670540e+02,7.504713504400e-03,1.999999994700e+04,1.448594099370e+23,4.526077516720e+06
5.248068365640e-13,4.999999824730e-02,4.446521769010e-08,4.930715632720e-11,8.886120409250e-12,7.019503319270e-13,7.035154741450e-09,5.526664165220e-10,2.153309869610e-09,5.800466735720e-08,9.393782418820e-01,1.049366381800e-02,1.263270970520e-04,1.656685296040e-06,1.000000000000e+04,4.532553126470e+03,3.325976139820e+03,4.463952725290e+03,4.059271824510e+02,5.459553941940e+03,5.148050683110e+03,5.922469113850e+03,2.559664944120e+03,5.000054386640e+02,5.000450300800e+02,5.009816844180e+02,5.343075684160e+02,7.504713504400e-03,1.999999994750e+04,1.448594099410e+23,4.526077590520e+06
5.426789391130e-13,4.999999829650e-02,4.597946378260e-08,5.098629425210e-11,9.188740573580e-12,7.258549462190e-13,7.274734482460e-09,5.714872854710e-10,2.226640088380e-09,5.919276505720e-08,9.393782319770e-01,1.049366844760e-02,1.263285665300e-04,1.657406716680e-06,1.000000000000e+04,4.533517131710e+03,3.325972759260e+03,4.463940788030e+03,4.059146967000e+02,5.459570361330e+03,5.148050597230e+03,5.922468674120e+03,2.591023539900e+03,5.000056238750e+02,5.000465635430e+02,5.010151034330e+02,5.354603139730e+02,7.504713504400e-03,1.999999994800e+04,1.448594099440e+23,4.526077665430e+06
