t,X_O,X_O2,Th,Tv,rho,p,n,E
4.235165104230e-12,5.000050258820e-02,9.499994974120e-01,1.000000000000e+04,5.003766028110e+02,7.504713517360e-03,2.000000515480e+04,1.448594476570e+23,6.930940600820e+06
4.308692580790e-12,5.000051131380e-02,9.499994886860e-01,1.000000000000e+04,5.003831345170e+02,7.504713517360e-03,2.000000524420e+04,1.448594483050e+23,6.930941052050e+06
4.383322969500e-12,5.000052017030e-02,9.499994798300e-01,1.000000000000e+04,5.003897639680e+02,7.504713517360e-03,2.000000533510e+04,1.448594489630e+23,6.930941510040e+06
4.459072814050e-12,5.000052915960e-02,9.499994708400e-01,1.000000000000e+04,5.003964926230e+02,7.504713517360e-03,2.000000542730e+04,1.448594496300e+23,6.930941974900e+06
4.535958906260e-12,5.000053828370e-02,9.499994617160e-01,1.000000000000e+04,5.004033219630e+02,7.504713517360e-03,2.000000552090e+04,1.448594503080e+23,6.930942446720e+06
4.613998289850e-12,5.000054754470e-02,9.499994524550e-01,1.000000000000e+04,5.004102534900e+02,7.504713517360e-03,2.000000561580e+04,1.448594509960e+23,6.930942925620e+06
4.693208264200e-12,5.000055694460e-02,9.499994430550e-01,1.000000000000e+04,5.004172887310e+02,7.504713517360e-03,2.000000571230e+04,1.448594516940e+23,6.930943411690e+06
4.773606388160e-12,5.000056648550e-02,9.499994335140e-01,1.000000000000e+04,5.004244292330e+02,7.504713517360e-03,2.000000581010e+04,1.448594524030e+23,6.930943905050e+06
4.855210483990e-12,5.000057616960e-02,9.499994238300e-01,1.000000000000e+04,5.004316765670e+02,7.504713517360e-03,2.000000590940e+04,1.448594531230e+23,6.930944405810e+06
4.938038641250e-12,5.000058599890e-02,9.499994140010e-01,1.000000000000e+04,5.004390323270e+02,7.504713517360e-03,2.000000601020e+04,1.448594538530e+23,6.930944914060e+06
5.022109220860e-12,5.000059597560e-02,9.499994040240e-01,1.000000000000e+04,5.004464981300e+02,7.504713517360e-03,2.000000611260e+04,1.448594545940e+23,6.930945429940e+06
5.107440859180e-12,5.000060610200e-02,9.499993938980e-01,1.000000000000e+04,5.004540756190e+02,7.504713517360e-03,2.000000621640e+04,1.448594553460e+23,6.930945953540e+06
5.194052472060e-12,5.000061638030e-02,9.499993836200e-01,1.000000000000e+04,5.004617664600e+02,7.504713517360e-03,2.000000632190e+04,1.448594561100e+23,6.930946485000e+06
5.281963259150e-12,5.000062681280e-02,9.499993731870e-01,1.000000000000e+04,5.004695723430e+02,7.504713517360e-03,2.000000642890e+04,1.448594568850e+23,6.930947024410e+06
5.371192708030e-12,5.000063740180e-02,9.499993625980e-01,1.000000000000e+04,5.004774949850e+02,7.504713517360e-03,2.000000653750e+04,1.448594576710e+23,6.930947571910e+06
5.461760598650e-12,5.000064814960e-02,9.499993518500e-01,1.000000000000e+04,5.004855361270e+02,7.504713517360e-03,2.000000664770e+04,1.448594584700e+23,6.930948127620e+06
5.553687007630e-12,5.000065905860e-02,9.499993409410e-01,1.000000000000e+04,5.004936975360e+02,7.504713517360e-03,2.000000675960e+04,1.448594592800e+23,6.930948691650e+06
5.646992312750e-12,5.000067013120e-02,9.499993298690e-01,1.000000000000e+04,5.005019810060e+02,7.504713517360e-03,2.000000687310e+04,1.448594601030e+23,6.930949264130e+06
5.741697197440e-12,5.000068137000e-02,9.499993186300e-01,1.000000000000e+04,5.005103883560e+02,7.504713517360e-03,2.000000698840e+04,1.448594609380e+23,6.930949845200e+06
5.837822655400e-12,5.000069277730e-02,9.499993072230e-01,1.000000000000e+04,5.005189214340e+02,7.504713517360e-03,2.000000710540e+04,1.448594617850e+23,6.930950434970e+06
