vqn,jqn,E,egam,rMin,rMax,VMin,VMax,Tau,ri,ro,EVib,ERot,g
0,50,-4.66258035e+00,0.00000000e+00,2.30149980e+00,4.92840160e+00,4.53002732e-01,5.27136210e+00,8.97328640e+02,2.20910990e+00,2.40689360e+00,-5.11304567e+00,4.50465321e-01,1.51500000e+02
2,19,-4.66212399e+00,0.00000000e+00,2.28491470e+00,8.41354590e+00,6.79891276e-02,5.21475396e+00,9.07186570e+02,2.09535460e+00,2.53880230e+00,-4.72822964e+00,6.61056527e-02,5.85000000e+01
1,38,-4.65925065e+00,0.00000000e+00,2.29329090e+00,6.28333860e+00,2.64208416e-01,5.23561884e+00,9.02483150e+02,2.14115010e+00,2.48422310e+00,-4.91903682e+00,2.59786170e-01,1.15500000e+02
2,20,-4.65517553e+00,0.00000000e+00,2.28521860e+00,8.23590850e+00,7.51365465e-02,5.21529274e+00,9.07569430e+02,2.09562450e+00,2.53916520e+00,-4.72822964e+00,7.30541100e-02,6.15000000e+01
2,21,-4.64788171e+00,0.00000000e+00,2.28554990e+00,8.07062400e+00,8.26393027e-02,5.21588269e+00,9.07971820e+02,2.09590800e+00,2.53954640e+00,-4.72822964e+00,8.03479344e-02,6.45000000e+01
1,39,-4.64565018e+00,0.00000000e+00,2.29390030e+00,6.19191610e+00,2.78042459e-01,5.23748908e+00,9.03225270e+02,2.14169330e+00,2.48490680e+00,-4.91903682e+00,2.73386643e-01,1.18500000e+02
0,51,-4.64472219e+00,0.00000000e+00,2.30230820e+00,4.91133650e+00,4.70963016e-01,5.27529387e+00,8.98291680e+02,2.20985370e+00,2.40774340e+00,-5.11304567e+00,4.68323481e-01,1.54500000e+02
2,22,-4.64024281e+00,0.00000000e+00,2.28586170e+00,7.91650540e+00,9.04970915e-02,5.21652542e+00,9.08393780e+02,2.09620520e+00,2.53994600e+00,-4.72822964e+00,8.79868265e-02,6.75000000e+01
2,23,-4.63225921e+00,0.00000000e+00,2.28622580e+00,7.77245910e+00,9.87096053e-02,5.21722312e+00,9.08835390e+02,2.09651600e+00,2.54036400e+00,-4.72822964e+00,9.59704326e-02,7.05000000e+01
1,40,-4.63170848e+00,0.00000000e+00,2.29452220e+00,6.09181830e+00,2.92223733e-01,5.23946735e+00,9.03987840e+02,2.14225080e+00,2.48560860e+00,-4.91903682e+00,2.87328348e-01,1.21500000e+02
0,52,-4.62652658e+00,0.00000000e+00,2.30311960e+00,4.89531700e+00,4.89262789e-01,5.27932987e+00,8.99276040e+02,2.21061290e+00,2.40861090e+00,-5.11304567e+00,4.86519089e-01,1.57500000e+02
2,24,-4.62393116e+00,0.00000000e+00,2.28657600e+00,7.63756260e+00,1.07276518e-01,5.21797769e+00,9.09296690e+02,2.09684050e+00,2.54080040e+00,-4.72822964e+00,1.04298481e-01,7.35000000e+01
1,41,-4.61742617e+00,0.00000000e+00,2.29514330e+00,5.97339570e+00,3.06751680e-01,5.24156834e+00,9.04770960e+02,2.14282280e+00,2.48632860e+00,-4.91903682e+00,3.01610658e-01,1.24500000e+02
