vqn,jqn,E,egam,rMin,rMax,VMin,VMax,Tau,ri,ro,EVib,ERot,g
13,91,-4.50232129e+00,0.00000000e+00,2.12523010e+00,5.15298360e+00,-7.87379558e+00,2.51802547e-01,7.59394640e+02,1.78090050e+00,2.77446470e+00,-6.27481316e+00,1.77249187e+00,9.15000000e+01
20,27,-4.50158522e+00,0.00000000e+00,2.07833770e+00,7.96363610e+00,-9.71225686e+00,9.08172744e-03,7.88909770e+02,1.68913090e+00,2.92479120e+00,-4.65346726e+00,1.51882043e-01,2.75000000e+01
16,71,-4.49890381e+00,0.00000000e+00,2.10486480e+00,5.55135260e+00,-8.65070517e+00,1.29456190e-01,7.71763380e+02,1.73879900e+00,2.84153680e+00,-5.55776538e+00,1.05886157e+00,7.15000000e+01
17,63,-4.49717942e+00,0.00000000e+00,2.09821530e+00,5.76375060e+00,-8.91139144e+00,9.33966127e-02,7.76043850e+02,1.72581450e+00,2.86301480e+00,-5.32609027e+00,8.28910843e-01,6.35000000e+01
14,85,-4.49574756e+00,0.00000000e+00,2.11854430e+00,5.25982410e+00,-8.12524440e+00,2.10012242e-01,7.63666480e+02,1.76643580e+00,2.79760700e+00,-6.03214982e+00,1.53640226e+00,8.55000000e+01
7,122,-4.49556198e+00,0.00000000e+00,2.16816910e+00,4.69575110e+00,-6.33877485e+00,5.46708061e-01,7.36672790e+02,1.88635050e+00,2.62162490e+00,-7.80628009e+00,3.31071811e+00,1.22500000e+02
12,97,-4.49445828e+00,0.00000000e+00,2.13242240e+00,5.05342400e+00,-7.60704661e+00,2.98245316e-01,7.55735760e+02,1.79639530e+00,2.75143940e+00,-6.52109780e+00,2.02663951e+00,9.75000000e+01
18,54,-4.49221634e+00,0.00000000e+00,2.09172650e+00,6.08414760e+00,-9.16934324e+00,6.09629953e-02,7.80533200e+02,1.71335270e+00,2.88429310e+00,-5.09812788e+00,6.05911543e-01,5.45000000e+01
3,139,-4.49167565e+00,0.00000000e+00,2.19825240e+00,4.49450300e+00,-5.34249296e+00,7.72140414e-01,7.22344250e+02,1.98871530e+00,2.48868370e+00,-8.89813357e+00,4.40645792e+00,1.39500000e+02
19,43,-4.49089278e+00,0.00000000e+00,2.08518490e+00,6.68462160e+00,-9.43281786e+00,3.24128796e-02,7.84946340e+02,1.70120450e+00,2.90503620e+00,-4.87390897e+00,3.83016190e-01,4.35000000e+01
20,28,-4.49036923e+00,0.00000000e+00,2.07867380e+00,7.86236920e+00,-9.69843837e+00,1.00353380e-02,7.89401590e+02,1.68941010e+00,2.92542690e+00,-4.65346726e+00,1.63098037e-01,2.85000000e+01
4,135,-4.48923587e+00,0.00000000e+00,2.19072150e+00,4.53919060e+00,-5.58599197e+00,7.14656611e-01,7.25988970e+02,1.95879660e+00,2.52640340e+00,-8.61991201e+00,4.13067613e+00,1.35500000e+02
2,143,-4.48767993e+00,0.00000000e+00,2.20607240e+00,4.45131970e+00,-5.09365372e+00,8.32463944e-01,7.18936630e+02,2.02399860e+00,2.44609220e+00,-9.17983847e+00,4.69215854e+00,1.43500000e+02
5,131,-4.48042319e+00,0.00000000e+00,2.18347470e+00,4.58546270e+00,-5.82400760e+00,6.59951880e-01,7.29882760e+02,1.93256310e+00,2.56093960e+00,-8.34518738e+00,3.86476419e+00,1.31500000e+02
10,108,-4.48009203e+00,0.00000000e+00,2.14697350e+00,4.88589320e+00,-7.07941001e+00,3.96197717e-01,7.48503080e+02,1.82967720e+00,2.70313190e+00,-7.02446238e+00,2.54437035e+00,1.08500000e+02
20,29,-4.47875785e+00,0.00000000e+00,2.07902150e+00,7.76592630e+00,-9.68413143e+00,1.10481313e-02,7.89911790e+02,1.68969950e+00,2.92608580e+00,-4.65346726e+00,1.74709412e-01,2.95000000e+01
9,113,-4.47817852e+00,0.00000000e+00,2.15419130e+00,4.81523160e+00,-6.82356275e+00,4.46504243e-01,7.44760850e+02,1.84756710e+00,2.67741490e+00,-7.28151239e+00,2.80333386e+00,1.13500000e+02
1,147,-4.47719156e+00,0.00000000e+00,2.21419650e+00,4.40955590e+00,-4.83962281e+00,8.95687339e-01,7.15754650e+02,2.06831110e+00,2.39495610e+00,-9.46501200e+00,4.98782043e+00,1.47500000e+02
15,79,-4.47490717e+00,0.00000000e+00,2.11235860e+00,5.37599150e+00,-8.36107441e+00,1.72667191e-01,7.68579640e+02,1.75292270e+00,2.82096960e+00,-5.79312654e+00,1.31821937e+00,7.95000000e+01
19,44,-4.47320945e+00,0.00000000e+00,2.08571540e+00,6.61967570e+00,-9.41124765e+00,3.45330528e-02,7.85708650e+02,1.70164690e+00,2.90602170e+00,-4.87390897e+00,4.00699516e-01,4.45000000e+01
11,103,-4.47201079e+00,0.00000000e+00,2.14013860e+00,4.95986360e+00,-7.32533709e+00,3.49557438e-01,7.52665570e+02,1.81301470e+00,2.72841550e+00,-6.77098604e+00,2.29897525e+00,1.03500000e+02
17,64,-4.47126111e+00,0.00000000e+00,2.09900280e+00,5.73438430e+00,-8.88040909e+00,9.75252156e-02,7.77118840e+02,1.72646860e+00,2.86440690e+00,-5.32609027e+00,8.54829154e-01,6.45000000e+01
18,55,-4.47002898e+00,0.00000000e+00,2.09239700e+00,6.04231500e+00,-9.14255090e+00,6.41529792e-02,7.81471580e+02,1.71391020e+00,2.88550730e+00,-5.09812788e+00,6.28098900e-01,5.55000000e+01
16,72,-4.46963714e+00,0.00000000e+00,2.10575530e+00,5.52780090e+00,-8.61607160e+00,1.34458725e-01,7.72954750e+02,1.73954140e+00,2.84307980e+00,-5.55776538e+00,1.08812824e+00,7.25000000e+01
20,30,-4.46675110e+00,0.00000000e+00,2.07938140e+00,7.67364110e+00,-9.66933605e+00,1.21215985e-02,7.90440450e+02,1.68999890e+00,2.92676800e+00,-4.65346726e+00,1.86716168e-01,3.05000000e+01
8,118,-4.46616469e+00,0.00000000e+00,2.16179800e+00,4.74767180e+00,-6.55802387e+00,5.00606731e-01,7.41421290e+02,1.86685270e+00,2.65108110e+00,-7.54212246e+00,3.07595777e+00,1.18500000e+02
6,127,-4.46530535e+00,0.00000000e+00,2.17650640e+00,4.63339460e+00,-6.05639946e+00,6.07964915e-01,7.34038160e+02,1.90907730e+00,2.59323910e+00,-8.07397248e+00,3.60866712e+00,1.27500000e+02
13,92,-4.46451323e+00,0.00000000e+00,2.12639240e+00,5.13592690e+00,-7.83039095e+00,2.59214164e-01,7.60851960e+02,1.78187650e+00,2.77634800e+00,-6.27481316e+00,1.81029993e+00,9.25000000e+01
14,86,-4.46053955e+00,0.00000000e+00,2.11962670e+00,5.24143700e+00,-8.08441261e+00,2.16663146e-01,7.65049390e+02,1.76733930e+00,2.79939570e+00,-6.03214982e+00,1.57161027e+00,8.65000000e+01
0,151,-4.46015941e+00,0.00000000e+00,2.22262690e+00,4.36912360e+00,-4.58055181e+00,9.61870625e-01,7.12787200e+02,2.13424150e+00,2.32267870e+00,-9.75363811e+00,5.29347870e+00,1.51500000e+02
19,45,-4.45513618e+00,0.00000000e+00,2.08625910e+00,6.55651440e+00,-9.38919880e+00,3.67437829e-02,7.86490200e+02,1.70209970e+00,2.90703100e+00,-4.87390897e+00,4.18772782e-01,4.55000000e+01
20,31,-4.45435032e+00,0.00000000e+00,2.07975460e+00,7.58494420e+00,-9.65405304e+00,1.32572994e-02,7.90987680e+02,1.69030850e+00,2.92747360e+00,-4.65346726e+00,1.99116946e-01,3.15000000e+01
12,98,-4.45405181e+00,0.00000000e+00,2.13367120e+00,5.03744040e+00,-7.56112439e+00,3.06453225e-01,7.57267910e+02,1.79744620e+00,2.75341510e+00,-6.52109780e+00,2.06704599e+00,9.85000000e+01
18,56,-4.44745686e+00,0.00000000e+00,2.09307820e+00,6.00230800e+00,-9.11528889e+00,6.74452344e-02,7.82429900e+02,1.71447840e+00,2.88674560e+00,-5.09812788e+00,6.50671025e-01,5.65000000e+01
17,65,-4.44496320e+00,0.00000000e+00,2.09979860e+00,5.70594400e+00,-8.84896632e+00,1.01760800e-01,7.78214400e+02,1.72713360e+00,2.86582320e+00,-5.32609027e+00,8.81127064e-01,6.55000000e+01
7,123,-4.44395665e+00,0.00000000e+00,2.16980340e+00,4.68305710e+00,-6.28303203e+00,5.58633401e-01,7.38468490e+02,1.88775260e+00,2.62389880e+00,-7.80628009e+00,3.36232344e+00,1.23500000e+02
15,80,-4.44229812e+00,0.00000000e+00,2.11335540e+00,5.35586310e+00,-8.32286689e+00,1.78591085e-01,7.69888200e+02,1.75375580e+00,2.82266130e+00,-5.79312654e+00,1.35082842e+00,8.05000000e+01
20,32,-4.44155525e+00,0.00000000e+00,2.08014260e+00,7.49934970e+00,-9.63828268e+00,1.44568667e-02,7.91553550e+02,1.69062820e+00,2.92820260e+00,-4.65346726e+00,2.11912017e-01,3.25000000e+01
16,73,-4.43999549e+00,0.00000000e+00,2.10665900e+00,5.50477420e+00,-8.58098658e+00,1.39573645e-01,7.74167260e+02,1.74029490e+00,2.84464730e+00,-5.55776538e+00,1.11776989e+00,7.35000000e+01
21,0,-4.43684060e+00,0.00000000e+00,2.07381110e+00,5.21838540e+01,-9.89924079e+00,6.53249740e-08,7.96320140e+02,1.67928010e+00,2.94860860e+00,-4.43684060e+00,0.00000000e+00,5.00000000e-01
19,46,-4.43667407e+00,0.00000000e+00,2.08681760e+00,6.49528510e+00,-9.36667185e+00,3.90469256e-02,7.87291120e+02,1.70256290e+00,2.90806400e+00,-4.87390897e+00,4.37234898e-01,4.65000000e+01
21,1,-4.43644250e+00,0.00000000e+00,2.07382180e+00,3.02772540e+01,-9.89874500e+00,1.75078336e-06,7.96338140e+02,1.67929000e+00,2.94863170e+00,-4.43684060e+00,3.98102733e-04,1.50000000e+00
21,2,-4.43564629e+00,0.00000000e+00,2.07384730e+00,2.35679390e+01,-9.89775368e+00,8.04598032e-06,7.96374140e+02,1.67930980e+00,2.94867800e+00,-4.43684060e+00,1.19430820e-03,2.50000000e+00
10,109,-4.43485499e+00,0.00000000e+00,2.14838780e+00,4.87150380e+00,-7.02902702e+00,4.05961575e-01,7.50163410e+02,1.83087320e+00,2.70526020e+00,-7.02446238e+00,2.58960739e+00,1.09500000e+02
21,3,-4.43445198e+00,0.00000000e+00,2.07388190e+00,2.00153490e+01,-9.89626658e+00,2.19173321e-05,7.96428150e+02,1.67933960e+00,2.94874740e+00,-4.43684060e+00,2.38861640e-03,3.50000000e+00
21,4,-4.43285957e+00,0.00000000e+00,2.07393130e+00,1.77363160e+01,-9.89428369e+00,4.62466638e-05,7.96500170e+02,1.67937930e+00,2.94883990e+00,-4.43684060e+00,3.98102733e-03,4.50000000e+00
3,140,-4.43215235e+00,0.00000000e+00,2.20017990e+00,4.48356940e+00,-5.28077806e+00,7.86952720e-01,7.24282150e+02,1.99042410e+00,2.49105420e+00,-8.89813357e+00,4.46598122e+00,1.40500000e+02
4,136,-4.43160894e+00,0.00000000e+00,2.19257830e+00,4.52787320e+00,-5.52562593e+00,7.28764631e-01,7.27897460e+02,1.96042410e+00,2.52876440e+00,-8.61991201e+00,4.18830307e+00,1.36500000e+02
21,5,-4.43086933e+00,0.00000000e+00,2.07398990e+00,1.61183680e+01,-9.89180527e+00,8.38364545e-05,7.96590230e+02,1.67942890e+00,2.94895560e+00,-4.43684060e+00,5.97126888e-03,5.50000000e+00
9,114,-4.43070416e+00,0.00000000e+00,2.15567990e+00,4.80147700e+00,-6.77122271e+00,4.57016930e-01,7.46474120e+02,1.84883330e+00,2.67960300e+00,-7.28151239e+00,2.85080823e+00,1.14500000e+02
11,104,-4.42901188e+00,0.00000000e+00,2.14147400e+00,4.94479220e+00,-7.27695605e+00,3.58598452e-01,7.54273300e+02,1.81414300e+00,2.73048130e+00,-6.77098604e+00,2.34197416e+00,1.04500000e+02
21,6,-4.42848126e+00,0.00000000e+00,2.07406060e+00,1.48947770e+01,-9.88883134e+00,1.37415441e-04,7.96698330e+02,1.67948840e+00,2.94909450e+00,-4.43684060e+00,8.35934105e-03,6.50000000e+00
20,33,-4.42836697e+00,0.00000000e+00,2.08053710e+00,7.41644400e+00,-9.62202550e+00,1.57220127e-02,7.92138180e+02,1.69095810e+00,2.92895510e+00,-4.65346726e+00,2.25100292e-01,3.35000000e+01
13,93,-4.42634462e+00,0.00000000e+00,2.12757200e+00,5.11906380e+00,-7.78656292e+00,2.66755985e-01,7.62331950e+02,1.78286450e+00,2.77825640e+00,-6.27481316e+00,1.84846854e+00,9.35000000e+01
2,144,-4.42626217e+00,0.00000000e+00,2.20807580e+00,4.44074910e+00,-5.03062695e+00,8.47995584e-01,7.20903950e+02,2.02579760e+00,2.44846310e+00,-9.17983847e+00,4.75357629e+00,1.44500000e+02
21,7,-4.42569536e+00,0.00000000e+00,2.07414310e+00,1.39283840e+01,-9.88536216e+00,2.09644243e-04,7.96824500e+02,1.67955790e+00,2.94925650e+00,-4.43684060e+00,1.11452438e-02,7.50000000e+00
14,87,-4.42496664e+00,0.00000000e+00,2.12071830e+00,5.22329510e+00,-8.04314843e+00,2.23438435e-01,7.66454540e+02,1.76825460e+00,2.80120930e+00,-6.03214982e+00,1.60718318e+00,8.75000000e+01
5,132,-4.42469316e+00,0.00000000e+00,2.18526070e+00,4.57374190e+00,-5.76502554e+00,6.73370854e-01,7.31761870e+02,1.93411560e+00,2.56328470e+00,-8.34518738e+00,3.92049422e+00,1.32500000e+02
18,57,-4.42450105e+00,0.00000000e+00,2.09377520e+00,5.96400680e+00,-9.08755857e+00,7.08402670e-02,7.83408350e+02,1.71505710e+00,2.88800790e+00,-5.09812788e+00,6.73626832e-01,5.75000000e+01
21,8,-4.42251217e+00,0.00000000e+00,2.07424190e+00,1.31405340e+01,-9.88139773e+00,3.03120836e-04,7.96968750e+02,1.67963730e+00,2.94944170e+00,-4.43684060e+00,1.43284330e-02,8.50000000e+00
21,9,-4.41893115e+00,0.00000000e+00,2.07434980e+00,1.24824940e+01,-9.87693805e+00,4.20385765e-04,7.97131110e+02,1.67972670e+00,2.94965010e+00,-4.43684060e+00,1.79094528e-02,9.50000000e+00
17,66,-4.41828624e+00,0.00000000e+00,2.10061170e+00,5.67836200e+00,-8.81706450e+00,1.06103968e-01,7.79330710e+02,1.72780950e+00,2.86726380e+00,-5.32609027e+00,9.07804029e-01,6.65000000e+01
19,47,-4.41782392e+00,0.00000000e+00,2.08738680e+00,6.43612220e+00,-9.34366761e+00,4.14441598e-02,7.88111570e+02,1.70303650e+00,2.90912080e+00,-4.87390897e+00,4.56085049e-01,4.75000000e+01
8,119,-4.41645627e+00,0.00000000e+00,2.16336810e+00,4.73451780e+00,-6.50377387e+00,5.11894072e-01,7.43187940e+02,1.86819210e+00,2.65332620e+00,-7.54212246e+00,3.12566619e+00,1.19500000e+02
21,10,-4.41495311e+00,0.00000000e+00,2.07446840e+00,1.19222760e+01,-9.87198340e+00,5.63926617e-04,7.97311620e+02,1.67982590e+00,2.94988180e+00,-4.43684060e+00,2.18874869e-02,1.05000000e+01
20,34,-4.41478604e+00,0.00000000e+00,2.08094750e+00,7.33587670e+00,-9.60528233e+00,1.70545309e-02,7.92741670e+02,1.69129810e+00,2.92973110e+00,-4.65346726e+00,2.38681228e-01,3.45000000e+01
1,148,-4.41388207e+00,0.00000000e+00,2.21627320e+00,4.39932650e+00,-4.77532147e+00,9.11953332e-01,7.17751370e+02,2.07021490e+00,2.39731260e+00,-9.46501200e+00,5.05112992e+00,1.48500000e+02
12,99,-4.41328995e+00,0.00000000e+00,2.13493490e+00,5.02161790e+00,-7.51478828e+00,3.14797409e-01,7.58823220e+02,1.79850940e+00,2.75541590e+00,-6.52109780e+00,2.10780785e+00,9.95000000e+01
6,128,-4.41147223e+00,0.00000000e+00,2.17822320e+00,4.62125210e+00,-5.99883620e+00,6.20710243e-01,7.35887970e+02,1.91055970e+00,2.59556310e+00,-8.07397248e+00,3.66250024e+00,1.28500000e+02
21,11,-4.41057779e+00,0.00000000e+00,2.07460030e+00,1.14379490e+01,-9.86653405e+00,7.36181560e-04,7.97510290e+02,1.67993520e+00,2.95013670e+00,-4.43684060e+00,2.62628074e-02,1.15000000e+01
16,74,-4.40997996e+00,0.00000000e+00,2.10757330e+00,5.48224010e+00,-8.54545203e+00,1.44801722e-01,7.75401160e+02,1.74105950e+00,2.84623940e+00,-5.55776538e+00,1.14778542e+00,7.45000000e+01
15,81,-4.40932008e+00,0.00000000e+00,2.11436700e+00,5.33606250e+00,-8.28421855e+00,1.84633903e-01,7.71218660e+02,1.75460040e+00,2.82437770e+00,-5.79312654e+00,1.38380646e+00,8.15000000e+01
21,12,-4.40580546e+00,0.00000000e+00,2.07474440e+00,1.10139820e+01,-9.86058999e+00,9.39540110e-04,7.97727170e+02,1.68005430e+00,2.95041480e+00,-4.43684060e+00,3.10351421e-02,1.25000000e+01
18,58,-4.40116265e+00,0.00000000e+00,2.09448440e+00,5.92729310e+00,-9.05936049e+00,7.43385669e-02,7.84407080e+02,1.71564650e+00,2.88929440e+00,-5.09812788e+00,6.96965230e-01,5.85000000e+01
20,35,-4.40081298e+00,0.00000000e+00,2.08137000e+00,7.25735530e+00,-9.58805343e+00,1.84562993e-02,7.93364120e+02,1.69164820e+00,2.93053070e+00,-4.65346726e+00,2.52654280e-01,3.55000000e+01
21,13,-4.40063665e+00,0.00000000e+00,2.07489760e+00,1.06391290e+01,-9.85415150e+00,1.17633951e-03,7.97962280e+02,1.68018340e+00,2.95071630e+00,-4.43684060e+00,3.62039469e-02,1.35000000e+01
19,48,-4.39858628e+00,0.00000000e+00,2.08796920e+00,6.37913370e+00,-9.32018689e+00,4.39369823e-02,7.88951690e+02,1.70352040e+00,2.91020160e+00,-4.87390897e+00,4.75322690e-01,4.85000000e+01
21,14,-4.39507138e+00,0.00000000e+00,2.07506560e+00,1.03051130e+01,-9.84721886e+00,1.44885432e-03,7.98215690e+02,1.68032250e+00,2.95104100e+00,-4.43684060e+00,4.17692217e-02,1.45000000e+01
0,152,-4.39496172e+00,0.00000000e+00,2.22478360e+00,4.35921310e+00,-4.51501480e+00,9.78885993e-01,7.14813260e+02,2.13628310e+00,2.32498740e+00,-9.75363811e+00,5.35867639e+00,1.52500000e+02
7,124,-4.39201908e+00,0.00000000e+00,2.17145340e+00,4.67047560e+00,-6.22692104e+00,5.70720785e-01,7.40289070e+02,1.88916870e+00,2.62619760e+00,-7.80628009e+00,3.41426101e+00,1.24500000e+02
17,67,-4.39123185e+00,0.00000000e+00,2.10143540e+00,5.65157700e+00,-8.78470443e+00,1.10555344e-01,7.80468000e+02,1.72849630e+00,2.86872900e+00,-5.32609027e+00,9.34858416e-01,6.75000000e+01
10,110,-4.38927209e+00,0.00000000e+00,2.14981540e+00,4.85724460e+00,-6.97824893e+00,4.15873108e-01,7.51847800e+02,1.83208220e+00,2.70741370e+00,-7.02446238e+00,2.63519029e+00,1.10500000e+02
21,15,-4.38910963e+00,0.00000000e+00,2.07524690e+00,1.00057640e+01,-9.83979232e+00,1.75927919e-03,7.98487420e+02,1.68047160e+00,2.95138910e+00,-4.43684060e+00,4.77309666e-02,1.55000000e+01
14,88,-4.38903018e+00,0.00000000e+00,2.12182460e+00,5.20538800e+00,-8.00145295e+00,2.30339058e-01,7.67882210e+02,1.76918150e+00,2.80304790e+00,-6.03214982e+00,1.64311964e+00,8.85000000e+01
13,94,-4.38781682e+00,0.00000000e+00,2.12876230e+00,5.10238780e+00,-7.74231283e+00,2.74429003e-01,7.63834900e+02,1.78386450e+00,2.78018980e+00,-6.27481316e+00,1.88699634e+00,9.45000000e+01
20,36,-4.38644836e+00,0.00000000e+00,2.08180330e+00,7.18064020e+00,-9.57033963e+00,1.99292789e-02,7.94005640e+02,1.69200860e+00,2.93135410e+00,-4.65346726e+00,2.67018905e-01,3.65000000e+01
11,105,-4.38566277e+00,0.00000000e+00,2.14282830e+00,4.92986190e+00,-7.22817091e+00,3.67781944e-01,7.55904760e+02,1.81528410e+00,2.73257230e+00,-6.77098604e+00,2.38532327e+00,1.05500000e+02
9,115,-4.38288911e+00,0.00000000e+00,2.15718740e+00,4.78784500e+00,-6.71849710e+00,4.67682519e-01,7.48211790e+02,1.85011280e+00,2.68181630e+00,-7.28151239e+00,2.89862328e+00,1.15500000e+02
21,16,-4.38275224e+00,0.00000000e+00,2.07543470e+00,9.73637850e+00,-9.83187217e+00,2.10970663e-03,7.98777520e+02,1.68063060e+00,2.95176060e+00,-4.43684060e+00,5.40883652e-02,1.65000000e+01
16,75,-4.37959218e+00,0.00000000e+00,2.10850500e+00,5.46016860e+00,-8.50946877e+00,1.50143727e-01,7.76656650e+02,1.74183530e+00,2.84785620e+00,-5.55776538e+00,1.17817320e+00,7.55000000e+01
19,49,-4.37896250e+00,0.00000000e+00,2.08856240e+00,6.32439110e+00,-9.29623052e+00,4.65266936e-02,7.89811630e+02,1.70401480e+00,2.91130640e+00,-4.87390897e+00,4.94946461e-01,4.95000000e+01
18,59,-4.37744248e+00,0.00000000e+00,2.09520280e+00,5.89205250e+00,-9.03069573e+00,7.79406292e-02,7.85426290e+02,1.71624660e+00,2.89060530e+00,-5.09812788e+00,7.20685405e-01,5.95000000e+01
21,17,-4.37599918e+00,0.00000000e+00,2.07563990e+00,9.49324430e+00,-9.82345841e+00,2.50210496e-03,7.99086050e+02,1.68079960e+00,2.95215550e+00,-4.43684060e+00,6.08414175e-02,1.75000000e+01
15,82,-4.37597415e+00,0.00000000e+00,2.11539090e+00,5.31657310e+00,-8.24513101e+00,1.90796531e-01,7.72571260e+02,1.75545640e+00,2.82611910e+00,-5.79312654e+00,1.41715239e+00,8.25000000e+01
4,137,-4.37366309e+00,0.00000000e+00,2.19445230e+00,4.51665360e+00,-5.46491894e+00,7.43047322e-01,7.29831640e+02,1.96206710e+00,2.53114980e+00,-8.61991201e+00,4.24624892e+00,1.37500000e+02
3,141,-4.37231449e+00,0.00000000e+00,2.20212580e+00,4.47272850e+00,-5.21873172e+00,8.01943424e-01,7.26245940e+02,1.99214900e+00,2.49344880e+00,-8.89813357e+00,4.52581908e+00,1.41500000e+02
12,100,-4.37217435e+00,0.00000000e+00,2.13621580e+00,5.00595270e+00,-7.46803991e+00,3.23278875e-01,7.60402000e+02,1.79958490e+00,2.75744200e+00,-6.52109780e+00,2.14892345e+00,1.00500000e+02
20,37,-4.37169298e+00,0.00000000e+00,2.08224980e+00,7.10554290e+00,-9.55214146e+00,2.14755112e-02,7.94666350e+02,1.69237920e+00,2.93220120e+00,-4.65346726e+00,2.81774284e-01,3.75000000e+01
21,18,-4.36885075e+00,0.00000000e+00,2.07585730e+00,9.27327790e+00,-9.81455185e+00,2.93830321e-03,7.99413060e+02,1.68097860e+00,2.95257380e+00,-4.43684060e+00,6.79898514e-02,1.85000000e+01
5,133,-4.36864013e+00,0.00000000e+00,2.18706550e+00,4.56212370e+00,-5.70569408e+00,6.86960661e-01,7.33666500e+02,1.93568320e+00,2.56565440e+00,-8.34518738e+00,3.97654724e+00,1.33500000e+02
8,120,-4.36641206e+00,0.00000000e+00,2.16495150e+00,4.72148030e+00,-6.44914781e+00,5.23339404e-01,7.44979390e+02,1.86954530e+00,2.65559650e+00,-7.54212246e+00,3.17571040e+00,1.20500000e+02
2,145,-4.36453421e+00,0.00000000e+00,2.21009650e+00,4.43026580e+00,-4.96727773e+00,8.63709403e-01,7.22897390e+02,2.02761340e+00,2.45085750e+00,-9.17983847e+00,4.81530426e+00,1.45500000e+02
17,68,-4.36380140e+00,0.00000000e+00,2.10227240e+00,5.62553260e+00,-8.75188721e+00,1.15115577e-01,7.81626460e+02,1.72919410e+00,2.87021880e+00,-5.32609027e+00,9.62288865e-01,6.85000000e+01
21,19,-4.36130748e+00,0.00000000e+00,2.07608390e+00,9.07378350e+00,-9.80515221e+00,3.41998901e-03,7.99758600e+02,1.68116760e+00,2.95301560e+00,-4.43684060e+00,7.55331227e-02,1.95000000e+01
19,50,-4.35895315e+00,0.00000000e+00,2.08917030e+00,6.27192530e+00,-9.27179931e+00,4.92144258e-02,7.90691550e+02,1.70451970e+00,2.91243540e+00,-4.87390897e+00,5.14955817e-01,5.05000000e+01
6,129,-4.35731230e+00,0.00000000e+00,2.17995720e+00,4.60921670e+00,-5.94091511e+00,6.33622541e-01,7.37763140e+02,1.91205670e+00,2.59791200e+00,-8.07397248e+00,3.71666017e+00,1.29500000e+02
20,38,-4.35654766e+00,0.00000000e+00,2.08270700e+00,7.03192490e+00,-9.53345975e+00,2.30971118e-02,7.95346370e+02,1.69276000e+00,2.93307210e+00,-4.65346726e+00,2.96919603e-01,3.85000000e+01
21,20,-4.35336937e+00,0.00000000e+00,2.07632360e+00,8.89231870e+00,-9.79526005e+00,3.94871760e-03,8.00122750e+02,1.68136650e+00,2.95348100e+00,-4.43684060e+00,8.34712313e-02,2.05000000e+01
18,60,-4.35334189e+00,0.00000000e+00,2.09593840e+00,5.85817630e+00,-9.00156566e+00,8.16469466e-02,7.86466170e+02,1.71685740e+00,2.89194060e+00,-5.09812788e+00,7.44785994e-01,6.05000000e+01
14,89,-4.35273153e+00,0.00000000e+00,2.12294570e+00,5.18770630e+00,-7.95932808e+00,2.37365973e-01,7.69332670e+02,1.77012020e+00,2.80491160e+00,-6.03214982e+00,1.67941828e+00,8.95000000e+01
1,149,-4.35026727e+00,0.00000000e+00,2.21837380e+00,4.38917890e+00,-4.71070746e+00,9.28405261e-01,7.19774470e+02,2.07213620e+00,2.39969200e+00,-9.46501200e+00,5.11474473e+00,1.49500000e+02
13,95,-4.34893201e+00,0.00000000e+00,2.12997000e+00,5.08589270e+00,-7.69764233e+00,2.82234239e-01,7.65361080e+02,1.78487660e+00,2.78214860e+00,-6.27481316e+00,1.92588116e+00,9.55000000e+01
16,76,-4.34883323e+00,0.00000000e+00,2.10944740e+00,5.43853210e+00,-8.47303788e+00,1.55600459e-01,7.77934000e+02,1.74262240e+00,2.84949790e+00,-5.55776538e+00,1.20893215e+00,7.65000000e+01
21,21,-4.34503724e+00,0.00000000e+00,2.07657570e+00,8.72664110e+00,-9.78487591e+00,4.52593636e-03,8.00505550e+02,1.68157550e+00,2.95396990e+00,-4.43684060e+00,9.18033610e-02,2.15000000e+01
10,111,-4.34334578e+00,0.00000000e+00,2.15125870e+00,4.84311400e+00,-6.92707762e+00,4.25933379e-01,7.53556550e+02,1.83330420e+00,2.70959260e+00,-7.02446238e+00,2.68111660e+00,1.11500000e+02
15,83,-4.34226222e+00,0.00000000e+00,2.11642640e+00,5.29737950e+00,-8.20560509e+00,1.97079857e-01,7.73946260e+02,1.75632400e+00,2.82788560e+00,-5.79312654e+00,1.45086432e+00,8.35000000e+01
11,106,-4.34196589e+00,0.00000000e+00,2.14419570e+00,4.91507020e+00,-7.17898386e+00,3.77108950e-01,7.57560280e+02,1.81643790e+00,2.73468870e+00,-6.77098604e+00,2.42902015e+00,1.06500000e+02
20,39,-4.34101267e+00,0.00000000e+00,2.08317740e+00,6.95969720e+00,-9.51429476e+00,2.47962576e-02,7.96045810e+02,1.69315100e+00,2.93396700e+00,-4.65346726e+00,3.12454590e-01,3.95000000e+01
7,125,-4.33975115e+00,0.00000000e+00,2.17312080e+00,4.65800530e+00,-6.17044406e+00,5.82971166e-01,7.42134900e+02,1.89059910e+00,2.62852160e+00,-7.80628009e+00,3.46652894e+00,1.25500000e+02
19,51,-4.33855902e+00,0.00000000e+00,2.08979140e+00,6.22172700e+00,-9.24689408e+00,5.20011450e-02,7.91591610e+02,1.70503500e+00,2.91358860e+00,-4.87390897e+00,5.35349943e-01,5.15000000e+01
21,22,-4.33631109e+00,0.00000000e+00,2.07683840e+00,8.57470220e+00,-9.77399979e+00,5.15300994e-03,8.00907090e+02,1.68179450e+00,2.95448240e+00,-4.43684060e+00,1.00529512e-01,2.25000000e+01
