t,X_O,X_O2_1,X_O2_2,X_O2_3,X_O2_4,X_O2_5,Th,Tg_1,Tg_2,Tg_3,Tg_4,Tg_5,rho,p,n,E
1.620041349830e-11,5.000002306810e-02,9.148659974590e-01,3.462203803930e-02,5.070021617940e-04,4.915052576520e-06,2.421934420140e-08,1.000000000000e+04,4.000007296100e+03,4.000025243490e+03,4.000196423230e+03,4.001705766560e+03,4.007507633410e+03,9.380891896690e-04,2.500000029570e+03,1.810742650430e+22,6.228018271000e+06
1.645341970080e-11,5.000002342840e-02,9.148659896370e-01,3.462204470990e-02,5.070029006040e-04,4.915103045900e-06,2.422095586150e-08,1.000000000000e+04,4.000007410050e+03,4.000025637720e+03,4.000199490580e+03,4.001732392650e+03,4.007624473090e+03,9.380891896690e-04,2.500000030040e+03,1.810742650770e+22,6.228018357290e+06
1.671022099630e-11,5.000002379410e-02,9.148659816980e-01,3.462205148050e-02,5.070036504950e-04,4.915154272310e-06,2.422259169640e-08,1.000000000000e+04,4.000007525700e+03,4.000026037870e+03,4.000202603930e+03,4.001759417710e+03,4.007743052520e+03,9.380891896690e-04,2.500000030510e+03,1.810742651100e+22,6.228018444870e+06
1.697087431130e-11,5.000002416520e-02,9.148659736400e-01,3.462205835260e-02,5.070044116350e-04,4.915206267100e-06,2.422425206870e-08,1.000000000000e+04,4.000007643090e+03,4.000026444010e+03,4.000205763970e+03,4.001786847720e+03,4.007863397390e+03,9.380891896690e-04,2.500000030980e+03,1.810742651450e+22,6.228018533770e+06
1.723543742590e-11,5.000002454190e-02,9.148659654610e-01,3.462206532790e-02,5.070051841920e-04,4.915259041810e-06,2.422593734640e-08,1.000000000000e+04,4.000007762240e+03,4.000026856250e+03,4.000208971400e+03,4.001814688740e+03,4.007985533790e+03,9.380891896690e-04,2.500000031460e+03,1.810742651800e+22,6.228018624000e+06
1.750396898730e-11,5.000002492430e-02,9.148659571590e-01,3.462207240780e-02,5.070059683380e-04,4.915312608140e-06,2.422764790310e-08,1.000000000000e+04,4.000007883180e+03,4.000027274670e+03,4.000212226930e+03,4.001842946910e+03,4.008109488180e+03,9.380891896690e-04,2.500000031950e+03,1.810742652150e+22,6.228018715590e+06
1.777652852210e-11,5.000002531240e-02,9.148659487330e-01,3.462207959380e-02,5.070067642460e-04,4.915366977940e-06,2.422938411810e-08,1.000000000000e+04,4.000008005930e+03,4.000027699370e+03,4.000215531290e+03,4.001871628480e+03,4.008235287400e+03,9.380891896690e-04,2.500000032450e+03,1.810742652510e+22,6.228018808550e+06
1.805317645000e-11,5.000002570640e-02,9.148659401810e-01,3.462208688770e-02,5.070075720920e-04,4.915422163290e-06,2.423114637610e-08,1.000000000000e+04,4.000008130520e+03,4.000028130440e+03,4.000218885210e+03,4.001900739790e+03,4.008362958680e+03,9.380891896690e-04,2.500000032960e+03,1.810742652880e+22,6.228018902900e+06
1.833397409670e-11,5.000002610620e-02,9.148659315000e-01,3.462209429100e-02,5.070083920560e-04,4.915478176410e-06,2.423293506790e-08,1.000000000000e+04,4.000008256980e+03,4.000028567970e+03,4.000222289430e+03,4.001930287260e+03,4.008492529670e+03,9.380891896690e-04,2.500000033470e+03,1.810742653250e+22,6.228018998670e+06
1.861898370820e-11,5.000002651200e-02,9.148659226890e-01,3.462210180530e-02,5.070092243190e-04,4.915535029710e-06,2.423475058990e-08,1.000000000000e+04,4.000008385340e+03,4.000029012070e+03,4.000225744690e+03,4.001960277440e+03,4.008624028380e+03,9.380891896690e-04,2.500000033990e+03,1.810742653630e+22,6.228019095880e+06
1.890826846380e-11,5.000002692400e-02,9.148659137450e-01,3.462210943240e-02,5.070100690670e-04,4.915592735810e-06,2.423659334450e-08,1.000000000000e+04,4.000008515630e+03,4.000029462830e+03,4.000229251780e+03,4.001990716930e+03,4.008757483260e+03,9.380891896690e-04,2.500000034520e+03,1.810742654010e+22,6.228019194540e+06
1.920189249070e-11,5.000002734210e-02,9.148659046680e-01,3.462211717380e-02,5.070109264860e-04,4.915651307480e-06,2.423846374030e-08,1.000000000000e+04,4.000008647860e+03,4.000029920350e+03,4.000232811470e+03,4.002021612470e+03,4.008892923150e+03,9.380891896690e-04,2.500000035050e+03,1.810742654400e+22,6.228019294690e+06
1.949992087810e-11,5.000002776640e-02,9.148658954540e-01,3.462212503140e-02,5.070117967660e-04,4.915710757720e-06,2.424036219190e-08,1.000000000000e+04,4.000008782080e+03,4.000030384730e+03,4.000236424540e+03,4.002052970880e+03,4.009030377320e+03,9.380891896690e-04,2.500000035600e+03,1.810742654790e+22,6.228019396330e+06
1.980241969130e-11,5.000002819720e-02,9.148658861030e-01,3.462213300680e-02,5.070126801000e-04,4.915771099710e-06,2.424228912010e-08,1.000000000000e+04,4.000008918320e+03,4.000030856080e+03,4.000240091790e+03,4.002084799080e+03,4.009169875470e+03,9.380891896690e-04,2.500000036150e+03,1.810742655190e+22,6.228019499500e+06
2.010945598660e-11,5.000002863440e-02,9.148658766100e-01,3.462214110190e-02,5.070135766840e-04,4.915832346810e-06,2.424424495200e-08,1.000000000000e+04,4.000009056600e+03,4.000031334490e+03,4.000243814040e+03,4.002117104100e+03,4.009311447710e+03,9.380891896690e-04,2.500000036710e+03,1.810742655600e+22,6.228019604220e+06
2.042109782640e-11,5.000002907810e-02,9.148658669760e-01,3.462214931840e-02,5.070144867170e-04,4.915894512610e-06,2.424623012120e-08,1.000000000000e+04,4.000009196950e+03,4.000031820090e+03,4.000247592110e+03,4.002149893090e+03,4.009455124600e+03,9.380891896690e-04,2.500000037280e+03,1.810742656010e+22,6.228019710510e+06
2.073741429380e-11,5.000002952860e-02,9.148658571970e-01,3.462215765810e-02,5.070154104000e-04,4.915957610880e-06,2.424824506770e-08,1.000000000000e+04,4.000009339410e+03,4.000032312960e+03,4.000251426850e+03,4.002183173270e+03,4.009600937130e+03,9.380891896690e-04,2.500000037860e+03,1.810742656430e+22,6.228019818400e+06
2.105847550820e-11,5.000002998570e-02,9.148658472710e-01,3.462216612290e-02,5.070163479390e-04,4.916021655620e-06,2.425029023820e-08,1.000000000000e+04,4.000009484000e+03,4.000032813230e+03,4.000255319090e+03,4.002216952000e+03,4.009748916760e+03,9.380891896690e-04,2.500000038440e+03,1.810742656850e+22,6.228019927900e+06
2.138435264090e-11,5.000003044980e-02,9.148658371970e-01,3.462217471470e-02,5.070172995410e-04,4.916086661010e-06,2.425236608610e-08,1.000000000000e+04,4.000009630770e+03,4.000033321010e+03,4.000259269700e+03,4.002251236740e+03,4.009899095370e+03,9.380891896690e-04,2.500000039040e+03,1.810742657290e+22,6.228020039040e+06
2.171511793050e-11,5.000003092070e-02,9.148658269710e-01,3.462218343540e-02,5.070182654170e-04,4.916152641470e-06,2.425447307150e-08,1.000000000000e+04,4.000009779730e+03,4.000033836400e+03,4.000263279560e+03,4.002286035050e+03,4.010051505340e+03,9.380891896690e-04,2.500000039640e+03,1.810742657720e+22,6.228020151850e+06
2.205084469940e-11,5.000003139880e-02,9.148658165920e-01,3.462219228690e-02,5.070192457810e-04,4.916219611630e-06,2.425661166150e-08,1.000000000000e+04,4.000009930930e+03,4.000034359520e+03,4.000267349560e+03,4.002321354630e+03,4.010206179480e+03,9.380891896690e-04,2.500000040250e+03,1.810742658170e+22,6.228020266360e+06
2.239160736990e-11,5.000003188400e-02,9.148658060580e-01,3.462220127120e-02,5.070202408500e-04,4.916287586320e-06,2.425878233010e-08,1.000000000000e+04,4.000010084400e+03,4.000034890490e+03,4.000271480590e+03,4.002357203260e+03,4.010363151090e+03,9.380891896690e-04,2.500000040880e+03,1.810742658620e+22,6.228020382580e+06
2.273748148050e-11,5.000003237650e-02,9.148657953650e-01,3.462221039020e-02,5.070212508460e-04,4.916356580620e-06,2.426098555850e-08,1.000000000000e+04,4.000010240170e+03,4.000035429420e+03,4.000275673570e+03,4.002393588850e+03,4.010522453960e+03,9.380891896690e-04,2.500000041510e+03,1.810742659070e+22,6.228020500540e+06
2.308854370270e-11,5.000003287640e-02,9.148657845120e-01,3.462221964600e-02,5.070222759910e-04,4.916426609820e-06,2.426322183510e-08,1.000000000000e+04,4.000010398270e+03,4.000035976440e+03,4.000279929430e+03,4.002430519450e+03,4.010684122340e+03,9.380891896690e-04,2.500000042150e+03,1.810742659540e+22,6.228020620280e+06
2.344487185820e-11,5.000003338380e-02,9.148657734960e-01,3.462222904070e-02,5.070233165140e-04,4.916497689440e-06,2.426549165560e-08,1.000000000000e+04,4.000010558750e+03,4.000036531660e+03,4.000284249110e+03,4.002468003210e+03,4.010848192490e+03,9.380891896690e-04,2.500000042800e+03,1.810742660010e+22,6.228020741810e+06
2.380654493610e-11,5.000003389880e-02,9.148657623150e-01,3.462223857620e-02,5.070243726440e-04,4.916569835250e-06,2.426779552310e-08,1.000000000000e+04,4.000010721640e+03,4.000037095210e+03,4.000288633580e+03,4.002506048400e+03,4.011014699000e+03,9.380891896690e-04,2.500000043460e+03,1.810742660490e+22,6.228020865160e+06
2.417364311010e-11,5.000003442160e-02,9.148657509660e-01,3.462224825490e-02,5.070254446170e-04,4.916643063220e-06,2.427013394840e-08,1.000000000000e+04,4.000010886970e+03,4.000037667210e+03,4.000293083790e+03,4.002544663410e+03,4.011183677000e+03,9.380891896690e-04,2.500000044130e+03,1.810742660970e+22,6.228020990360e+06
2.454624775680e-11,5.000003495210e-02,9.148657394470e-01,3.462225807860e-02,5.070265326690e-04,4.916717389600e-06,2.427250744980e-08,1.000000000000e+04,4.000011054770e+03,4.000038247790e+03,4.000297600740e+03,4.002583856760e+03,4.011355162770e+03,9.380891896690e-04,2.500000044810e+03,1.810742661470e+22,6.228021117440e+06
2.492444147310e-11,5.000003549070e-02,9.148657277550e-01,3.462226804980e-02,5.070276370420e-04,4.916792830850e-06,2.427491655350e-08,1.000000000000e+04,4.000011225100e+03,4.000038837080e+03,4.000302185430e+03,4.002623637110e+03,4.011529193110e+03,9.380891896690e-04,2.500000045500e+03,1.810742661970e+22,6.228021246430e+06
2.530830809520e-11,5.000003603730e-02,9.148657158880e-01,3.462227817050e-02,5.070287579800e-04,4.916869403710e-06,2.427736179340e-08,1.000000000000e+04,4.000011397980e+03,4.000039435210e+03,4.000306838870e+03,4.002664013220e+03,4.011705805350e+03,9.380891896690e-04,2.500000046200e+03,1.810742662470e+22,6.228021377350e+06
2.569793271670e-11,5.000003659210e-02,9.148657038420e-01,3.462228844300e-02,5.070298957330e-04,4.916947125140e-06,2.427984371160e-08,1.000000000000e+04,4.000011573450e+03,4.000040042310e+03,4.000311562100e+03,4.002704994020e+03,4.011885037360e+03,9.380891896690e-04,2.500000046910e+03,1.810742662990e+22,6.228021510240e+06
2.609340170740e-11,5.000003715520e-02,9.148656916160e-01,3.462229886960e-02,5.070310505510e-04,4.917026012380e-06,2.428236285840e-08,1.000000000000e+04,4.000011751560e+03,4.000040658520e+03,4.000316356150e+03,4.002746588530e+03,4.012066927540e+03,9.380891896690e-04,2.500000047630e+03,1.810742663510e+22,6.228021645120e+06
2.649480273300e-11,5.000003772680e-02,9.148656792070e-01,3.462230945260e-02,5.070322226930e-04,4.917106082910e-06,2.428491979200e-08,1.000000000000e+04,4.000011932330e+03,4.000041283970e+03,4.000321222100e+03,4.002788805940e+03,4.012251514850e+03,9.380891896690e-04,2.500000048370e+03,1.810742664040e+22,6.228021782020e+06
2.690222477400e-11,5.000003830690e-02,9.148656666110e-01,3.462232019440e-02,5.070334124160e-04,4.917187354470e-06,2.428751507920e-08,1.000000000000e+04,4.000012115820e+03,4.000041918800e+03,4.000326161020e+03,4.002831655560e+03,4.012438838810e+03,9.380891896690e-04,2.500000049110e+03,1.810742664580e+22,6.228021920980e+06
2.731575814560e-11,5.000003889580e-02,9.148656538270e-01,3.462233109720e-02,5.070346199850e-04,4.917269845090e-06,2.429014929550e-08,1.000000000000e+04,4.000012302060e+03,4.000042563160e+03,4.000331174000e+03,4.002875146830e+03,4.012628939480e+03,9.380891896690e-04,2.500000049870e+03,1.810742665130e+22,6.228022062020e+06
2.773549451780e-11,5.000003949350e-02,9.148656408510e-01,3.462234216360e-02,5.070358456680e-04,4.917353573050e-06,2.429282302470e-08,1.000000000000e+04,4.000012491100e+03,4.000043217180e+03,4.000336262150e+03,4.002919289360e+03,4.012821857530e+03,9.380891896690e-04,2.500000050630e+03,1.810742665680e+22,6.228022205170e+06
2.816152693560e-11,5.000004010010e-02,9.148656276800e-01,3.462235339610e-02,5.070370897360e-04,4.917438556900e-06,2.429553685940e-08,1.000000000000e+04,4.000012682970e+03,4.000043881000e+03,4.000341426600e+03,4.002964092870e+03,4.013017634180e+03,9.380891896690e-04,2.500000051410e+03,1.810742666250e+22,6.228022350480e+06
2.859394983960e-11,5.000004071590e-02,9.148656143120e-01,3.462236479700e-02,5.070383524650e-04,4.917524815490e-06,2.429829140130e-08,1.000000000000e+04,4.000012877720e+03,4.000044554790e+03,4.000346668500e+03,4.003009567240e+03,4.013216311240e+03,9.380891896690e-04,2.500000052200e+03,1.810742666820e+22,6.228022497960e+06
2.903285908720e-11,5.000004134090e-02,9.148656007430e-01,3.462237636890e-02,5.070396341340e-04,4.917612367940e-06,2.430108726100e-08,1.000000000000e+04,4.000013075390e+03,4.000045238680e+03,4.000351989010e+03,4.003055722510e+03,4.013417931130e+03,9.380891896690e-04,2.500000053000e+03,1.810742667400e+22,6.228022647650e+06
2.947835197350e-11,5.000004197520e-02,9.148655869700e-01,3.462238811440e-02,5.070409350290e-04,4.917701233650e-06,2.430392505820e-08,1.000000000000e+04,4.000013276020e+03,4.000045932830e+03,4.000357389300e+03,4.003102568850e+03,4.013622536860e+03,9.380891896690e-04,2.500000053810e+03,1.810742667990e+22,6.228022799600e+06
2.993052725310e-11,5.000004261910e-02,9.148655729910e-01,3.462240003600e-02,5.070422554380e-04,4.917791432320e-06,2.430680542200e-08,1.000000000000e+04,4.000013479660e+03,4.000046637400e+03,4.000362870570e+03,4.003150116590e+03,4.013830172050e+03,9.380891896690e-04,2.500000054640e+03,1.810742668590e+22,6.228022953810e+06
3.038948516190e-11,5.000004327260e-02,9.148655588020e-01,3.462241213650e-02,5.070435956520e-04,4.917882983950e-06,2.430972899080e-08,1.000000000000e+04,4.000013686360e+03,4.000047352530e+03,4.000368434030e+03,4.003198376210e+03,4.014040880960e+03,9.380891896690e-04,2.500000055480e+03,1.810742669190e+22,6.228023110350e+06
3.085532743930e-11,5.000004393600e-02,9.148655444010e-01,3.462242441850e-02,5.070449559700e-04,4.917975908820e-06,2.431269641270e-08,1.000000000000e+04,4.000013896160e+03,4.000048078380e+03,4.000374080920e+03,4.003247358340e+03,4.014254708440e+03,9.380891896690e-04,2.500000056330e+03,1.810742669810e+22,6.228023269230e+06
3.132815735090e-11,5.000004460930e-02,9.148655297830e-01,3.462243688480e-02,5.070463366930e-04,4.918070227550e-06,2.431570834550e-08,1.000000000000e+04,4.000014109110e+03,4.000048815130e+03,4.000379812480e+03,4.003297073780e+03,4.014471700020e+03,9.380891896690e-04,2.500000057190e+03,1.810742670430e+22,6.228023430490e+06
3.180807971120e-11,5.000004529270e-02,9.148655149460e-01,3.462244953800e-02,5.070477381260e-04,4.918165961030e-06,2.431876545690e-08,1.000000000000e+04,4.000014325250e+03,4.000049562920e+03,4.000385630000e+03,4.003347533500e+03,4.014691901840e+03,9.380891896690e-04,2.500000058070e+03,1.810742671070e+22,6.228023594180e+06
3.229520090690e-11,5.000004598630e-02,9.148654998870e-01,3.462246238100e-02,5.070491605810e-04,4.918263130480e-06,2.432186842440e-08,1.000000000000e+04,4.000014544630e+03,4.000050321940e+03,4.000391534740e+03,4.003398748600e+03,4.014915360700e+03,9.380891896690e-04,2.500000058960e+03,1.810742671710e+22,6.228023760310e+06
3.278962892050e-11,5.000004669040e-02,9.148654846020e-01,3.462247541670e-02,5.070506043730e-04,4.918361757440e-06,2.432501793610e-08,1.000000000000e+04,4.000014767300e+03,4.000051092330e+03,4.000397528030e+03,4.003450730380e+03,4.015142124080e+03,9.380891896690e-04,2.500000059860e+03,1.810742672370e+22,6.228023928940e+06
3.329147335430e-11,5.000004740500e-02,9.148654690870e-01,3.462248864790e-02,5.070520698220e-04,4.918461863780e-06,2.432821468990e-08,1.000000000000e+04,4.000014993320e+03,4.000051874280e+03,4.000403611190e+03,4.003503490330e+03,4.015372248810e+03,9.380891896690e-04,2.500000060780e+03,1.810742673030e+22,6.228024100100e+06
3.380084545460e-11,5.000004813030e-02,9.148654533400e-01,3.462250207760e-02,5.070535572520e-04,4.918563471690e-06,2.433145939450e-08,1.000000000000e+04,4.000015222720e+03,4.000052667960e+03,4.000409785570e+03,4.003557040240e+03,4.015605815300e+03,9.380891896690e-04,2.500000061710e+03,1.810742673700e+22,6.228024273830e+06
3.431785813640e-11,5.000004886650e-02,9.148654373560e-01,3.462251570870e-02,5.070550669940e-04,4.918666603680e-06,2.433475276920e-08,1.000000000000e+04,4.000015455560e+03,4.000053473550e+03,4.000416052520e+03,4.003611391710e+03,4.015842834340e+03,9.380891896690e-04,2.500000062650e+03,1.810742674390e+22,6.228024450170e+06
3.484262600850e-11,5.000004961380e-02,9.148654211330e-01,3.462252954430e-02,5.070565993820e-04,4.918771282620e-06,2.433809554400e-08,1.000000000000e+04,4.000015691900e+03,4.000054291220e+03,4.000422413460e+03,4.003666556700e+03,4.016083356190e+03,9.380891896690e-04,2.500000063610e+03,1.810742675080e+22,6.228024629140e+06
3.537526539860e-11,5.000005037220e-02,9.148654046670e-01,3.462254358740e-02,5.070581547560e-04,4.918877531710e-06,2.434148845980e-08,1.000000000000e+04,4.000015931780e+03,4.000055121150e+03,4.000428869770e+03,4.003722547370e+03,4.016327431800e+03,9.380891896690e-04,2.500000064580e+03,1.810742675780e+22,6.228024810810e+06
3.591589437960e-11,5.000005114210e-02,9.148653879530e-01,3.462255784120e-02,5.070597334610e-04,4.918985374510e-06,2.434493226880e-08,1.000000000000e+04,4.000016175260e+03,4.000055963530e+03,4.000435422890e+03,4.003779376050e+03,4.016575112850e+03,9.380891896690e-04,2.500000065570e+03,1.810742676500e+22,6.228024995190e+06
3.646463279530e-11,5.000005192350e-02,9.148653709890e-01,3.462257230880e-02,5.070613358460e-04,4.919094834910e-06,2.434842773440e-08,1.000000000000e+04,4.000016422400e+03,4.000056818550e+03,4.000442074270e+03,4.003837055260e+03,4.016826451740e+03,9.380891896690e-04,2.500000066570e+03,1.810742677230e+22,6.228025182350e+06
3.702160228720e-11,5.000005271660e-02,9.148653537700e-01,3.462258699340e-02,5.070629622670e-04,4.919205937180e-06,2.435197563140e-08,1.000000000000e+04,4.000016673240e+03,4.000057686390e+03,4.000448825390e+03,4.003895597680e+03,4.017081501590e+03,9.380891896690e-04,2.500000067590e+03,1.810742677960e+22,6.228025372310e+06
3.758692632150e-11,5.000005352160e-02,9.148653362930e-01,3.462260189820e-02,5.070646130840e-04,4.919318705940e-06,2.435557674620e-08,1.000000000000e+04,4.000016927840e+03,4.000058567250e+03,4.000455677740e+03,4.003955016230e+03,4.017340316290e+03,9.380891896690e-04,2.500000068620e+03,1.810742678710e+22,6.228025565120e+06
3.816073021630e-11,5.000005433870e-02,9.148653185540e-01,3.462261702660e-02,5.070662886640e-04,4.919433166200e-06,2.435923187710e-08,1.000000000000e+04,4.000017186260e+03,4.000059461320e+03,4.000462632830e+03,4.004015323960e+03,4.017602950460e+03,9.380891896690e-04,2.500000069660e+03,1.810742679470e+22,6.228025760820e+06
3.874314116960e-11,5.000005516800e-02,9.148653005480e-01,3.462263238200e-02,5.070679893770e-04,4.919549343320e-06,2.436294183430e-08,1.000000000000e+04,4.000017448560e+03,4.000060368810e+03,4.000469692200e+03,4.004076534170e+03,4.017869459510e+03,9.380891896690e-04,2.500000070730e+03,1.810742680240e+22,6.228025959460e+06
3.933428828710e-11,5.000005600980e-02,9.148652822730e-01,3.462264796770e-02,5.070697156010e-04,4.919667263060e-06,2.436670744020e-08,1.000000000000e+04,4.000017714790e+03,4.000061289900e+03,4.000476857430e+03,4.004138660310e+03,4.018139899600e+03,9.380891896690e-04,2.500000071810e+03,1.810742681020e+22,6.228026161080e+06
3.993430261140e-11,5.000005686420e-02,9.148652637230e-01,3.462266378710e-02,5.070714677180e-04,4.919786951560e-06,2.437052952940e-08,1.000000000000e+04,4.000017985010e+03,4.000062224810e+03,4.000484130100e+03,4.004201716070e+03,4.018414327680e+03,9.380891896690e-04,2.500000072900e+03,1.810742681810e+22,6.228026365720e+06
4.054331715060e-11,5.000005773140e-02,9.148652448960e-01,3.462267984390e-02,5.070732461180e-04,4.919908435330e-06,2.437440894940e-08,1.000000000000e+04,4.000018259290e+03,4.000063173740e+03,4.000491511800e+03,4.004265715310e+03,4.018692801510e+03,9.380891896690e-04,2.500000074010e+03,1.810742682620e+22,6.228026573430e+06
4.116146690780e-11,5.000005861160e-02,9.148652257860e-01,3.462269614150e-02,5.070750511930e-04,4.920031741320e-06,2.437834655980e-08,1.000000000000e+04,4.000018537690e+03,4.000064136910e+03,4.000499004190e+03,4.004330672130e+03,4.018975379630e+03,9.380891896690e-04,2.500000075140e+03,1.810742683440e+22,6.228026784260e+06
4.178888891150e-11,5.000005950510e-02,9.148652063890e-01,3.462271268360e-02,5.070768833440e-04,4.920156896860e-06,2.438234323370e-08,1.000000000000e+04,4.000018820250e+03,4.000065114520e+03,4.000506608920e+03,4.004396600800e+03,4.019262121400e+03,9.380891896690e-04,2.500000076290e+03,1.810742684270e+22,6.228026998250e+06
4.242572224510e-11,5.000006041190e-02,9.148651867010e-01,3.462272947380e-02,5.070787429780e-04,4.920283929680e-06,2.438639985690e-08,1.000000000000e+04,4.000019107060e+03,4.000066106790e+03,4.000514327670e+03,4.004463515840e+03,4.019553087010e+03,9.380891896690e-04,2.500000077450e+03,1.810742685110e+22,6.228027215450e+06
4.307210807880e-11,5.000006133240e-02,9.148651667180e-01,3.462274651590e-02,5.070806305060e-04,4.920412867940e-06,2.439051732870e-08,1.000000000000e+04,4.000019398170e+03,4.000067113950e+03,4.000522162160e+03,4.004531431960e+03,4.019848337490e+03,9.380891896690e-04,2.500000078630e+03,1.810742685960e+22,6.228027435900e+06
4.372818970000e-11,5.000006226660e-02,9.148651464350e-01,3.462276381360e-02,5.070825463470e-04,4.920543740220e-06,2.439469656170e-08,1.000000000000e+04,4.000019693650e+03,4.000068136220e+03,4.000530114110e+03,4.004600364090e+03,4.020147934700e+03,9.380891896690e-04,2.500000079830e+03,1.810742686830e+22,6.228027659670e+06
4.439411254550e-11,5.000006321490e-02,9.148651258480e-01,3.462278137070e-02,5.070844909260e-04,4.920676575540e-06,2.439893848230e-08,1.000000000000e+04,4.000019993560e+03,4.000069173820e+03,4.000538185280e+03,4.004670327400e+03,4.020451941360e+03,9.380891896690e-04,2.500000081040e+03,1.810742687710e+22,6.228027886790e+06
4.507002423370e-11,5.000006417740e-02,9.148651049520e-01,3.462279919120e-02,5.070864646730e-04,4.920811403340e-06,2.440324403090e-08,1.000000000000e+04,4.000020297960e+03,4.000070226980e+03,4.000546377470e+03,4.004741337260e+03,4.020760421060e+03,9.380891896690e-04,2.500000082280e+03,1.810742688600e+22,6.228028117320e+06
4.575607459720e-11,5.000006515430e-02,9.148650837430e-01,3.462281727900e-02,5.070884680270e-04,4.920948253490e-06,2.440761416170e-08,1.000000000000e+04,4.000020606940e+03,4.000071295940e+03,4.000554692490e+03,4.004813409300e+03,4.021073438260e+03,9.380891896690e-04,2.500000083530e+03,1.810742689510e+22,6.228028351300e+06
4.645241571610e-11,5.000006614590e-02,9.148650622150e-01,3.462283563820e-02,5.070905014310e-04,4.921087156350e-06,2.441204984370e-08,1.000000000000e+04,4.000020920540e+03,4.000072380930e+03,4.000563132170e+03,4.004886559340e+03,4.021391058320e+03,9.380891896690e-04,2.500000084800e+03,1.810742690430e+22,6.228028588800e+06
4.715920195190e-11,5.000006715230e-02,9.148650403650e-01,3.462285427270e-02,5.070925653370e-04,4.921228142680e-06,2.441655205990e-08,1.000000000000e+04,4.000021238850e+03,4.000073482200e+03,4.000571698390e+03,4.004960803470e+03,4.021713347480e+03,9.380891896690e-04,2.500000086090e+03,1.810742691370e+22,6.228028829850e+06
4.787658998120e-11,5.000006817390e-02,9.148650181870e-01,3.462287318670e-02,5.070946602000e-04,4.921371243750e-06,2.442112180830e-08,1.000000000000e+04,4.000021561940e+03,4.000074599980e+03,4.000580393050e+03,4.005036158010e+03,4.022040372910e+03,9.380891896690e-04,2.500000087400e+03,1.810742692320e+22,6.228029074530e+06
4.860473883090e-11,5.000006921080e-02,9.148649956760e-01,3.462289238450e-02,5.070967864870e-04,4.921516491280e-06,2.442576010200e-08,1.000000000000e+04,4.000021889870e+03,4.000075734530e+03,4.000589218050e+03,4.005112639510e+03,4.022372202690e+03,9.380891896690e-04,2.500000088730e+03,1.810742693280e+22,6.228029322870e+06
4.934380991330e-11,5.000007026320e-02,9.148649728280e-01,3.462291187020e-02,5.070989446690e-04,4.921663917460e-06,2.443046796900e-08,1.000000000000e+04,4.000022222720e+03,4.000076886100e+03,4.000598175370e+03,4.005190264770e+03,4.022708905810e+03,9.380891896690e-04,2.500000090080e+03,1.810742694260e+22,6.228029574940e+06
5.009396706200e-11,5.000007133140e-02,9.148649496360e-01,3.462293164820e-02,5.071011352220e-04,4.921813554960e-06,2.443524645290e-08,1.000000000000e+04,4.000022560570e+03,4.000078054940e+03,4.000607266990e+03,4.005269050850e+03,4.023050552250e+03,9.380891896690e-04,2.500000091450e+03,1.810742695250e+22,6.228029830790e+06
5.085537656800e-11,5.000007241570e-02,9.148649260970e-01,3.462295172290e-02,5.071033586350e-04,4.921965436950e-06,2.444009661300e-08,1.000000000000e+04,4.000022903480e+03,4.000079241310e+03,4.000616494910e+03,4.005349015050e+03,4.023397212910e+03,9.380891896690e-04,2.500000092840e+03,1.810742696250e+22,6.228030090480e+06
5.162820721650e-11,5.000007351620e-02,9.148649022050e-01,3.462297209870e-02,5.071056153980e-04,4.922119597110e-06,2.444501952430e-08,1.000000000000e+04,4.000023251540e+03,4.000080445480e+03,4.000625861170e+03,4.005430174930e+03,4.023748959660e+03,9.380891896690e-04,2.500000094250e+03,1.810742697280e+22,6.228030354060e+06
5.241263032470e-11,5.000007463320e-02,9.148648779550e-01,3.462299278010e-02,5.071079060130e-04,4.922276069600e-06,2.445001627810e-08,1.000000000000e+04,4.000023604810e+03,4.000081667700e+03,4.000635367860e+03,4.005512548310e+03,4.024105865350e+03,9.380891896690e-04,2.500000095680e+03,1.810742698310e+22,6.228030621590e+06
5.320881977960e-11,5.000007576700e-02,9.148648533400e-01,3.462301377180e-02,5.071102309880e-04,4.922434889100e-06,2.445508798200e-08,1.000000000000e+04,4.000023963390e+03,4.000082908260e+03,4.000645017070e+03,4.005596153280e+03,4.024468003830e+03,9.380891896690e-04,2.500000097140e+03,1.810742699370e+22,6.228030893140e+06
5.401695207630e-11,5.000007691780e-02,9.148648283570e-01,3.462303507830e-02,5.071125908370e-04,4.922596090810e-06,2.446023576020e-08,1.000000000000e+04,4.000024327340e+03,4.000084167430e+03,4.000654810950e+03,4.005681008190e+03,4.024835449930e+03,9.380891896690e-04,2.500000098610e+03,1.810742700430e+22,6.228031168770e+06
5.483720635740e-11,5.000007808580e-02,9.148648029990e-01,3.462305670440e-02,5.071149860830e-04,4.922759710470e-06,2.446546075380e-08,1.000000000000e+04,4.000024696760e+03,4.000085445480e+03,4.000664751650e+03,4.005767131660e+03,4.025208279500e+03,9.380891896690e-04,2.500000100110e+03,1.810742701520e+22,6.228031448520e+06
