t,X_O,X_O2_1,X_O2_2,X_O2_3,X_O2_4,X_O2_5,Th,Tg_1,Tg_2,Tg_3,Tg_4,Tg_5,rho,p,n,E
5.371192708030e-12,5.000001672360e-02,9.499994881740e-01,4.510470392070e-07,4.192696923700e-08,2.107563183230e-09,2.110180778610e-11,1.000000000000e+04,5.000662388380e+02,5.755453994380e+03,6.568906201920e+03,5.545545944790e+03,4.952675328160e+03,7.504713517360e-03,2.000000017150e+04,1.448594115630e+23,4.526119210180e+06
5.461760598650e-12,5.000001700560e-02,9.499994795430e-01,4.586525040940e-07,4.263393515330e-08,2.143100396230e-09,2.145765719590e-11,1.000000000000e+04,5.000673556990e+02,5.755454411700e+03,6.568905841070e+03,5.545546939820e+03,4.952681039840e+03,7.504713517360e-03,2.000000017440e+04,1.448594115840e+23,4.526119624120e+06
5.553687007630e-12,5.000001729180e-02,9.499994707840e-01,4.663720511990e-07,4.335150564060e-08,2.179170665330e-09,2.181884554420e-11,1.000000000000e+04,5.000684893130e+02,5.755454835200e+03,6.568905474810e+03,5.545547949780e+03,4.952686837180e+03,7.504713517360e-03,2.000000017740e+04,1.448594116050e+23,4.526120044260e+06
5.646992312750e-12,5.000001758230e-02,9.499994618920e-01,4.742073917620e-07,4.407983976980e-08,2.215781986300e-09,2.218545295120e-11,1.000000000000e+04,5.000696399280e+02,5.755455264970e+03,6.568905103060e+03,5.545548974880e+03,4.952692721460e+03,7.504713517360e-03,2.000000018030e+04,1.448594116270e+23,4.526120470700e+06
5.741697197440e-12,5.000001787720e-02,9.499994528680e-01,4.821602626920e-07,4.481909899830e-08,2.252942474850e-09,2.255756074010e-11,1.000000000000e+04,5.000708078020e+02,5.755455701110e+03,6.568904725730e+03,5.545550015370e+03,4.952698693990e+03,7.504713517360e-03,2.000000018340e+04,1.448594116490e+23,4.526120903550e+06
5.837822655400e-12,5.000001817650e-02,9.499994437080e-01,4.902324269530e-07,4.556944720500e-08,2.290660368440e-09,2.293525145490e-11,1.000000000000e+04,5.000719931920e+02,5.755456143700e+03,6.568904342740e+03,5.545551071460e+03,4.952704756080e+03,7.504713517360e-03,2.000000018640e+04,1.448594116710e+23,4.526121342880e+06
5.935389995230e-12,5.000001848030e-02,9.499994344110e-01,4.984256739530e-07,4.633105072740e-08,2.328944028060e-09,2.331860887930e-11,1.000000000000e+04,5.000731963610e+02,5.755456592840e+03,6.568903954000e+03,5.545552143390e+03,4.952710909070e+03,7.504713517360e-03,2.000000018950e+04,1.448594116940e+23,4.526121788810e+06
6.034420845160e-12,5.000001878860e-02,9.499994249740e-01,5.067418199410e-07,4.710407839800e-08,2.367801940150e-09,2.370771805430e-11,1.000000000000e+04,5.000744175750e+02,5.755457048870e+03,6.568903559430e+03,5.545553231400e+03,4.952717154340e+03,7.504713517360e-03,2.000000019270e+04,1.448594117170e+23,4.526122241420e+06
6.134937157840e-12,5.000001910160e-02,9.499994153960e-01,5.151827084110e-07,4.788870158220e-08,2.407242718440e-09,2.410266529590e-11,1.000000000000e+04,5.000756571070e+02,5.755457515950e+03,6.568903158950e+03,5.545554335730e+03,4.952723493270e+03,7.504713517360e-03,2.000000019590e+04,1.448594117400e+23,4.526122700820e+06
6.236961215200e-12,5.000001941930e-02,9.499994056740e-01,5.237502105090e-07,4.868509421550e-08,2.447275105830e-09,2.450353822070e-11,1.000000000000e+04,5.000769152290e+02,5.755457990030e+03,6.568902752460e+03,5.545555456630e+03,4.952729927250e+03,7.504713517360e-03,2.000000019920e+04,1.448594117630e+23,4.526123167120e+06
6.340515633430e-12,5.000001974170e-02,9.499993958060e-01,5.324462254480e-07,4.949343284250e-08,2.487907976360e-09,2.491042575870e-11,1.000000000000e+04,5.000781922220e+02,5.755458471220e+03,6.568902339870e+03,5.545556594340e+03,4.952736457720e+03,7.504713517360e-03,2.000000020250e+04,1.448594117870e+23,4.526123640400e+06
6.445623367930e-12,5.000002006900e-02,9.499993857900e-01,5.412726809300e-07,5.031389665650e-08,2.529150337200e-09,2.532341817500e-11,1.000000000000e+04,5.000794883670e+02,5.755458959630e+03,6.568901921090e+03,5.545557749110e+03,4.952743086120e+03,7.504713517360e-03,2.000000020580e+04,1.448594118120e+23,4.526124120790e+06
6.552307718450e-12,5.000002040120e-02,9.499993756240e-01,5.502315335730e-07,5.114666753830e-08,2.571011330630e-09,2.574260709010e-11,1.000000000000e+04,5.000808039530e+02,5.755459455350e+03,6.568901496030e+03,5.545558921210e+03,4.952749813920e+03,7.504713517360e-03,2.000000020920e+04,1.448594118360e+23,4.526124608380e+06
6.660592334230e-12,5.000002073840e-02,9.499993653050e-01,5.593247693440e-07,5.199193009740e-08,2.613500236040e-09,2.616808550020e-11,1.000000000000e+04,5.000821392700e+02,5.755459958510e+03,6.568901064600e+03,5.545560110890e+03,4.952756642610e+03,7.504713517360e-03,2.000000021270e+04,1.448594118610e+23,4.526125103290e+06
6.770501219240e-12,5.000002108060e-02,9.499993548320e-01,5.685544040010e-07,5.284987171240e-08,2.656626472040e-09,2.659994779790e-11,1.000000000000e+04,5.000834946160e+02,5.755460469210e+03,6.568900626690e+03,5.545561318420e+03,4.952763573700e+03,7.504713517360e-03,2.000000021620e+04,1.448594118870e+23,4.526125605620e+06
6.882058737530e-12,5.000002142800e-02,9.499993442010e-01,5.779224835370e-07,5.372068257260e-08,2.700399598480e-09,2.703828979320e-11,1.000000000000e+04,5.000848702890e+02,5.755460987570e+03,6.568900182220e+03,5.545562544050e+03,4.952770608730e+03,7.504713517360e-03,2.000000021980e+04,1.448594119130e+23,4.526126115480e+06
6.995289618590e-12,5.000002178050e-02,9.499993334120e-01,5.874310846360e-07,5.460455572050e-08,2.744829318640e-09,2.748320873500e-11,1.000000000000e+04,5.000862665950e+02,5.755461513700e+03,6.568899731080e+03,5.545563788080e+03,4.952777749250e+03,7.504713517360e-03,2.000000022340e+04,1.448594119390e+23,4.526126633000e+06
7.110218962870e-12,5.000002213840e-02,9.499993224600e-01,5.970823151330e-07,5.550168709410e-08,2.789925481310e-09,2.793480333230e-11,1.000000000000e+04,5.000876838430e+02,5.755462047720e+03,6.568899273170e+03,5.545565050760e+03,4.952784996850e+03,7.504713517360e-03,2.000000022710e+04,1.448594119650e+23,4.526127158270e+06
7.226872247320e-12,5.000002250160e-02,9.499993113440e-01,6.068783144810e-07,5.641227557060e-08,2.835698083050e-09,2.839317377650e-11,1.000000000000e+04,5.000891223470e+02,5.755462589740e+03,6.568898808390e+03,5.545566332380e+03,4.952792353130e+03,7.504713517360e-03,2.000000023080e+04,1.448594119920e+23,4.526127691430e+06
7.345275331030e-12,5.000002287030e-02,9.499993000610e-01,6.168212542240e-07,5.733652301070e-08,2.882157270320e-09,2.885842176360e-11,1.000000000000e+04,5.000905824270e+02,5.755463139890e+03,6.568898336640e+03,5.545567633230e+03,4.952799819720e+03,7.504713517360e-03,2.000000023460e+04,1.448594120200e+23,4.526128232580e+06
7.465454460990e-12,5.000002324450e-02,9.499992886090e-01,6.269133384800e-07,5.827463430280e-08,2.929313341820e-09,2.933065051680e-11,1.000000000000e+04,5.000920644050e+02,5.755463698290e+03,6.568897857820e+03,5.545568953590e+03,4.952807398280e+03,7.504713517360e-03,2.000000023840e+04,1.448594120480e+23,4.526128781850e+06
7.587436277910e-12,5.000002362430e-02,9.499992769850e-01,6.371568044300e-07,5.922681740900e-08,2.977176750700e-09,2.980996480940e-11,1.000000000000e+04,5.000935686110e+02,5.755464265060e+03,6.568897371810e+03,5.545570293760e+03,4.952815090480e+03,7.504713517360e-03,2.000000024230e+04,1.448594120760e+23,4.526129339350e+06
7.711247822080e-12,5.000002400990e-02,9.499992651870e-01,6.475539228120e-07,6.019328341090e-08,3.025758106890e-09,3.029647098820e-11,1.000000000000e+04,5.000950953770e+02,5.755464840320e+03,6.568896878520e+03,5.545571654030e+03,4.952822898020e+03,7.504713517360e-03,2.000000024630e+04,1.448594121040e+23,4.526129905220e+06
7.836916539410e-12,5.000002440120e-02,9.499992532120e-01,6.581069984260e-07,6.117424655650e-08,3.075068179510e-09,3.079027699720e-11,1.000000000000e+04,5.000966450410e+02,5.755465424210e+03,6.568896377820e+03,5.545573034700e+03,4.952830822650e+03,7.504713517360e-03,2.000000025030e+04,1.448594121330e+23,4.526130479580e+06
7.964470287500e-12,5.000002479840e-02,9.499992410570e-01,6.688183706430e-07,6.216992430750e-08,3.125117899170e-09,3.129149240140e-11,1.000000000000e+04,5.000982179480e+02,5.755466016850e+03,6.568895869620e+03,5.545574436080e+03,4.952838866100e+03,7.504713517360e-03,2.000000025430e+04,1.448594121630e+23,4.526131062560e+06
8.093937341810e-12,5.000002520150e-02,9.499992287200e-01,6.796904139290e-07,6.318053738780e-08,3.175918360470e-09,3.180022841150e-11,1.000000000000e+04,5.000998144460e+02,5.755466618370e+03,6.568895353790e+03,5.545575858490e+03,4.952847030170e+03,7.504713517360e-03,2.000000025850e+04,1.448594121930e+23,4.526131654270e+06
8.225346401940e-12,5.000002561070e-02,9.499992161980e-01,6.907255383620e-07,6.420630983230e-08,3.227480824390e-09,3.231659790820e-11,1.000000000000e+04,5.001014348880e+02,5.755467228910e+03,6.568894830230e+03,5.545577302230e+03,4.952855316650e+03,7.504713517360e-03,2.000000026270e+04,1.448594122230e+23,4.526132254870e+06
8.358726597970e-12,5.000002602600e-02,9.499992034880e-01,7.019261901750e-07,6.524746903650e-08,3.279816720850e-09,3.284071546790e-11,1.000000000000e+04,5.001030796330e+02,5.755467848610e+03,6.568894298810e+03,5.545578767620e+03,4.952863727390e+03,7.504713517360e-03,2.000000026690e+04,1.448594122540e+23,4.526132864470e+06
8.494107496940e-12,5.000002644750e-02,9.499991905870e-01,7.132948522950e-07,6.630424580700e-08,3.332937651200e-09,3.337269738770e-11,1.000000000000e+04,5.001047490460e+02,5.755468477590e+03,6.568893759420e+03,5.545580255000e+03,4.952872264250e+03,7.504713517360e-03,2.000000027130e+04,1.448594122860e+23,4.526133483210e+06
8.631519109390e-12,5.000002687540e-02,9.499991774930e-01,7.248340448930e-07,6.737687441270e-08,3.386855390820e-09,3.391266171150e-11,1.000000000000e+04,5.001064434980e+02,5.755469116000e+03,6.568893211940e+03,5.545581764690e+03,4.952880929120e+03,7.504713517360e-03,2.000000027560e+04,1.448594123170e+23,4.526134111240e+06
8.770991896030e-12,5.000002730970e-02,9.499991642020e-01,7.365463259410e-07,6.846559263680e-08,3.441581891700e-09,3.446072825610e-11,1.000000000000e+04,5.001081633620e+02,5.755469763990e+03,6.568892656250e+03,5.545583297030e+03,4.952889723920e+03,7.504713517360e-03,2.000000028010e+04,1.448594123500e+23,4.526134748690e+06
8.912556774470e-12,5.000002775050e-02,9.499991507120e-01,7.484342917830e-07,6.957064182910e-08,3.497129285110e-09,3.501701863830e-11,1.000000000000e+04,5.001099090220e+02,5.755470421680e+03,6.568892092230e+03,5.545584852350e+03,4.952898650590e+03,7.504713517360e-03,2.000000028460e+04,1.448594123820e+23,4.526135395700e+06
9.056245126090e-12,5.000002819790e-02,9.499991370200e-01,7.605005777100e-07,7.069226696010e-08,3.553509884300e-09,3.558165630130e-11,1.000000000000e+04,5.001116808620e+02,5.755471089230e+03,6.568891519740e+03,5.545586431000e+03,4.952907711110e+03,7.504713517360e-03,2.000000028920e+04,1.448594124160e+23,4.526136052410e+06
9.202088802980e-12,5.000002865210e-02,9.499991231220e-01,7.727478585390e-07,7.183071667500e-08,3.610736187180e-09,3.615476654280e-11,1.000000000000e+04,5.001134792770e+02,5.755471766790e+03,6.568890938670e+03,5.545588033330e+03,4.952916907480e+03,7.504713517360e-03,2.000000029390e+04,1.448594124490e+23,4.526136718980e+06
9.350120135020e-12,5.000002911300e-02,9.499991090160e-01,7.851788492150e-07,7.298624334870e-08,3.668820879170e-09,3.673647654260e-11,1.000000000000e+04,5.001153046630e+02,5.755472454510e+03,6.568890348880e+03,5.545589659690e+03,4.952926241760e+03,7.504713517360e-03,2.000000029860e+04,1.448594124840e+23,4.526137395540e+06
9.500371937050e-12,5.000002958090e-02,9.499990946990e-01,7.977963054020e-07,7.415910314210e-08,3.727776835930e-09,3.732691539080e-11,1.000000000000e+04,5.001171574270e+02,5.755473152530e+03,6.568889750240e+03,5.545591310450e+03,4.952935715990e+03,7.504713517360e-03,2.000000030340e+04,1.448594125180e+23,4.526138082250e+06
9.652877516110e-12,5.000003005580e-02,9.499990801660e-01,8.106030241040e-07,7.534955605870e-08,3.787617126260e-09,3.792621411700e-11,1.000000000000e+04,5.001190379780e+02,5.755473861020e+03,6.568889142630e+03,5.545592985980e+03,4.952945332280e+03,7.504713517360e-03,2.000000030830e+04,1.448594125540e+23,4.526138779260e+06
9.807670678850e-12,5.000003053780e-02,9.499990654160e-01,8.236018442780e-07,7.655786600210e-08,3.848355014990e-09,3.853450571870e-11,1.000000000000e+04,5.001209467330e+02,5.755474580130e+03,6.568888525900e+03,5.545594686630e+03,4.952955092760e+03,7.504713517360e-03,2.000000031320e+04,1.448594125890e+23,4.526139486730e+06
9.964785739030e-12,5.000003102700e-02,9.499990504440e-01,8.367956474680e-07,7.778430083470e-08,3.910003965910e-09,3.915192519190e-11,1.000000000000e+04,5.001228841150e+02,5.755475310010e+03,6.568887899930e+03,5.545596412800e+03,4.952964999590e+03,7.504713517360e-03,2.000000031820e+04,1.448594126260e+23,4.526140204810e+06
1.012425752510e-11,5.000003152360e-02,9.499990352480e-01,8.501873584400e-07,7.902913243720e-08,3.972577644790e-09,3.977860956020e-11,1.000000000000e+04,5.001248505540e+02,5.755476050830e+03,6.568887264560e+03,5.545598164860e+03,4.952975054960e+03,7.504713517360e-03,2.000000032330e+04,1.448594126630e+23,4.526140933660e+06
1.028612138800e-11,5.000003202760e-02,9.499990198230e-01,8.637799458340e-07,8.029263676850e-08,4.036089922330e-09,4.041469790600e-11,1.000000000000e+04,5.001268464840e+02,5.755476802760e+03,6.568886619660e+03,5.545599943200e+03,4.952985261100e+03,7.504713517360e-03,2.000000032850e+04,1.448594127000e+23,4.526141673440e+06
1.045041320880e-11,5.000003253920e-02,9.499990041680e-01,8.775764228180e-07,8.157509392740e-08,4.100554877340e-09,4.106033140120e-11,1.000000000000e+04,5.001288723490e+02,5.755477565960e+03,6.568885965090e+03,5.545601748210e+03,4.952995620260e+03,7.504713517360e-03,2.000000033370e+04,1.448594127380e+23,4.526142424320e+06
1.061716940690e-11,5.000003305850e-02,9.499989882770e-01,8.915798477600e-07,8.287678821410e-08,4.165986799760e-09,4.171565333850e-11,1.000000000000e+04,5.001309285970e+02,5.755478340600e+03,6.568885300700e+03,5.545603580300e+03,4.953006134750e+03,7.504713517360e-03,2.000000033910e+04,1.448594127770e+23,4.526143186460e+06
1.078642694800e-11,5.000003358550e-02,9.499989721480e-01,9.057933249030e-07,8.419800819370e-08,4.232400193890e-09,4.238080916370e-11,1.000000000000e+04,5.001330156840e+02,5.755479126840e+03,6.568884626350e+03,5.545605439870e+03,4.953016806890e+03,7.504713517360e-03,2.000000034450e+04,1.448594128160e+23,4.526143960030e+06
1.095822335230e-11,5.000003412050e-02,9.499989557780e-01,9.202200050570e-07,8.553904676020e-08,4.299809781610e-09,4.305594650780e-11,1.000000000000e+04,5.001351340710e+02,5.755479924870e+03,6.568883941880e+03,5.545607327340e+03,4.953027639040e+03,7.504713517360e-03,2.000000035000e+04,1.448594128560e+23,4.526144745210e+06
1.113259670260e-11,5.000003466350e-02,9.499989391610e-01,9.348630862900e-07,8.690020120090e-08,4.368230505590e-09,4.374121521990e-11,1.000000000000e+04,5.001372842300e+02,5.755480734870e+03,6.568883247150e+03,5.545609243120e+03,4.953038633610e+03,7.504713517360e-03,2.000000035550e+04,1.448594128960e+23,4.526145542160e+06
1.130958565310e-11,5.000003521460e-02,9.499989222960e-01,9.497258146470e-07,8.828177326280e-08,4.437677532640e-09,4.443676740080e-11,1.000000000000e+04,5.001394666350e+02,5.755481557000e+03,6.568882541990e+03,5.545611187640e+03,4.953049793010e+03,7.504713517360e-03,2.000000036120e+04,1.448594129370e+23,4.526146351070e+06
1.148922943790e-11,5.000003577400e-02,9.499989051770e-01,9.648114848610e-07,8.968406921960e-08,4.508166257080e-09,4.514275743670e-11,1.000000000000e+04,5.001416817710e+02,5.755482391450e+03,6.568881826260e+03,5.545613161320e+03,4.953061119740e+03,7.504713517360e-03,2.000000036690e+04,1.448594129780e+23,4.526147172110e+06
1.167156787950e-11,5.000003634180e-02,9.499988878020e-01,9.801234410890e-07,9.110739993920e-08,4.579712304130e-09,4.585934203350e-11,1.000000000000e+04,5.001439301280e+02,5.755483238410e+03,6.568881099790e+03,5.545615164610e+03,4.953072616280e+03,7.504713517360e-03,2.000000037270e+04,1.448594130210e+23,4.526148005470e+06
1.185664139760e-11,5.000003691810e-02,9.499988701660e-01,9.956650776500e-07,9.255208095270e-08,4.652331533370e-09,4.658668025210e-11,1.000000000000e+04,5.001462122040e+02,5.755484098060e+03,6.568880362430e+03,5.545617197950e+03,4.953084285190e+03,7.504713517360e-03,2.000000037860e+04,1.448594130630e+23,4.526148851320e+06
1.204449101860e-11,5.000003750310e-02,9.499988522650e-01,1.011439839780e-06,9.401843252460e-08,4.726040042290e-09,4.732493354350e-11,1.000000000000e+04,5.001485285050e+02,5.755484970590e+03,6.568879614010e+03,5.545619261790e+03,4.953096129050e+03,7.504713517360e-03,2.000000038460e+04,1.448594131070e+23,4.526149709870e+06
1.223515838390e-11,5.000003809680e-02,9.499988340960e-01,1.027451224390e-06,9.550677972370e-08,4.800854169800e-09,4.807426578480e-11,1.000000000000e+04,5.001508795450e+02,5.755485856200e+03,6.568878854360e+03,5.545621356590e+03,4.953108150480e+03,7.504713517360e-03,2.000000039070e+04,1.448594131510e+23,4.526150581290e+06
1.242868575970e-11,5.000003869950e-02,9.499988156550e-01,1.043702780850e-06,9.701745249510e-08,4.876790499920e-09,4.883484331600e-11,1.000000000000e+04,5.001532658430e+02,5.755486755080e+03,6.568878083320e+03,5.545623482810e+03,4.953120352150e+03,7.504713517360e-03,2.000000039690e+04,1.448594131960e+23,4.526151465780e+06
1.262511604600e-11,5.000003931120e-02,9.499987969360e-01,1.060198111770e-06,9.855078573340e-08,4.953865865410e-09,4.960683497680e-11,1.000000000000e+04,5.001556879300e+02,5.755487667440e+03,6.568877300710e+03,5.545625640920e+03,4.953132736750e+03,7.504713517360e-03,2.000000040320e+04,1.448594132410e+23,4.526152363540e+06
1.282449278670e-11,5.000003993200e-02,9.499987779380e-01,1.076940873800e-06,1.001071193570e-07,5.032097351500e-09,5.039041214440e-11,1.000000000000e+04,5.001581463400e+02,5.755488593460e+03,6.568876506360e+03,5.545627831410e+03,4.953145307030e+03,7.504713517360e-03,2.000000040960e+04,1.448594132870e+23,4.526153274770e+06
1.302686017850e-11,5.000004056220e-02,9.499987586540e-01,1.093934778450e-06,1.016867983830e-07,5.111502299710e-09,5.118574877160e-11,1.000000000000e+04,5.001606416200e+02,5.755489533360e+03,6.568875700100e+03,5.545630054750e+03,4.953158065760e+03,7.504713517360e-03,2.000000041600e+04,1.448594133340e+23,4.526154199670e+06
1.323226308120e-11,5.000004120180e-02,9.499987390800e-01,1.111183592890e-06,1.032901730050e-07,5.192098311660e-09,5.199302142570e-11,1.000000000000e+04,5.001631743220e+02,5.755490487350e+03,6.568874881750e+03,5.545632311450e+03,4.953171015780e+03,7.504713517360e-03,2.000000042260e+04,1.448594133820e+23,4.526155138430e+06
1.344074702740e-11,5.000004185100e-02,9.499987192130e-01,1.128691140800e-06,1.049175986690e-07,5.273903252990e-09,5.281240932770e-11,1.000000000000e+04,5.001657450060e+02,5.755491455630e+03,6.568874051120e+03,5.545634601990e+03,4.953184159940e+03,7.504713517360e-03,2.000000042920e+04,1.448594134300e+23,4.526156091280e+06
1.365235823280e-11,5.000004251000e-02,9.499986990490e-01,1.146461303210e-06,1.065694361530e-07,5.356935257310e-09,5.364409439250e-11,1.000000000000e+04,5.001683542430e+02,5.755492438420e+03,6.568873208030e+03,5.545636926900e+03,4.953197501160e+03,7.504713517360e-03,2.000000043600e+04,1.448594134790e+23,4.526157058420e+06
1.386714360630e-11,5.000004317890e-02,9.499986785810e-01,1.164498019400e-06,1.082460516490e-07,5.441212730230e-09,5.448826126940e-11,1.000000000000e+04,5.001710026110e+02,5.755493435940e+03,6.568872352300e+03,5.545639286670e+03,4.953211042380e+03,7.504713517360e-03,2.000000044290e+04,1.448594135280e+23,4.526158040070e+06
1.408515076040e-11,5.000004385780e-02,9.499986578070e-01,1.182805287710e-06,1.099478168390e-07,5.526754353440e-09,5.534509738290e-11,1.000000000000e+04,5.001736906950e+02,5.755494448400e+03,6.568871483740e+03,5.545641681850e+03,4.953224786620e+03,7.504713517360e-03,2.000000044980e+04,1.448594135790e+23,4.526159036440e+06
1.430642802180e-11,5.000004454680e-02,9.499986367210e-01,1.201387166450e-06,1.116751089840e-07,5.613579088840e-09,5.621479297530e-11,1.000000000000e+04,5.001764190930e+02,5.755495476040e+03,6.568870602140e+03,5.545644112950e+03,4.953238736900e+03,7.504713517360e-03,2.000000045690e+04,1.448594136300e+23,4.526160047760e+06
1.453102444220e-11,5.000004524620e-02,9.499986153190e-01,1.220247774830e-06,1.134283110010e-07,5.701706182730e-09,5.709754114830e-11,1.000000000000e+04,5.001791884080e+02,5.755496519070e+03,6.568869707320e+03,5.545646580530e+03,4.953252896320e+03,7.504713517360e-03,2.000000046410e+04,1.448594136820e+23,4.526161074250e+06
1.475898980880e-11,5.000004595620e-02,9.499985935960e-01,1.239391293840e-06,1.152078115540e-07,5.791155170110e-09,5.799353790670e-11,1.000000000000e+04,5.001819992530e+02,5.755497577730e+03,6.568868799090e+03,5.545649085110e+03,4.953267268010e+03,7.504713517360e-03,2.000000047130e+04,1.448594137350e+23,4.526162116130e+06
1.499037465590e-11,5.000004667670e-02,9.499985715460e-01,1.258821967180e-06,1.170140051360e-07,5.881945879010e-09,5.890298220180e-11,1.000000000000e+04,5.001848522520e+02,5.755498652250e+03,6.568867877220e+03,5.545651627270e+03,4.953281855140e+03,7.504713517360e-03,2.000000047870e+04,1.448594137880e+23,4.526163173640e+06
1.522523027580e-11,5.000004740810e-02,9.499985491670e-01,1.278544102210e-06,1.188472921580e-07,5.974098434830e-09,5.982607597590e-11,1.000000000000e+04,5.001877480360e+02,5.755499742880e+03,6.568866941540e+03,5.545654207550e+03,4.953296660950e+03,7.504713517360e-03,2.000000048620e+04,1.448594138430e+23,4.526164247020e+06
1.546360872990e-11,5.000004815040e-02,9.499985264510e-01,1.298562070910e-06,1.207080790380e-07,6.067633264870e-09,6.076302420740e-11,1.000000000000e+04,5.001906872470e+02,5.755500849840e+03,6.568865991810e+03,5.545656826550e+03,4.953311688720e+03,7.504713517360e-03,2.000000049390e+04,1.448594138980e+23,4.526165336490e+06
1.570556286090e-11,5.000004890390e-02,9.499985033950e-01,1.318880310830e-06,1.225967782910e-07,6.162571102820e-09,6.171403495640e-11,1.000000000000e+04,5.001936705350e+02,5.755501973390e+03,6.568865027850e+03,5.545659484820e+03,4.953326941760e+03,7.504713517360e-03,2.000000050160e+04,1.448594139540e+23,4.526166442310e+06
1.595114630380e-11,5.000004966870e-02,9.499984799930e-01,1.339503326090e-06,1.245138086190e-07,6.258932993350e-09,6.267931941160e-11,1.000000000000e+04,5.001966985630e+02,5.755503113770e+03,6.568864049420e+03,5.545662182980e+03,4.953342423460e+03,7.504713517360e-03,2.000000050940e+04,1.448594140110e+23,4.526167564710e+06
1.620041349830e-11,5.000005044490e-02,9.499984562390e-01,1.360435688370e-06,1.264595950080e-07,6.356740297010e-09,6.365909192350e-11,1.000000000000e+04,5.001997720010e+02,5.755504271630e+03,6.568863056320e+03,5.545664921600e+03,4.953358137230e+03,7.504713517360e-03,2.000000051740e+04,1.448594140680e+23,4.526168703950e+06
1.645341970080e-11,5.000005123280e-02,9.499984321300e-01,1.381682037940e-06,1.284345688150e-07,6.456014694330e-09,6.465357009150e-11,1.000000000000e+04,5.002028915280e+02,5.755505446850e+03,6.568862048330e+03,5.545667701310e+03,4.953374086560e+03,7.504713517360e-03,2.000000052550e+04,1.448594141270e+23,4.526169860280e+06
1.671022099630e-11,5.000005203260e-02,9.499984076590e-01,1.403247084650e-06,1.304391678710e-07,6.556778191240e-09,6.566297477460e-11,1.000000000000e+04,5.002060578380e+02,5.755506639700e+03,6.568861025210e+03,5.545670522710e+03,4.953390274980e+03,7.504713517360e-03,2.000000053370e+04,1.448594141860e+23,4.526171033950e+06
1.697087431130e-11,5.000005284430e-02,9.499983828210e-01,1.425135609030e-06,1.324738365740e-07,6.659053123730e-09,6.668753015290e-11,1.000000000000e+04,5.002092716300e+02,5.755507850440e+03,6.568859986750e+03,5.545673386440e+03,4.953406706060e+03,7.504713517360e-03,2.000000054200e+04,1.448594142460e+23,4.526172225220e+06
1.723543742590e-11,5.000005366820e-02,9.499983576100e-01,1.447352463300e-06,1.345390259880e-07,6.762862162830e-09,6.772746377780e-11,1.000000000000e+04,5.002125336170e+02,5.755509079330e+03,6.568858932720e+03,5.545676293120e+03,4.953423383450e+03,7.504713517360e-03,2.000000055040e+04,1.448594143080e+23,4.526173434370e+06
1.750396898730e-11,5.000005450450e-02,9.499983320210e-01,1.469902572460e-06,1.366351939450e-07,6.868228319620e-09,6.878300662260e-11,1.000000000000e+04,5.002158445210e+02,5.755510326660e+03,6.568857862870e+03,5.545679243400e+03,4.953440310820e+03,7.504713517360e-03,2.000000055900e+04,1.448594143700e+23,4.526174661650e+06
1.777652852210e-11,5.000005535330e-02,9.499983060480e-01,1.492790935410e-06,1.387628051440e-07,6.975174950310e-09,6.985439313450e-11,1.000000000000e+04,5.002192050750e+02,5.755511592700e+03,6.568856776980e+03,5.545682237940e+03,4.953457491930e+03,7.504713517360e-03,2.000000056770e+04,1.448594144330e+23,4.526175907340e+06
1.805317645000e-11,5.000005621480e-02,9.499982796860e-01,1.516022626010e-06,1.409223312560e-07,7.083725761450e-09,7.094186128650e-11,1.000000000000e+04,5.002226160250e+02,5.755512877730e+03,6.568855674810e+03,5.545685277390e+03,4.953474930570e+03,7.504713517360e-03,2.000000057660e+04,1.448594144970e+23,4.526177171710e+06
1.833397409670e-11,5.000005708930e-02,9.499982529280e-01,1.539602794250e-06,1.431142510260e-07,7.193904815180e-09,7.204565263090e-11,1.000000000000e+04,5.002260781250e+02,5.755514182030e+03,6.568854556100e+03,5.545688362440e+03,4.953492630610e+03,7.504713517360e-03,2.000000058550e+04,1.448594145620e+23,4.526178455050e+06
1.861898370820e-11,5.000005797690e-02,9.499982257680e-01,1.563536667350e-06,1.453390503820e-07,7.305736534560e-09,7.316601235330e-11,1.000000000000e+04,5.002295921420e+02,5.755515505890e+03,6.568853420610e+03,5.545691493770e+03,4.953510595960e+03,7.504713517360e-03,2.000000059460e+04,1.448594146280e+23,4.526179757640e+06
1.890826846380e-11,5.000005887780e-02,9.499981982020e-01,1.587829550970e-06,1.475972225440e-07,7.419245708940e-09,7.430318932710e-11,1.000000000000e+04,5.002331588560e+02,5.755516849610e+03,6.568852268090e+03,5.545694672070e+03,4.953528830590e+03,7.504713517360e-03,2.000000060390e+04,1.448594146950e+23,4.526181079760e+06
1.920189249070e-11,5.000005979220e-02,9.499981702220e-01,1.612486830340e-06,1.498892681260e-07,7.534457499530e-09,7.545743616950e-11,1.000000000000e+04,5.002367790550e+02,5.755518213480e+03,6.568851098290e+03,5.545697898040e+03,4.953547338540e+03,7.504713517360e-03,2.000000061330e+04,1.448594147630e+23,4.526182421720e+06
